"CALL #(ITEM)","TOT CHKOUT","INTL USE "
"DS119.7 .D69 2012","7","4"
"BD161 .E83 2012","0","0"
"PR9199.3.D615 L43 2012","0","0"
"DA954 .O54 2012","0","0"
"PR9199.3.K468 M66 2012","0","0"
"PS3619.A763 M68 2012","1","0"
"PQ9697.L585 P413 2012","4","0"
"PR6073.I4367 A6 2012","0","1"
"PN1990.6.S6 N49 2012","0","0"
"PR9199.4.P768 O44 2012","0","0"
"PG1919.29.A5 P6213 2012","0","0"
"PN2304 .M35 2012","0","0"
"PQ2605.A3734 Z726 2011","0","0"
"PQ7798.13.H38 P5313 2012","0","0"
"BL51 .M68 2012","0","0"
"PQ1905 .B78 2012","2","0"
"PS3568.E2697 S46 2012","14","0"
"P115.5.E85 L564 2012","4","0"
"PN692 .V56 2011","0","0"
"DD290.25 .H84 2010","0","0"
"JQ263.A4 I56 2005","1","1"
"PL2705 .E564 2010","2","0"
"PL2705 .E564 2010","2","0"
"PL2705 .E564 2010","2","0"
"PQ4912.A29 N47 2011","0","0"
"D810.P7 U47 1993","2","1"
"PQ4829.O565 Z886 2011","0","0"
"PR2976 O543 2012","0","0"
"E807 .M25 2012","0","0"
"PQ4621.D3 T54 2010","0","0"
"PS3537.T4753 Z675","0","0"
"PQ6672.I473 I56 2012","0","0"
"PQ4882.A338 L53 2012","0","0"
"JC423 .D666 2012","1","0"
"PQ6086 .P647 2012","0","0"
"PQ6672.I483 P76 2011","1","0"
"PK6235 .J34 2010","5","0"
"PQ4518 .T67 2011","1","0"
"PK6208.B36 C55 2012","3","0"
"PQ6635.E65 Z48 2011","0","0"
"RC467 .N54 2009","1","0"
"BQ7185 .H66 2011","2","0"
"PQ2664.A72255 A84 2011","0","0"
"PQ6657.A463 M86 2012","0","0"
"DP216 .G56 2012","1","0"
"PQ2675.N46 S34 2012","0","0"
"PN678 .R64 2011","0","0"
"PQ2603.U73 Z75 2011","0","0"
"PQ6663.A7218 N57 2011","1","0"
"BX4705.B835 L58 2012","0","0"
"PN1995.3 .F46 2011","0","0"
"PN3448.D4 S74 2011","0","0"
"PN1997.3 .G78 2011","0","0"
"PQ6659.B22 I48 2012","0","0"
"PQ145.6.T7 V693 2009","2","0"
"PQ2664.O8334 C37 2011","0","0"
"PQ2679.E4 Z69 2012","1","0"
"BP596.J4 T73 2011","0","0"
"BL60 .D42 2012","1","0"
"PQ67.M54 M39 2011","0","0"
"PN2151 .A245 2010","0","0"
"DA947 .M34 2012","0","0"
"PT2613.U827 Z53 2011","1","0"
"P119.3 .L36 2012","1","0"
"PL2933.E526124 C446 2011","0","0"
"PQ6660.A5 Z46 2011","0","0"
"PQ6711.R57 H57 2012","0","0"
"PQ6115 .R66 2011","0","1"
"PQ6629.A64 Z83 2012","0","1"
"PQ6611.E657 L5 2012","0","0"
"PQ6601.Y3 A6 2012","0","0"
"HD526 .T57 2010","1","0"
"F3799.B55 P47 2011","1","0"
"HF1520.5.E85 R48 2012","0","0"
"GE240.E2 E83 2012","0","0"
"HD9574.B52 V45 2011","0","0"
"PL2961.E538 A6 2011","0","0"
"NC973 .T36 2011","2","0"
"PL2932.A537 P564 2011","0","0"
"HD75.6 .E551318 2005","2","0"
"P107 .H34 2011","1","0"
"PQ3989.3.B368 Q33 2010","1","1"
"PQ7297.O516 Z84 2011","2","0"
"PN466 .R286 2010","0","0"
"PQ7822.M8684 A63 2010","1","0"
"PQ2673.A818297 Z46 2012","0","0"
"PQ2664.A417 B364 2012","0","0"
"PQ4916.A6985 O25 2011","0","0"
"HB2582 .H65 2011","0","0"
"PQ7204 .S45 2011","3","0"
"PQ7204 .S45 2011","3","0"
"F3341.O6 S26 2011","0","0"
"PL2646 .R46 2011","0","0"
"PQ7822.P33 N63 2010","0","0"
"HD9502.A2 P766 2012","1","0"
"HD9502.A2 P766 2012","1","0"
"HD9502.A2 P766 2012","0","0"
"PQ3989.3.B455 R34 2008","0","0"
"P99.4.I26 B67 2011","0","0"
"DT295.3.M337 A3 2011","0","1"
"DG975.L7 S349 2011","0","0"
"DC127.C3 C45 2011","0","0"
"PQ2635.E35 Z48 2011","1","0"
"GT4232.L3 E58 2009","2","0"
"F3341.S2 S262 2010","0","0"
"DD256.5 .K617 2011","0","1"
"PQ7820.P39 N67 2011","2","0"
"BX1464.3 .E83 2011","0","0"
"DD256.5 .M758 2011","1","0"
"PL2888.J66 D56 2008","5","2"
"DD104 .W44 2012","0","0"
"PQ3989.3.D574 K45 2011","0","0"
"DS149.5.G3 U42 2011","0","0"
"DC59.8.R8 Y34 2011","0","0"
"PQ4876.O89 E38 2012","0","0"
"DC433 .D86 2011","0","0"
"PQ4879.I3728 I62 2012","0","0"
"NA7357.T58 T653 2012","1","0"
"LB1564.I65 P45 2012","1","0"
"PQ3988.5.A5 C468 2012","0","0"
"BL687 .S353 2009","0","0"
"DS135.H9 K63 2011","1","0"
"DG89 .B983 2011","0","0"
"GT4832.L3 G729 2009","3","0"
"Z115.I8 B768 2012","0","0"
"GT4232.L3 L58 2010","0","0"
"PQ2703.O59 S94 2011","0","0"
"PT671 .C36 2012","0","0"
"PQ7819.S22 Z55 2011","0","0"
"DS113.8.G4 T73 2011","0","0"
"F1221.N3 P39 2008","0","0"
"F1219.73 .C474 2003","0","0"
"CS516.J4 G38 2011","3","0"
"DA930 .A612 1983","2","0"
"DG66 .C66 2011","1","0"
"DS134.42.M456 A3 2012","0","2"
"DG231.3 .S74 2012","0","0"
"HV9674 .V48 2012","0","0"
"DT295.3.B4 S77 2011","2","0"
"F1219.73 .C47 2003","1","0"
"HF3235 .C59 1991","1","0"
"PM4061 .C28 2010","0","0"
"HV6815.M4 L69 2010","1","0"
"F1219.3.G6 M57 1989","1","0"
"F1230 .P36 2004","2","0"
"KF3827.E87 B36 2012","0","0"
"JC181 .F6 2012","2","0"
"HD2741 .M224 2011","0","0"
"JN96.A91 S77 2012","5","0"
"GV875.D6 A56 2012","1","0"
"HC430.F3 G74 2012","4","1"
"K236 .L44 2012","1","0"
"HB3599 .L485 2012","5","0"
"HM871 .B67 2012","2","0"
"JN40 .P673 2012","4","1"
"HC110.E5 T87 2012","2","1"
"HV6568.C4 F56 2012","0","0"
"JZ1320.7 .H34 2012","3","0"
"HD9987.I42 N39 2012","1","0"
"GR161 .H67 2012","0","0"
"JC251.A74 A75 2012","1","0"
"GF798 .A77 2012","1","1"
"JZ5584.U6 P46 2012","1","0"
"DS610.5 .C58 2011","1","0"
"LC1099 .C743 2012","1","0"
"HV8699.U5 D38 2012","4","1"
"LC213 .E378 2012","1","1"
"HF5549 .L2884 2012","1","0"
"HF1416.6.L29 E97 2012","6","0"
"HD5856.P6 M45 2012","2","1"
"JL966 .I5 2012","3","1"
"HV636 2008.T4 L47 2012","0","0"
"HT690.E73 S57 2012","3","0"
"JC479 .M84 2012","1","0"
"HQ803.5 .P54 2012","1","2"
"LB1135 .M27 2012","0","1"
"LC5131 .C616 2012","1","0"
"HN690.8.Z9 C6636 2012","0","0"
"HJ4653.E75 M67 2012","1","0"
"GV865.P3 S65 2012","2","0"
"JN6531 .M57 2012","4","0"
"HC59.7 .A752 2012","3","0"
"HD6476 .K36 2012","0","0"
"UA646.3 .N2273 2012","6","1"
"LD7105 .N49 2012","1","1"
"JZ1317.2 .M37 2012","1","0"
"HV6433.3 .G557 2010","3","0"
"LB1028.5 .D555 2012","1","1"
"HV6457 .R87 2012","5","0"
"JQ1852.A979 I85 2012","4","0"
"RG133 .S37 2012","1","0"
"HD6073.C62 M6596 2012","2","0"
"F3320 .D54 2011","1","0"
"LB1028.24 .A32 2012","4","1"
"HV6603.L5 Z67 2012","4","0"
"HD7286 .C43 2012","0","0"
"LC107 .C66 2012","4","0"
"JK1976 .C585 2012","0","0"
"HM851 .D5454 2012","0","0"
"HD4901 .D54 2012","4","0"
"JZ5534 .E386 2012","0","0"
"HD2785 .H37 2012","6","0"
"HF1531.Z4 D44394 2012","1","0"
"JA86 .E96 2012","2","0"
"HV8073 .B84 2012","0","0"
"HF5549.5.R44 R48 2012","0","0"
"JV6225 .G744 2012","0","0"
"UG635.G7 D96 2012","2","0"
"JA79 .W45 2011","8","0"
"HD57.7 .L364 2012","0","0"
"HG2626.S654 W374 2012","2","0"
"HG4515.5 .M33 2012","2","0"
"HG181 .S7923 2012","1","0"
"HD61.5 .C37 2012","0","0"
"JV6033 .M562 2012","4","0"
"HE8424 .M63 2012","1","0"
"HQ1121 .B452 2012","0","0"
"JN50 .D68 2012","2","1"
"VM19 .R45 2012","1","0"
"HT863 .W74 2012","2","0"
"HG4551 .R384 2012","0","0"
"GN407 .R48 2012","2","0"
"HJ6891 .S744 2012","1","0"
"HV8144.F43 G743 2012","0","0"
"HC79.E5 S86683 2012","0","1"
"HV6773.2 .O47 2012","7","0"
"HD6054.3 .H65 2012","0","0"
"HQ1240 .W6625 2012","3","2"
"GV706.35 .P47513 2012","2","1"
"LC1091 .C25 2012","0","0"
"HQ76.25 .C377 2012","2","0"
"LC196.5.U6 M44 2012","2","1"
"JA86 .G36 2012","13","0"
"JC337 .G56 2012","2","0"
"HD58.7 .I47 2012","0","0"
"JV6450 .L68 2012","0","0"
"HM1206 .L577 2012","1","0"
"HM479.K55 A3 2012","0","0"
"HV1568 .O447 2012","5","0"
"JV7933 .S34 2012","3","0"
"HV689 .C36 2012","0","0"
"LC192.2 .P53 2012","0","0"
"HQ76.8.U5 S75 2012","8","1"
"KF8775 .G88 2012","2","0"
"LB1573 .S471 2012","0","0"
"HQ728 .C53 2012","2","1"
"HM1261 .T734 2012","5","0"
"PQ4903.O548 T73 2011","0","0"
"PQ2623.A895 Z68 2011","0","0"
"DC235 .F87 2012","0","0"
"PC4026.L58 D57 2004","0","0"
"DD289 .N35 2010","0","0"
"HQ562.15.M49 L69 2005","0","0"
"HF3238.P6 Y88 2007","2","0"
"DS266 .S763 2011","0","0"
"F3722.1.C3 Y4 2011","0","0"
"PG5040.23.A45 C46 2012","1","0"
"JL2681 .C685 2011","0","0"
"DS156.P4 Z56 2011","0","0"
"CT199 .K65 2012","0","0"
"PQ7082.N7 F785 2011","1","0"
"HD9014.E22 C35 2011","0","0"
"DK508.5 .E356 2010","0","0"
"D635 .P386 2011","0","0"
"PQ3989.2.A5266 S25 2010","0","0"
"U800 .C65 2012","0","0"
"JQ3405.A956 E44 2011","1","0"
"DK131 .P475 2011","1","0"
"PG1408 .Z36 2005","1","0"
"BX9420 .A2 1992 ser. 5, v. 8","0","0"
"DK510.34 .F46 2011","0","0"
"PQ1537 .D46 2011","0","0"
"PG1419.14.J63 V853 2011","0","0"
"PQ2663.H257 E46 2012","0","1"
"P99 .M4244 2012","0","0"
"DB2221.S86 A3 2011","0","0"
"DG735.72.B73 P75 2011","2","1"
"PS3519.E27 Z655 2009","1","0"
"HQ1064.E8 O5 2011x","1","0"
"HN10.R7 H43 2010","1","2"
"D570.9 .B28 2012","2","0"
"DA932 .S76 2010","1","0"
"NX180.H6 N49 2011","1","0"
"DS121.65 .T498 2011","0","0"
"HC460.5 .Z545 2009","0","0"
"DS556.8 .T7413 2012","0","1"
"PA3161 .G55 2010","0","0"
"CD1732 .A654 2011","0","1"
"HQ799.E22 A83 2011","0","0"
"PQ7298.28.I8982 D65 2011","4","1"
"PL5109 .H37 2010","1","0"
"PQ7298.28.U85 P63 2012","1","0"
"PL5139.Z8 F3 2010","0","0"
"PR9530.9.R86 F4 2011","0","1"
"D764 .R6318 2012","0","0"
"PL5139.J5 B46 2011","1","0"
"PG2991 .S56 1988","0","0"
"PQ7298.43.G87 G84 2011","0","0"
"PQ7155 .N67 2011","2","0"
"PG3488.O66 Z72 2012","1","0"
"PG3476.D44 S47 2011","0","0"
"PG3313.K3 Z638 2012","0","0"
"PG2691 .S48 1984","0","0"
"PG2691 .S48 1984","0","0"
"JN96.A91 L45 2012","0","0"
"DK134 .B34 2009","0","0"
"PQ6032 .X57 2011","2","0"
"BX1739 .I53 2010","0","0"
"F3327.M67 G575 2011","1","0"
"PQ7082.N7 V577 2011","1","0"
"F3722.1.C83 P5 2011","0","0"
"DS134.3 .M56 2011","0","0"
"PG3458.Z9 S878 2011","0","0"
"PC4832 .C66 2005","0","0"
"CB353 .K56 2011","0","0"
"JC489 .B34 2011","0","0"
"F1435 .R47 2008","0","0"
"F1435 .R47 2008","0","0"
"PA6650.G4 A9 2011","0","0"
"F3799.B55 P84 2011","1","0"
"DK605 .S49 2010","0","0"
"PN1992.55 .F512 1993","0","0"
"N6988 .L583 2010","1","0"
"DD174.3 .T74 2012","0","0"
"JN6551 .D27 2009","0","0"
"DK679.S68 G46 2011","0","0"
"BX492 .S558 2012","0","0"
"D807.S65 D73 2010","0","0"
"UA772 .R565 2012","0","0"
"D550 .S64 2012","0","0"
"DK268.5 .D65 2012","0","0"
"HV8224 .A93 2012","0","0"
"DK268.S8 G735 2012","0","0"
"DK268.S8 S6662 2012","0","0"
"F2230.2.A9 B87 2011","1","1"
"JL2281 .Z44 2011","1","0"
"JA77 .S26 2011","0","0"
"JL2281 .M393 2011","0","0"
"PQ7298.17.A747 C66 2011","0","0"
"JZ5625 .A753 2012","1","0"
"JZ5625 .A753 2012","0","0"
"DS559.44 .P38 2012","3","1"
"HF5821 .K37 2012","1","0"
"HC240.25.L38 B487 2012","2","1"
"HQ1221 .C65 2012","0","0"
"JZ1318 .B675 2011","0","0"
"HD9696.A3 C523659 2011","0","0"
"HB522 .M26 2012","3","1"
"HF5548.85 .C654 2010","0","0"
"HD2963 .C74 2012","0","0"
"HM1033 .C8495 2012","2","0"
"HG4515.95 .P284 2012","10","0"
"LC723 .K747 2012","0","0"
"HD9506.A382 D483 2012","1","1"
"JC423 .D666 2012","2","1"
"GV939.C52 W55 2012","0","0"
"HD62.5 .E534 2012","0","1"
"HB615 .E63447 2011","0","0"
"HN373.5 .E8225 2012","2","0"
"HM621 .D453 2012","0","0"
"HG2974 .F5646 2012","0","0"
"HV6431 .F572 2012","0","0"
"HD61 .L486 2012","1","0"
"LB1576 .F768 2012","1","1"
"HD8081.G4 E53 2012","0","0"
"HB501 .G544 2012","1","0"
"HC415.36.Z7 D834 2012","2","0"
"GN357 .R64 2012","0","0"
"HG101 .C62 2012","9","0"
"HF5549.2.C6 H6 2012","0","0"
"HQ801.82 .B75 2012","2","1"
"H62 .I678 2012","6","0"
"HD111 .D34 2012","4","0"
"HV6045 .W45 2012","0","0"
"U264.5.G7 S76 2012","4","1"
"GN479.5 .G667 2012","1","0"
"HD4904.25 .M46 2012","1","0"
"HV6453.M6 M49 2012","3","0"
"JV7590 .T755 2012","0","0"
"GN502 .M69 2012","2","1"
"HC415.D5 N49 2012","0","1"
"HF5415.1255 .C43 2012","1","0"
"JK524 .F83 2012","2","0"
"HD30.19 .M23 2012","0","0"
"HD9940.A2 C54 2012","10","0"
"LB1707 .H365 2012","1","1"
"JV6032 .P67 2012","1","1"
"HB3722 .F458 2012","6","0"
"HD4138 .P78 2012","0","0"
"HD69.P75 P7634 2012","1","0"
"HJ7461 .C435 2012","0","0"
"GV1061.23.K4 F56 2012","4","1"
"HJ2505 .S26 2012","1","0"
"HT169.J3 U73 2012","2","0"
"HQ76.8.U5 H57 2012","7","1"
"HQ1236 .N45 2012","1","1"
"HC427.95 .M384 2012","3","0"
"LB1775.2 .B75 2012","0","0"
"BF76.7 .B447 2012","11","1"
"DS530.53.A85 L56 2011","3","0"
"HV875.58.I73 M565 2012","2","1"
"LB2395.7 .B47 2012","1","0"
"HD59.2 .E37 2012","0","0"
"LC71.2 .C36 2012","0","0"
"HC427.95 .Z43 2012","2","0"
"GN293 .J47 2012","3","0"
"DS525 .C66 2012","2","0"
"HF5548.85 .C658 2012","1","1"
"LB3012.5 .C75 2012","0","0"
"HQ1206 .C86 2012","0","0"
"GV1595 .M76 2011","2","0"
"HB72 .W477 2013","3","0"
"LC2410.5 .B84 2012","0","0"
"LB1060 .R684 2012","1","0"
"JZ4839 .I59 2012","1","1"
"BF80.8 .L53 2012","0","0"
"KF228.C53 B57 2012","0","0"
"HF5681.C28 D389 2012","1","0"
"GR153.5 .O796 2011","0","0"
"LB1025.3 .I49 2012","0","0"
"LB2822.75 .P38 2012","1","0"
"LB1715 .P535 2012","0","1"
"DS599.M3 P5713 2012","0","0"
"HM742 .Z446 2012","1","0"
"BF51 .H28 2012","0","0"
"LB1050.46 .F39 2012","1","1"
"LB1632 .C49 2000","5","0"
"LB2822.82 .S84185 2012","0","0"
"BF76.45 .M59 2012","0","0"
"HD2963 .P434 2012","0","0"
"LA652 .S34 2008","0","0"
"HD31 .P43 2012","2","0"
"HV40 .S63 2012","0","0"
"HV713 .S63 2012","1","1"
"HV713 .W45 2012","1","0"
"LC5115 .S84 2012","0","2"
"LB1631 .B356 2012","3","0"
"LB3060.55 .T43 2012","3","0"
"LC45.4 .T45 2012","3","0"
"HF2330.6 .M87 2010","1","0"
"LB2342.9 .F76 2012","1","0"
"HV6439.U7 R427 2012","0","0"
"HX806 .S36 2012","5","1"
"HF5429.215.U6 R63 2012","4","1"
"LB1139.5.A78 Y68 2012","1","0"
"BS2665 .O6914 2009","0","0"
"F1219.1.M53 N38 2011","1","0"
"HD1696.M6 G474 2006","2","0"
"HD1696.M6 G474 2006","2","0"
"PG3491.8.A35 S73 2012","0","0"
"HD9014.M62 T673 2010","0","0"
"KF8742 .B65 2012","1","0"
"F3126 .D554 2010","0","1"
"PG3489.3.A3758 S43 2012","0","0"
"PG3487.I752 P73 2011","2","0"
"PG3485.3.R56 R87 2011","0","0"
"PG3476.B78 Z935 2011","0","0"
"DK511.C2 G88 2007","0","0"
"DK511.C2 G88 2007","0","0"
"PG3481.A458 V53 2012","1","0"
"B491.A4 Z34 2011","0","0"
"DS597.2 .J648 2011","0","1"
"PG3488.T4755 K47 2012","0","0"
"DK511.S44 M57 2011","0","0"
"D802.R8 D583 2012","0","0"
"F1221.S43 L69 2012","0","0"
"BR162.3 .W4 2009","0","0"
"PQ2469.A1 2012","0","0"
"PQ2469.A1 2012","0","0"
"GF75 .J45 2006","2","1"
"LB2953 .V47 2012","0","0"
"PS3602.E764 C65 2012","4","0"
"PR6058.A26 R43 2012","3","0"
"GV965 .P418 2012","1","0"
"PT289 .P38 2012","0","0"
"PN1995.9.F54 C69 2011","6","0"
"PT2617 .O47 1975","0","0"
"PT2617 .O47 1975","0","0"
"B5802 .U73 2012","0","0"
"E65 .P36 2007","0","0"
"PA4023.Z5 O45 2012","3","2"
"PG3476.T85 Z43 2010","0","0"
"F1321 .Q53 2011","0","0"
"PS3612.E93685 A3 2012","0","0"
"PA3043 .H33 2012","6","0"
"PS217.I52 S55 2012","2","0"
"DS740.5.A34 S55 2012","5","1"
"F1124.5.C6 W45 2012","2","0"
"PR9180.1 .C76 2011","1","0"
"PR8753 .C67 2012","0","0"
"PN6421 .D69 2012","2","0"
"PR4161.B2 Z85 2012","3","2"
"B765.T54 R24 2012","0","0"
"DC216.95.B629 L49 2012","12","0"
"F1435.1.P52 O54 2012","2","0"
"F7 .B758 2012","0","0"
"PN51 .M278 2012","3","0"
"PS3515.E37 G3754 2012","3","0"
"DD880 .F7713 2012","2","1"
"PR448.R33 D66 2012","4","0"
"PE1422 .M48 2012","1","0"
"PN1993.5.J3 W327 2012","1","1"
"D816 .V47 2012","3","0"
"BM610 .M46 2012","7","0"
"DT236.Q26 P27 2012","5","1"
"PR471 .F47 2012","0","0"
"PA5612.N28 Z525 2012","0","0"
"F1236.7 .T83 2012","2","1"
"F144.N653 B664 2012","2","1"
"F122.1 .H34 2012","5","1"
"D769.372 11th .D66 2012","0","0"
"PN56.R7 D42 2012","2","0"
"PR468.C5 N45 2012","3","0"
"DS247.Q35 F76 2012","2","0"
"BT40 .S38 2012","1","0"
"PS3545.I5365 Z696 2012","3","1"
"BX1415.M3 C87 2012","2","0"
"F128.64.L6 B47 2012","4","1"
"BP130.4.Q753 N48 2012","4","3"
"PS2485 .A6 2012","4","0"
"PJ7852.A688 Z3513 2012","0","0"
"PJ4150 .P37 2012","2","0"
"PS3515.E37 Z6144 2012","2","0"
"E183.8.U7 K63 2012","0","0"
