"CALL #(ITEM)","TOT CHKOUT","INTL USE "
"D116 .G65 2009","3","1"
"BR746 .G86 2009","1","0"
"PR6029.D58 A6 2009","0","0"
"PN1995.9.P7 R378 2009","5","0"
"BL175 .B53 2009","9","1"
"D581 .B53 2009","3","0"
"PQ2663.L31148 R3713 2009","3","0"
"PQ2605.A3734 Z65969 2009","5","0"
"DF77 .C6955 2009","13","1"
"BD111 .C626 2009","2","1"
"DA320 .C656 2009","8","1"
"PS379 .C63 2009","2","1"
"PR4754 .C56 2009","0","0"
"P128.C68 C65 2009","3","0"
"PR3100 .K58 2009","2","1"
"B132.D48 F73 2009","2","1"
"PR5778.S35 M35 2009","5","1"
"E748.G68 A3 2009","0","0"
"PR888.S6 D75 2009","2","1"
"BM755.C646 A4 2008","0","0"
"DA964.A2 L43 2009","0","0"
"B3279.H49 K499 2009","0","0"
"BX6211 .B73 2009","1","0"
"PQ7081 .I55 2009","1","0"
"PF3074.75 .L36 2009","2","0"
"PN2589 .L63 2009","4","0"
"DS730 .C44575 2009","2","0"
"P94.65.C6 Y98 2009","0","1"
"CT275.F694 G46 2009","1","0"
"PS3569.H3917 M66 2009","0","0"
"B105.M4 A36 2009","0","0"
"PN2049 .T55 2009","4","2"
"BD111 .P54 2009","1","0"
"PS341 .R44 2009","1","0"
"PR457 .B34 2009","0","1"
"BD111 .R68 2009","4","0"
"D767.92 .D675 2009","2","0"
"BM674.643 .G46 2009","3","0"
"BT875 .S68 2009","0","0"
"BL263 .M475 2009","3","0"
"PR6003.E282 Z5766 2009","0","1"
"DD256.3 .M355 2009","9","0"
"PN56.S667 U67 2009","3","0"
"PQ526 .I23 2009","13","3"
"DS777.54 .L48 2009","5","0"
"PN56.S7414 R49 2009","4","0"
"PL2515 .T84 2009","0","0"
"BM487 .C572 2009","8","0"
"PN1997.B6713 K67 2009","2","0"
"B52.7 .A23 2009","1","2"
"PS3553.A5877 A79 2009","0","0"
"PN56.A64 W66 2008","0","1"
"PQ6437.T3 Z55 2009","6","1"
"PS3619.H39 B44 2009","0","0"
"PR9611.5 .M33 2009","0","0"
"PS3618.A456 B56 2009","0","0"
"PE1112 .J37 2007","3","1"
"PR9364.5.W6 M87 2008","0","0"
"BS618 .W67 2009","0","1"
"DA969 .C67 2009","0","0"
"PR9199.3.N39 C63 2008","0","0"
"P96.P75 H37 2009","2","1"
"P91.3 .R83 2010","4","4"
"PS591.T4 D39 2009","0","0"
"B2430.D483 E27 2009","9","1"
"PS3570.H625 D6 2009","3","0"
"PN1995.9.D6 M375 2008","4","0"
"PR9199.4.P35 D75 2009","0","0"
"PR3625.A2 R86 2009","1","2"
"BP131.14 .E46 2009","7","1"
"PQ4864.E22175 P3313 2009","0","0"
"PT2026.F2 C66 2009","2","0"
"BV5077.E85 D53 2009","10","3"
"PS3573.A42688 F48 2009","1","0"
"PN1998.2 .P4913 2009","1","0"
"PN1998.3.U46 F55 2009","1","0"
"BR1480 .B83 2009","0","0"
"Z257 .C74 2009","4","0"
"PS3555.V326 F84 2009","6","2"
"BL2441.3 .R63 2008","1","1"
"PS3569.H387 G73 2009","3","0"
"Z208 .C58 2009","4","0"
"PS3618.O3584 H43 2009","0","0"
"PR6111.I76 H44 2008","3","0"
"E743 .H6335 2009","0","1"
"PL2677.W43 A2 2009","5","1"
"F1418 .L665 2009","2","2"
"PL1277 .Y42 2009","9","1"
"BS575 .B648 2009","1","0"
"PR6055.L287 J64 2007","3","0"
"PE1404 .S827 2009","4","0"
"PQ6613.O79 J7813 2009","0","0"
"PS3613.A96 K56 2009","0","0"
"PN1994 .L4828 2009","0","0"
"PR9199.3.A92 L57 2009","0","0"
"PG1614.5.L67 L68 2008","0","0"
"PR9199.3.D435 L68 2009 2009","0","0"
"PR8789 .M473 2008","8","1"
"BS2545.P45 T53 2008","3","0"
"PR9199.4.W364 M65 2009","0","0"
"PS3563.A5357 M77 2009","3","1"
"PR9199.3.L974 N49 2009","0","0"
"PS627.O53 K45 2008","2","0"
"PR9199.4.S695 P54 2009","0","0"
"BX9418 .B66 2009","5","0"
"PR2821.A2 C36 2009","7","1"
"BP597.A45 P66 2009","1","0"
"PN3433.6 .S377 2009","6","1"
"PR9199.3.M359 S37 2008","1","0"
"BS2825.52 .D48 2009","1","0"
"PR9499.3.D39 S53 2009","0","0"
"PR9199.3.C66825 S56 2008","2","0"
"PN94 .G83 2009","6","1"
"PL992.42.U5 A2 2008","3","0"
"PK6449.E6 S76 2008","0","0"
"D805.5.B47 H37 2009","1","0"
"PN1991.8.T35 S55 2009","0","0"
"BM499.5.E52 S65 2009","5","2"
"PQ1842 .A427 2009","11","0"
"BX6276 .R76 2008","0","0"
"PS3553.O582 U45 2009","0","1"
"PS3611.L446 U55 2009","1","0"
"BT91 .K7613 2009","1","0"
"PR9199.3.C585 W47 2009","1","0"
"PE1479.B87 J36 2007","2","1"
"PR9196.62 .F58 2008","0","0"
"HD30.28 .M37 2009","0","0"
"DK38.7.N345 A3 2008","0","0"
"JF1525.I6 G44 2009","1","0"
"GR330 .E47 2009","1","0"
"PS3619.H4675 F577 2008","1","0"
"HV7936.C8 E45 2009","3","0"
"PL2939.A263 M825 2007","1","0"
"DL59.R8 N48 2008","1","0"
"HC59.7 .B73 2009","1","0"
"HC435.3 .K37 2008","0","0"
"HC435.2 .I556 2008","2","0"
"LB1140.5 .E69 2009","1","0"
"Z720.S837 I87 2008","0","0"
"DS778.M3 W46 2009","8","0"
"PT2603.R397 Z58354 2008","0","0"
"DG812.9 .B38 2009","0","0"
"F2519.1.A6 M327 2002","2","0"
"PL2302 .Z4825 2007","0","0"
"D523 .T47 2001","2","0"
"PL2937.5.U293 L567 2009","0","0"
"NK9509.65.M6 J85 2006","0","0"
"CC51 .M5 2008","1","0"
"BL2765.E85 E97 2008","0","0"
"PQ4880.A24 Z534 2007","0","0"
"PQ4809.A45 Z54 2009","2","0"
"PQ4390 .B54 2008","3","0"
"F1787.5 .P36 1997","1","0"
"PN1995 .B3745 2009","1","0"
"PS3537.T323 Z463 1990","9","0"
"HQ756 .F42 2009","5","0"
"HN60 .C478 2009","1","1"
"PL2758 .D76 2007","0","0"
"HV10.5 .G55 2009","2","0"
"DA20 .C17 v. 36","1","0"
"PQ7386 .D4 2002","0","0"
"JV1816 .M37 2009","5","0"
"LB3454 .M66 2008","3","0"
"PQ4054.A5 F47 2008","3","0"
"RC569 .M41 2008","1","0"
"HT720 .A84 2008","0","0"
"PQ2708.A455 H67 2008","1","0"
"H62.A1 N4 2009","0","0"
"B131 .E5 v. 12","3","1"
"Z8459.75 .G82 1983","0","0"
"PR6065.N47 W54 2008","0","0"
"DG70.V65 F87 2008","1","0"
"PQ4599 .J67 2009","1","2"
"JC423 .N44 2009","2","2"
"PS374.W6 V68 2009","2","1"
"HQ756 .B665 2009","4","5"
"PS3618.O317 W48 2009","1","0"
"PK5423.5.T37 M64 2008","1","0"
"DA962 .K545 2009","1","0"
"PG3488.O4 Z753 2008","0","0"
"HN530.2.Z9 M325 2009","4","0"
"BX1451.2 .B44 1999","1","0"
"PK2030.6.V34 S56 2008","0","0"
"PQ7390.R595 R46 1995","2","0"
"D764 .K346 2007","0","0"
"PQ7390.C73 D56 2002","0","0"
"TR550 .U24 2007","0","0"
"PG3229 .M95 2007","0","0"
"TC558.I4 S47 2007","0","0"
"Z286.E43 Z45 2005","0","0"
"F1787 .F66 2002","3","1"
"PA6537 .L848 2008","1","0"
"PQ7386 .C36 2002","0","0"
"F1783 .R28 1992","2","0"
"F1783 .R28 1992","2","0"
"PN1998.3.D55 L86 2009","1","1"
"PQ4827.U9 L37 2009","1","0"
"BR1156.T35 C58 2007","0","0"
"PQ4630.M35 A6 2009","0","0"
"F1785 .A56 2000","0","1"
"PA2355 .A3 1965","0","0"
"PA2355 .A3 1965","0","0"
"PA2355 .A3 1965","0","0"
"DS485.M28 T535 2007","0","0"
"BX581 .K47 2007","0","0"
"PL2875.N535 Z58 2008","2","0"
"HD9114.C89 S32 2001","3","0"
"Z939.M63 2003","1","0"
"PQ4630.M35 A6 2009","0","0"
"BM585.2 .Z36 2008","1","0"
"HN203.5 .C825 2003","2","0"
"PQ4214.2 .M54 2009","0","0"
"PQ7489.2.A55 T46 2002","0","0"
"HV5800 .N34 2002","1","0"
"GR176 .R33 2009","0","0"
"PA6281.S5 R46 2007","0","0"
"PQ7386 .C833 2001","9","0"
"PQ6353 .E6318 2000","4","0"
"DP272 .E7534 2008","5","0"
"DP272 .E7534 2008","3","0"
"DP272 .E7534 2008","4","0"
"PA26.A38 P5 2007","1","0"
"DS778.5 .Z367 2008","3","0"
"F1765.3 .H57 1993","0","0"
"F1779 .P515 1992","1","0"
"HT1071 .A98 2002","1","0"
"PL2840.L55 Q366 2008","3","0"
"PL2840.L55 Q366 2008","3","0"
"PQ7390.V52 M36 2002","0","2"
"F1776 .D54 1998","1","0"
"F2849.22.G85 C281115 2002","0","0"
"R119 .S54 2000","3","0"
"F1781 .C24 1999","0","1"
"F1788 .P552 1990","0","0"
"PT2673.E577 D6613 2009","0","0"
"PQ4417 .R67 2009","0","0"
"PR6056.O27 T87 2009","1","0"
"PQ4174 .S63 2008","0","0"
"QC861.3 .T34 2009","0","0"
"PQ2309.H4 Z627 2009","0","0"
"DK254.S4745 A4 2008","0","0"
"D5 .B4 fasc. 339","1","0"
"PQ4734.V3 V57 2007","0","1"
"BF503 .M375 1987","5","1"
"PQ4734.V5 S8 2009","0","0"
"DT170 .C66 2006","3","0"
"DT170 .C66 2006","3","0"
"DT170 .C66 2006","3","1"
"DT170 .C66 2006","4","0"
"PQ4432.Z7 Z38 2009","0","0"
"Z174.S48 A48 2007","2","0"
"PQ2707.R67 C43 2006","0","0"
"DS557.A6 R3 1965","1","1"
"PQ3989.3.D48 T33 2006","0","0"
"D804.65 .F74 2008","2","0"
"DD78.E34 A84 2007","0","0"
"PN3018.K67 B38 2008","0","0"
"BL633 .C65 2007","2","0"
"PT2662.E56 Z58 2007","0","0"
"PS153.J4 G68 2007","0","1"
"DS135.T8 G88 2008","2","1"
"HQ1172 .J85 2008","1","1"
"HS2915.B47 C58 2007","0","0"
"BF1714.J4 L45 2006","1","0"
"BM562 .M82 2008","0","0"
"DS115 .P53 2009","0","0"
"B759.I274 R63 2007","3","0"
"BS1555.52 .S36 2007","0","1"
"KK185.G77 S33 2007","1","0"
"DS658 .P553 2000","0","0"
"NA9108 .A545 no.557","2","2"
"DS151.E367 A313 2008","0","0"
"PT2625.O66 Z794 2008","0","0"
"BX395.A77 A445 2008","0","0"
"B703.S34 M35 2007","0","0"
"BV687 .R464 2008","0","0"
"DS110.D36 D668 2008","2","0"
"GR305.7.S36 A57 2007","0","0"
"PQ3989.3.N29 C47 2005","1","0"
"BM755.G615 M45 2008","0","0"
"GR305 .K28 2007","0","0"
"DS134.36.S24 J83 2009","0","0"
"PQ3989.3.V47 N65 2008","0","0"
"DS135.N6 L42 2009","0","2"
"N8795.3.E85 M85 2009","0","0"
"PN1995.65.F8 G37 2009","0","0"
"DS135.A93 N487 2008","0","0"
"PK7035.R34 A55 2008","0","0"
"PQ261 .H378 2009","2","0"
"HN700.55.A8 S373 2002","0","0"
"PQ621 .P67 2009","1","0"
"BL1243.76.K67 M36 2007","0","0"
"B2430.D484 C33 2009","0","0"
"PQ2678.O7677 Z76 2009","0","0"
"PN1031 .M3645 2009","2","0"
"PQ2672.E2118 Z46 2009","2","0"
"BX597.S4834 E87 2008","0","0"
"PN6519.H55 K343 2008","0","0"
"PQ3809 .V69 2009","0","0"
"DK209.6.B6 A6 2007","0","0"
"JQ1539.5.A67 G58 2008","0","0"
"DC34.5.R8 N44 2008","0","2"
"PK2098.38.A6766 Z45 2008","0","0"
"DG457.R78 N44 2008","1","0"
"DC718.R8 B87 2008","1","0"
"DT72.R87 B46 2008","1","0"
"PK2099.39.R583 A88 2008","0","0"
"PK2099.36.T57 O55 2008","0","0"
"PG2996 .M593 2008","0","0"
"PS3570.H395 F37 2009","6","1"
"PQ401 .P55 2008","0","0"
"PQ2631.A85 Z48 2009","0","0"
"PQ2627.E4 V54 2009","0","0"
"PQ401 .E46 2008","0","0"
"DK568 .S255 2008","0","0"
"DK275.K5 P67 2008","0","0"
"PQ4710 .A3 2008","0","0"
"DK268.V56 P66 2008","0","0"
"DK273 .P673 2008","0","0"
"DK268.B384 M85 2008","0","0"
"DK267 .M536 2007","0","0"
"LC912.E85 I85 2009","0","0"
"B3317 .O31 2008","0","0"
"PK2098.32.U86 J36 2008","0","0"
"PJ7876.A54 Z78 2007","0","0"
"DS36.88 .U746 2008","1","0"
"PK2201.A75 N875 2007","0","0"
"NA380 .A29 2008","0","0"
"PJ7924.A333 Q35 2007","0","0"
"DT155.7 .D59 2006","0","0"
"DS422.C3 H38 2008","0","0"
"BP166.93 .S83 2007","0","0"
"PK2099.26.U335 K23 2008","0","0"
"PJ8410 .A45 2007","0","0"
"DR431 .V66 2008","2","0"
"DR431 .V66 2008","2","0"
"PK2098.26.H344 I73 2008","0","0"
"PL2299 .Z555 2008","0","0"
"PL2299 .Z555 2008","0","0"
"GR305.7.A35 A68 2007","0","0"
"DS761 .L45 2009","1","0"
"DS36.88 .H545 2008","0","0"
"DP162 .I73 2007","3","0"
"BP187 .M87 2006","0","0"
"CD1375.B4 L37 2007","1","0"
"DP162 .I73 2007","4","1"
"PL4758.9.K213 M35 2007","0","0"
"DG812.4 .R66 2007","1","0"
"PJ7844.A324 N34 2007","0","0"
"DG812.4 .R66 2007","0","0"
"BR585.M84 K38 2006","0","0"
"PK2098.V38 Z75 2006","0","0"
"DS796.T5 R3712 2009","0","0"
"GR305.7.A35 M23 2007","1","0"
"PL2843.C53 Z466 2009","3","1"
"PN5124.P6 P37 2008","0","0"
"PN1993.5.S7 B37 2006","0","0"
"PT203 .H36 2009","0","0"
"PK2608.5 .H563 2005","0","0"
"PJ7858.A6 B39 2008","1","0"
"PK2103.J36 J365 2008","0","0"
"PJ7808.S594 M37 2008","0","0"
"CB251 .A266 2007","0","0"
"PQ4479 .M66 2008","2","0"
"PQ4720.P3 A6 2008","2","0"
"DT72.C7 B394 2007","1","0"
"BP10.J383 M843 2006","0","0"
"E183.7 .S55 2006","0","0"
"PQ4042 .A86 2009","1","0"
"JN16 .P5713 2008","7","0"
"PQ4841.C5 Z854 2009","0","0"
"D56 .S37 2006","2","0"
"PL2869.O167 T73","3","0"
"PJ7938.S584 I56 2007","0","0"
"LA1430.2 .N35 2006","0","0"
"PK2903 .A58 2008","1","0"
"BX2470 .L413 1982","5","1"
"BX465 .N47 2008","1","1"
"JV8132 .A92 2002","2","1"
"JC73 .T56 2008","1","1"
"Z173 .P43 2008","2","0"
"Z43.A3 I3 2007","0","1"
"PK1947.2 .S57 2008","0","0"
"GV946.2 R853 2007","1","0"
"DT87 .F76 2007","1","0"
"DK651.A1 S83 2008","0","0"
"D13 .F485 2008","2","0"
"D811 .A446 A3 2007","0","0"
"GV706.7 .C953 1992","0","0"
"D804.195 .A44 2008","0","0"
"D811.5 .B872 2008","0","0"
"N8560 .M23 2002","0","0"
"RA644.S6 M63 2004","0","0"
"DK510.32 .I32 2008","0","0"
"HD4210.5 .E94 2007","1","0"
"DB98.A1 F75 2008","0","0"
"PJ7838.S2276 N58 2008","0","1"
"DS135.A93 F736 2007","0","0"
"HQ796 .W43 2009","0","1"
"GV721.5 .D66 1976a","3","2"
"PN94 .I18 2008","0","0"
"PK575 .T75 2009","0","0"
"BX4827.G65 A4 2008","0","0"
"DD247.L64 A3 2009","0","0"
"DD247.G885 A3 2008","0","0"
"PJ7864.A35 Z7956 2006","0","0"
"JV6021 .Z37 2009","2","0"
"PJ7932.U42 A39 2008","2","0"
"HE5614.5.A37 B65 2009","0","0"
"Z174.N38 O88 2004","1","0"
"PJ7804.W25 K85 2008","0","0"
"Z2682 .C38 2001","2","0"
"PE1449 .B65 2007","3","1"
"PK2098.32.U88 C42 2008","1","0"
"PN2018 .F673 2008","0","1"
"BD450 .H36 2009","2","1"
"HG230.3 .I56 2007","0","0"
"PK2098.V22 Z46 2008","0","0"
"D811.H4685 A4 2007","1","0"
"BP64.E3 A234 2005","0","0"
"HQ1630.H377 I35 2007","0","0"
"D640.M65 A3 2008","1","0"
"DT107.87 .I83 2008","1","0"
"PJ8212 .A73 2005","0","0"
"PK2098.22.A64 A847 2008","0","0"
"PJ7924.A82 B5 2008","1","0"
"BL1139.27 .M24 2007","0","0"
"PG3421 .O8 2008","15","0"
"Z173 .P47 2006","2","0"
"PJ7862.H937 R3 2008","0","0"
"DS113.7 .N35 2005","1","0"
"PQ6032 .M27 2008","0","0"
"JV8259.G3 I58 2005","5","1"
"PJ7862.H1857 K3 2008","0","1"
"NX650.M296 P67 2008","4","0"
"DT107.87 .M325 2006","0","0"
"TK6545.A7 L4","1","0"
"BF1028.5.R9 K65 2007","0","0"
"DK601.2 .K5896 2007","0","0"
"DK606.K7 K65 2008","0","1"
"PG2991.4 .K658 2008","0","0"
"HV9468.S72 A3 2008","0","0"
"JN2031.F73 O89 2009","0","0"
"PK2098.46.A87 F75 2008","0","0"
"PK1952 .S485 2009","0","0"
"PK1952 .S485 2009","0","0"
"HD2769.2.A44 Z83 2006","0","0"
"N7442.2 .R44 2008","1","0"
"BP165.7 .Y87 2005","0","0"
"B162.5 .J3346 2007","0","0"
"DT107.2.S235 A23 2005","0","0"
"B741 .F45 2006","0","0"
"PJ7577 .F337 2005","0","0"
"JN96.A58 N39 2008","2","1"
"PQ7798.14.I28 P37 2003","1","0"
"BQ4570.W6 .C42 2007","1","2"
"PK2916 .P276 2009","0","0"
"PK2916 .P276 2009","0","0"
"PJ7561 .F2756 2005","0","0"
"JC599.A65 T37 2006","0","0"
"DS556.39 .H69 2008","1","0"
"PK361 .S28 2008","0","0"
"PK361 .S28 2008","0","0"
"DS556.45.T35 C3519 2007","1","0"
"PL2296 .Z485 2008","0","0"
"PQ6656.U47 C66 2009","0","0"
"PL4758 .V378762 2006","0","0"
"PL4758 .V378762 2006","0","0"
"PL4758 .V378762 2006","0","0"
"HQ1240.5.P6 R44 2006","1","0"
"BP173.7 .S58 2008","0","0"
"DU744.5 .T43 2008","0","0"
"U33 .S44 2000","8","4"
"PL2970.5.N483 G35 2009","0","0"
"DF214 .D44 2004","6","0"
"NC990.5 .H82 2009","0","0"
"DB36.3.H3 N49 2008","0","0"
"DS559.912 .V547 2007","0","0"
"HX274.7.L44 K85 2006","0","0"
"DB98.L44 A3 2008","0","0"
"LF3046.M38 A3 2008","0","0"
"DK4420.M96 A3 2008","0","0"
"DS774 .H35 2008","0","0"
"DS774 .H35 2008","0","0"
"DS135.U43 N34 2005","0","0"
"DS485.U693 U733 2007","0","0"
"BQ6345.T492 M35 2008","0","1"
"BQ6345.T492 M35 2008","0","0"
"BV4588 .S24 2007","0","0"
"DS134.36.B344 S39 2007","0","1"
"DD290.33.T484 T58 2007","0","0"
"D820.P72 G76 2008","0","0"
"KBP2020 .I84 2008","0","0"
"D840 .K68 2009","2","0"
"DS796.S243 Y56 2008","0","0"
"GR675 .M86 2009","1","0"
"D763.B42 M67 2008","0","0"
"PE2751 .W33 2007","4","0"
"JZ4984.5 .U539 2007","1","0"
"PS3537.K527 W2 2005","4","0"
"PR6029.R8 S5 2009","10","1"
"BP135.A128 A83 2004","0","0"
"PJ8190.6 .R57 2008","0","0"
"HQ1726.7.Z75 H87 2006","0","0"
"PQ6659.B225 M54 2003","1","0"
"N7345 .S57 2009","0","0"
"PK2031 .J35 2008","0","0"
"HE8700.9.I5 K34 2008","1","1"
"PJ7814.S775 R3 2008","0","0"
"BQ9267 .Z487 1959","3","0"
"BQ9267 .Z487 1959","3","0"
"BQ9267 .Z487 1959","3","0"
"BQ9267 .Z487 1959","3","0"
"BQ9267 .Z487 1959","3","0"
"PK745 .H36 2006","0","0"
"PJ7852.A579 S53 2008","0","0"
"HX528 .I35 2009","0","0"
"PK2933 .A37 2007","0","0"
"PJ7840.A7 Z67 2009","0","0"
"PT2607.I6 J413 2009","11","0"
"DA125.A84 S27 2008","1","1"
"PC1074.75 .H35 2009","6","0"
"HE3015 .E64 2009","0","0"
"PS3603.U774 E94 2009","2","0"
"KD7285 .P67 2009","1","0"
"RC455.4.A77 M33 2009","2","0"
"DA125.M87 H35 2008","0","1"
"PR1309 .O6473 2009","1","1"
"HD1375 .K348 2009","3","1"
"PS3608.O947 P47 2009","12","0"
"PN2287.G514 A3 2009","2","0"
"PR6066.U794 S53 2009","0","1"
"BL520.L45 L46 2009","6","0"
"Z105 .P37 2008","6","3"
"PR1195.W33 E27 2008","1","0"
"PS3561.A41665 K57 2008","4","2"
"PS3557.R226 L68 2008","3","1"
"PJ7862.A5225 H55 2008","0","0"
"GN2 .M52 no. 46","5","1"
"PJ6696.Z5 S9534 2008","1","0"
"PK403 .J35 2008","0","0"
"DS797.32.S535 Y37 2008","0","0"
"HD2100.G834 C45 2008","0","0"
"PJ7852.U195 B87 2007","1","0"
"PJ7846.A547 S23 2008","0","0"
"PJ7914.L93 S3 2008","1","0"
"PJ7820.A8425 M535 2009","0","0"
"PJ7860.I4125 A64 2008","0","0"
"PJ7914.W33 M37 2008","0","0"
"PJ7842.I85 A77 2008","0","0"
"DP53.A35 R85 2007","3","0"
"PQ7539.2.C34 D53 2000","5","1"
"PQ7798.412.U77 B35 2009","2","0"
"CD1851 .N38 2003","1","0"
"PQ7085 .E527 2006","1","0"
"PQ7499.L48 H6 2005","2","1"
"D13.5.E85 G55 2007","1","1"
"PK2098.M47 Z74 2008","0","0"
"DS793.N5 Q588 2008","0","0"
"DS793.N5 Y83 2008","0","0"
"DT107.87 .S27 2006","0","0"
"PN1993.5.I8 A47 2007","0","0"
"PL4758.9.M64 A43 2007","0","0"
"DS734 .X85 2008","0","0"
"Z3107.N53 F36 2008","0","0"
"HQ1064.E18 A35 2009","2","0"
"HV6795.N38 U69 2009","0","1"
"HB2064.A57 W55 2009","0","0"
"E839.8.B58 A3 2007","1","0"
"E184.37 .A163 2005","4","0"
"DS110.E458 M44 2006","1","0"
"P91 .G693 2007","0","0"
"NA9053.S6 K735 2009","0","3"
"E185 .V65 2008","3","0"
"F699 .R38 2003","1","0"
"HE151 .D46 2009","3","1"
"BS1255.52 .J687 2008","3","0"
"PS3623.H5698 C48 2008","0","0"
"BX1378 .O84 2008","1","0"
"DA965.M26 A3 2008","0","0"
"CT275.H6443 A3 2007","1","0"
"JZ5008 .S77 2009","2","0"
"F74.A5 H59 2007","1","0"
"HD9685.E82 L68 2008","2","0"
"F555 .F73 2008","0","0"
"F1054.S346 K46 2008","0","0"
"PN1998.3.V568 A3 2006","2","1"
"PN1998.3.K54 W55 2000","1","0"
"PQ4903.H37 S6713 2008","0","1"
"JN30 .M85 2008","3","1"
"PR9199.3.M3348 O77 2008","0","0"
"HC37 .H69 2008","3","2"
"KZ1176.5 .P47 2008","8","5"
"F444.J67 C69 2008","1","1"
"BD438 .S773 2008","3","0"
"HA4701.Z9 W477 2008","2","1"
"HD9944.C23 M67 2008","0","0"
"BT732 .T36 2009","0","0"
"DT528 .A57 2008","3","0"
"HN90.C6 T73 2008","2","0"
"GF125 .P33 2009","3","0"
"PN4913.P65 A3 2007","0","0"
"HV5840.H85 Y84 2009","0","0"
"QH360.2 .M55 2009","0","0"
"KJA2489.R57 B36 2009","2","1"
"JZ6369 .N49 2009","9","3"
"HC175 .P567 2009","6","1"
"JC571 .M837 2009","1","0"
"JZ1308 .A42 2009","2","0"
"GV1469.25.S425 M35 2009","7","1"
"JF1525.I6 N38 2009","2","0"
"HD69.S8 K54 2009","2","0"
"GT2798 .P46 2009","1","0"
"QH353 .A44 2009","0","0"
"HQ1136 .C367 2009","6","0"
"LB1778.2 .N475 2009","2","0"
"JN6695 .S27 2009","2","0"
"JZ6300 .T36 2009","2","1"
"HQ766 .R47 2009","9","1"
"QH31.E17 Z38 2009","1","0"
"TS1885.U6 I55 2009","2","1"
"HM881 .D45 2009","2","0"
"HD30.28 .W388 2009","4","0"
"JQ24 .C69 2009","1","1"
"HC79.P6 K68 2009","6","1"
"HV6432.7 .W36 2009","4","0"
"HV4708 .L5644 2009","5","1"
"HQ1064.I4 L35 2009","1","0"
"GN27 .F57 2009","6","0"
"KF4757 .C48 2009","0","1"
"HD9019.C632 K47 2009","7","0"
"HQ240.B6 T36 2009","2","0"
"BF431 .D443 2009","5","0"
"BF521 .S65 2009","2","0"
"HQ1236.5.L37 F46 2009","17","1"
"LC197 .F475 2009","9","2"
"LB1139.5.L35 H47 2009","5","1"
"HV875.5 .I573 2009","10","1"
"HD57.7 .L43758 2009","4","0"
"JK516 .W66 2009","1","0"
"RC628 .S6415 2009","8","1"
"GC57 .O35 2009","1","0"
"HD6515.A427 O74 2009","0","0"
"JZ5538 .P76 2009","1","0"
"HQ799.73.P55 A53 2009","1","0"
"KF385 .A63 2009","0","0"
"GN484.3 .D59 2009","5","1"
"HD38.2 .S87 2009","5","0"
"JZ4972 .S76 2009","1","0"
"U43.E95 H68 2009","4","0"
"D151 .Q27 2005","0","0"
"PL2831.H6 Z76 2008","0","0"
"PS374.C68 C47 2009","6","0"
"HM656 .H38 2009","3","0"
"HT169.F7 N49 2009","4","0"
"HC130.I5 F73 2009","3","1"
"Z658.E85 U84 2009","1","0"
"PS3573.A425 C635 2009","10","1"
"PR6066.I53 D753 2009","1","0"
"GT3180 .I54 2009","2","0"
"PT1661.U8 A4 2009","2","0"
"UA26.A2 N38 2007","1","3"
"HD45 .B38 2009","0","0"
"BP166.5 .S57 2008","0","0"
"HD6054.3 .C36 2009","2","1"
"HC498 .H373 2009","2","0"
"UA29 7th .M365 2009","0","0"
"RC435 .B44 2009","2","0"
"HC300.295.E5 C47 2008","0","0"
"HV91 .G564 2009","2","0"
"HG8597 .C37 2009","1","0"
"HF405 .S67 2004","3","1"
"HF1611.Z4 C65 2009","9","0"
"HN740.Z9 C66995 2009","0","0"
"HD58.82 .N65 2009","1","0"
"HC79.T4 L555 2009","0","0"
"KZ4041 .G45 2009","1","0"
"HF5410 .A36 v. 14","0","0"
"HF5549.5.T7 C83 2009","0","0"
"GN357 .C849 2009","1","0"
"HD30.28 .G739 2009","1","0"
"HV435 .H37 2009","6","0"
"HB95 .S67 2009","3","1"
"HD38.5 .S44 2009","0","0"
"JN32 .E8975 2009","3","3"
"HD57.7 .Z46 2009","3","0"
"HQ581 .S35 2009","2","0"
"HD38.5 .H876 2009","0","0"
"LB1731 .T63 2009","0","0"
"HD72 .G46 2009","0","2"
"HD69.B7 M666 2009","0","0"
"JC233.H433 L87 2009","1","0"
"HF5549.2.U5 S94 2009","4","0"
"QC981.8.C5 K96 2009","4","0"
"HE872.5 .T5313 2009","2","0"
"HD62.15 .K65 2009","1","0"
"HV7436 .H46 2009","3","0"
"H61.25 .M84 2009","7","2"
"LC151 .B719 2009","5","0"
"UB148 .S54 2009","2","2"
"HC412 .S33 2009","2","0"
"HD8038.A1 K55 2009","2","1"
"HD58.7 .O745 2009","5","0"
"HF1418.5 .O743 2009","2","0"
"KF8742 .B79 2009","1","1"
"KF6452 .Y56 2009","6","0"
"LB2806.15 .G7613 2009","1","0"
"LB880.M3932 P48 2009","2","0"
"HB109.S73 R66 2009","0","0"
"JA74.5 .H64 2009","5","0"
"HC106.83 .S27 2009","2","0"
"JZ5645 .R64 2009","1","0"
"RC465.5 .P79 2009","2","2"
"HM1261 .L68 2009","0","0"
"HD4851 .R27 2009","1","0"
"HD1390 .P43 2009","12","2"
"HC110.W4 S26 2009","0","0"
"GV865.P3 T94 2009","1","1"
"LB3013.32 .S3456 2009","0","0"
"HF5548.8 .K438 2009","1","0"
"HF5415 .D377 2009","1","0"
"DS371.3 .H37 2009","1","0"
