"CALL #(ITEM)","TOT CHKOUT","INTL USE "
"PG7158.G652 S33 2008","0","0"
"PG7179.K33 P46 2008","3","0"
"DK511.U4 A93 2008","0","1"
"HF1604 .S26 2009","6","1"
"HB3722 .P67 2009","9","0"
"HV4708 .I78 2009","1","1"
"VB265.G7 C66 2009","1","0"
"HG8535 .F88 2009","2","0"
"GV606.5 .G34 2009","2","0"
"BF1584.P9 R65 2009","1","0"
"JQ3231 .C38 2009","1","0"
"HV6517 .K67 2009","4","1"
"RA418.5.M4 M45 2009","4","1"
"HQ1413.S63 S73 2009","0","1"
"HD7125 .S599286 2009","2","0"
"HV6626.2 .C36 2009","5","0"
"KF5130 .M55 2009","1","0"
"BF697 .H2347 2009","2","0"
"HF5549 .L2875 2009","2","0"
"JV6351 .B75 2009","2","1"
"KF8776 .G53 2009","3","1"
"GV1646.I8 H35 2008","2","0"
"KJE947 .W365 2009","1","0"
"GV1627 .D355 2009","5","0"
"HV6626.22.O35 D445 2009","0","0"
"HD9259.B2 F78 2009","10","0"
"HG187.B93 T87 2009","1","0"
"HG101 .P74 2009","1","1"
"JC571 .H769685 2009","2","3"
"KF3030.4 .H55 2009","3","0"
"JK1118 .L577 2009","14","1"
"HB171 .M525 2009","1","0"
"HG4523 .D535 2009","3","1"
"HQ1728.5 .S52 2009","6","0"
"HQ76.8.U6 M67 2009","3","1"
"BF316.6 .O75 2009","0","0"
"JQ1850.A58 B76 2009","3","1"
"LB2822.83.N7 S82 2009","1","1"
"HQ792.U5 O77 2009","27","0"
"JA71 .C23 2009","1","0"
"D805.G3 N466 2008","0","0"
"PN1998.3.O44 O5 2008","0","0"
"E240 A2 N3925 2009","3","1"
"HT131 .C85 2009","2","0"
"P117 .S84 2009","4","0"
"P94.6 .D36 2009","0","0"
"PE1074.7 .L34 2009","0","0"
"BX8765.6.A4 C55 2009","1","0"
"P302 .D54884 2009","3","1"
"P291 .S952 2009","3","1"
"PJ2471.4 .L44 2008","2","0"
"BP64.S43 S68 2008","1","0"
"PJ2471.4 .W6 2006","0","0"
"PJ2471.4 .L443 2008","1","0"
"PQ2708.E77 R47 2002","0","0"
"PJ2471.4 .L445 2008","0","0"
"JN3971.A98 N245 2008","1","0"
"PR2322 .S35 2009","0","0"
"GV557.5 .G47 2005","0","0"
"DR481 .B98 2009","3","2"
"GN845.P7 G44 2009","1","0"
"DS481.M3537 A4 2005","0","0"
"BL2016.P8 L56 2008","1","0"
"DS63.2.I5 N38 2006","0","0"
"HG220.A2 P38 2008","0","0"
"DS481.N3 A25 2000","0","0"
"DS481.L25 A2 2003","1","0"
"DS402.A46 A73 2008","0","0"
"HF5549.2.I4 H865 2008","1","0"
"DS407 .H57 2008","1","0"
"PK3798.V185 S237 2008","0","0"
"HD4285.8 .G36 2008","0","0"
"PK285 .J67 2008","0","0"
"DS432.M84 E62 2008","2","0"
"PH2410 .N24 2008","0","0"
"BF1471 .R48 2009","5","2"
"PG3492.72.M65 C44 2008","0","0"
"DA770 .M49 2004","0","0"
"PQ2382.P2 J48 2008","0","0"
"KJ320 .R56 2009","5","0"
"BD143 .E64 2009","0","1"
"PF4521 .M67","1","0"
"PF4521 .M67","1","0"
"PF4521 .M6","1","0"
"PF4521 .M6","1","0"
"F1219.1.O11 R33 2007","0","0"
"HD6073.A29 A85 2007","0","0"
"BF175.5.A33 S94 2009","3","0"
"HF5549.5.A34 J64 2009","7","1"
"HM851 .W38 2009","2","0"
"UA42 .D23 2009","2","0"
"JN238 .H58 2009","1","0"
"BF637.B85 B858 2009","9","1"
"GV1111 .H84 2009","1","0"
"GV865.A1 C37 2009","2","1"
"HD9999.C9472 C74 2009","8","0"
"HD7287.82.U6 W37 2009","4","0"
"GV745 .D55 2009","0","0"
"JA84.E9 W63 2009","2","0"
"LC5803.C65 H35 2009","6","0"
"KF4548.5 .S38 2009","0","0"
"KF4548.5 .S38 2009","1","1"
"HG3751 .C462 2009","3","0"
"HD45 .M313 2009","1","1"
"HF5415.32 .M675 2009","2","0"
"JZ1318 .G5864 2009","0","0"
"HM511 .H36 2009","1","1"
"JZ1312 .H434 2009","6","0"
"HQ23 .G65 2009","0","1"
"HV9468.W45 A3 2009","11","0"
"KF373.D35 M38 2009","0","0"
"B3361.Z7 M37 2006","1","0"
"JV6217 .M54 2008","1","0"
"BF697 .F75 2009","0","0"
"HG4515.95 .L43 2009","5","2"
"JZ4841 .P56 2009","1","0"
"JZ5584.L43 M87 2009","10","3"
"GV706.4 .P463 2009","0","0"
"BF311 .P47 2009","0","1"
"JV8195 .P645 2009","4","0"
"K236 .P683 2009","3","1"
"BF632 .P78 2009","11","0"
"K3171 .R86 2009","3","0"
"JQ1510 .S63 2009","2","0"
"HC435.3 .T54 2008","0","0"
"HE305 .S26 2009","2","0"
"JZ4971 .E57 2009","3","0"
"JF1525.E8 A33 2009","3","1"
"BF1556 .L39 2009","5","0"
"U43.S3 S46 2009","11","0"
"HQ1426 .M393 2009","3","1"
"HD8390 .W674 2009","0","0"
"GN497 .O76 2009","4","1"
"JK275 .P36 2009","1","0"
"HQ834 .D46 2010","3","0"
"LC3715 .B68 2009","2","0"
"JZ5538 .B847 2009","0","0"
"LC4717 .B46 2009","2","3"
"HD61 .C64 2009","1","0"
"JZ1251 .T468 2009","0","1"
"HV3176 .G77 2009","3","0"
"HF2323 .I56 2009","0","0"
"HD30.2 .B353 2009","2","0"
"HV9467.8 .L48 2009","1","0"
"HG181 .L42 2009","3","0"
"HD62.6 .M36 2009","4","0"
"LB2342.82 .M364 2009","4","0"
"HC140.I5 N6 2009","1","0"
"HD6283.E8 O45 2008","2","0"
"LB3218.A1 E34 2009","0","2"
"LA632 .W36 2009","0","0"
"JZ1480 .P67 2009","1","0"
"HQ799.2.I5 F64 2009","5","1"
"JZ1480.A5 C75 2007","0","1"
"GV718.2.U6 L44 2009","4","0"
"LB1031 .R57 2009","5","1"
"LB2322.2 .M355 2008","0","0"
"LB1139.23 .S77 2008","2","1"
"HF5415.332.C45 B43 2009","0","0"
"GN50.6.T63 A5 2008","0","0"
"F1219.3.P73 I535 2007","0","0"
"F1226 .M685 2007","0","0"
"PG5000.18 .K65 2007","0","0"
"CT963 .C77 2006","0","0"
"PH3241.H8 Z85 2007","0","0"
"BL1910 .L565 2009","2","1"
"DB919 .V187 2007","0","0"
"DAW1026 .K37 2007","0","0"
"DB2231.R35 A3 2008","0","0"
"PG5038.K6 S64 2008","0","0"
"B4805.V7 S86 2008","0","0"
"DB2838.7 .J36 2008","0","0"
"GR115.5.M53 L57 2008","0","0"
"DC67 .G58 2008","0","0"
"DB2221.K75 A3 2007","0","0"
"PG406 .P68 2006","0","0"
"GR154.5 .K75 2007","0","0"
"PH3241.H3157 Z82 2007","0","0"
"PH3241.G4 A98 2007","0","0"
"HN120.C48 C53818 2007","2","0"
"PN1998.3.J44 A3 2007","0","0"
"PH3291.M5 Z635 2007","0","1"
"PQ2635.E34 Z59 2004","0","0"
"DR1313.8 .T63 2008","0","0"
"PH3381.W35 Z897 2008","0","0"
"PQ2637.I53 P39 2009","1","0"
"JS50 .G66 2008","0","1"
"HF1418.5 .G579 2006","0","0"
"PQ6639.N3 Z5935 2007","0","0"
"PQ1411.A333 D68 2008","0","0"
"PQ6672.I543 O73 2008","0","0"
"BX9420.A32 H546 2009","1","0"
"PQ6426 .A3 2008","1","2"
"PT1682 .A44 1980","8","2"
"PQ6070 .F74 2008","0","0"
"JQ231 .N485 2008","1","0"
"PR4074 .L5 2008","0","1"
"DS435 .H55 2008","4","1"
"PQ6603.L2 A6 2008","0","0"
"PK5416 .C56 2008","0","0"
"HD189 .W67 2009","0","0"
"HN683.5 .K247 2008","0","0"
"HB126.P183 H386 2008","1","0"
"HG3284 .R36 2008","0","0"
"UG735.A85 T73 2008","0","0"
"HC435.2 .N24 2009","1","0"
"HQ1742 .R86 2008","3","0"
"PQ7297.P285 .A3 2008","0","0"
"HB126.I43 B483 2008","0","0"
"JK1041 .A617 2009 Suppl.","15","1"
"BR65.A52 F7 2002","0","0"
"DS485.B49 S35 2009","0","1"
"PS3553.A78964 T76 2003","1","0"
"HV8931.R8 L53","1","0"
"DS480.84 .J2965 2008","0","0"
"PG3385 .P73 2008","0","0"
"PR9498.2.I432 S56 2008","0","1"
"PN5376.C525 A25 2008","0","0"
"DK510.6 .K22 2008","1","0"
"DD259.7.A3 A25 2009","0","0"
"HQ1058.5.I5 B48 2008","4","0"
"PR9492.6.W6 C625 2008","1","0"
"DD259.7.A3 A25 2009","0","0"
"HN670.8.Z9 S62643 2008","4","0"
"RA776.75 .B84 2009","19","1"
"HT175 .N582 2009","10","1"
"DS480.853 .D3835 2008","0","0"
"HQ784.S56 S62 2009","1","0"
"HG5430.7.A3 R586 2008","0","0"
"BH39 .S3526 2007","0","0"
"LB1027.5 .N48 2009","1","1"
"BJ1500.M67 T54 2008","2","1"
"E184.36.P64 S65 2008","6","0"
"DF211 .B53 2007","0","0"
"HC140.P63 C66 2008","2","0"
"BT303.2 .M465 199","6","1"
"JA98.K3 K27 2008","1","0"
"PR2796 .F6 2002","1","0"
"PR2796 .F6 2002","1","0"
"PN2632 .R68 2003","0","0"
"PQ3988.5.N62 M3 2008","0","1"
"E467.1.M87 R875 2008","2","0"
"PQ2601.U346 Z72 2009","2","0"
"PQ2673.O3 Z56 2009","2","1"
"PQ2605.O28 Z48 2009","0","0"
"PS1305 .A1 2008b","25","1"
"PQ2631.A85 Z49 2009","0","0"
"GN549.S6 U72 2008","1","0"
"PG5440.33.I65 D54 2008","0","0"
"PQ2615.Y8 P434 2008","1","0"
"PG7173.U76 L57 2008","2","0"
"PQ2673.A79 Z46 2009","0","1"
"HN18.3 .M33 2009","4","0"
"PG3350 .G37 2008","0","0"
"PD2013 .K54 2009","0","0"
"DK4800.J374 K354 2004","0","0"
"DK34.C42 I88 2002","0","0"
"PG5038.N47 S83 1949","1","0"
"PH3281.L6 A6 1984","1","0"
"DJK51 .W53 2006","0","0"
"DB922 .S99 2006","3","0"
"DR268.82.A573 A3 2006","0","1"
"DD112 .S53 2007","0","0"
"HV9712.5.P38 A3 2002","1","0"
"GR154.47.H8 N53 2006","0","0"
"PG7158.M51 V25 2007","0","0"
"BX4711.94.C44 G55 2005","2","0"
"BR955 .M54 2005","2","0"
"PN2859.P6 R35 2006","1","0"
"PN2859.P6 R35 2006","1","0"
"PK109.J6 A4 1970","2","0"
"PK109.J6 A4 1970","2","0"
"PN75.K75 P79 2009","3","0"
"PA6156 .A6 1950","6","1"
"HQ767.9 .I553 2009","8","0"
"B3376.W563 P53 2001","10","1"
"F1321 .M325 2007","1","0"
"GT596 .B62 2009","5","2"
"HC427.7 .H67 2009","1","0"
"JV6255 .I46 2005","1","0"
"PR9272.9.N32 M55 1980","5","2"
"HX113 .S66 2009","1","0"
"B4211 .S58 2008","1","0"
"PK801 .P36 2009","0","0"
"PT2653.W42 R313 2008","4","0"
"PK475 .S848 2007","0","0"
"D15.F66 A3 2008","3","0"
"HN380.Z9  M84 2007","0","0"
"B2693 .F4515 2009","2","1"
"DT530.5.F84 D53 2008","1","0"
"BJ1468.5 .G49 2009","0","0"
"KK73 .Z45 2009","0","0"
"BR170 .G55 2009","0","0"
"F1234 .B18 2008","0","0"
"PS3523.E94 A7 2008","3","1"
"PA3009 .M33 2008","0","0"
"BL301 .M46 2009","3","0"
"D810.C4 M882 2008","1","0"
"DJK28.G4 H36 2008","0","0"
"DD901.H65693 H47 2006","0","0"
"PN1998.3.R54 H68 2007","0","0"
"DD256.48 .N37 2009","0","0"
"D383 .S385 2009","0","0"
"HQ755.5.A9 S67 2009","0","0"
"P95.55 .S876 2009","2","0"
"KZ1176.5 .V65 2009","1","0"
"DS70.5.E65 K54 2008","0","1"
"DC59.8.B4 L36 2008","0","0"
"HS71.G3 N38 2009","3","0"
"HN460.E4 R44 2009","1","1"
"GV716 .SS6356 2007","0","0"
"PT2611.R3 Z86 2008","1","0"
"DB2500.S94 S944 2008","0","0"
"GN585.F53 S76 no. 11","1","0"
"BS680.N8 Z34 2008","0","0"
"TX910.G3 A15 2009","1","0"
"GV1694.P85 W35 2008","0","0"
"PG3481.2.R9 A6 2005","0","0"
"CR5657 .B36 2006","1","0"
"HM621 .Z3 2001","0","0"
"PS3608.O76 A45 2009","1","0"
"G1046.E1 D586 2008","8","4"
"PQ1956 .L455 2009","2","1"
"PS3619.T47635 B48 2009","2","0"
"PR6108.A495 C37 2009","8","0"
"PR6118.E97 D47 2009","0","0"
"LF795.L6942 P54 2008","0","0"
"TX631 .M333 2009","2","0"
"PS3555.V2126 F56 2009","14","0"
"GE190.G7 S84 2009","2","0"
"HQ756 .L479 2009","8","2"
"PS3613.C5426 L35 2009","0","0"
"PS3569.T33828 M38 2009","2","0"
"PS3553.U75 M43 2009b","2","0"
"DA578 .O76 2009","4","2"
"PR6105.L76 M78 2009","1","0"
"PR6119.M586 S43 2009","5","0"
"PR6060.O37 Z46 2009","0","0"
"PS3620.O5875 S77 2009","17","0"
"GV999 .W47 2009","5","1"
"QH331 .L6885 2009","8","1"
"BD436 .N445 2009","4","0"
"RA395.A3 E43 2008","6","3"
"PS3562.E489 P54 2009","5","1"
"PS3607.R463 P54 2009","1","1"
"PS3611.I4577 T87 2008","0","0"
"DS113.3 .N63 2009","4","0"
"E908.3 .M54 2009","1","0"
"LC149.5 .A87 2009","3","0"
"P925 .P56 2008","0","0"
"PE1075 .P493 2009","0","1"
"GE195.7 .W56 2009","0","0"
"PQ4075 .A67 2008","0","0"
"PQ4879.G6 Z46 2008","0","0"
"HD9424.M6 M6786 2007","0","0"
"DR39.5 .D35 2004","1","0"
"PL845.B4 Z57 2009","2","0"
"CN350 .G37 2008","2","0"
"DG55.S5 M54 2007","1","0"
"DS155 .T73 2007","4","0"
"PS3571.P35 R3","0","0"
"GT2620 .L54 2009","0","0"
"BX4827.B78 A4 2009","1","0"
"DD280.4 .C37 2009","0","0"
"DP233.5 .T67 2004","4","1"
"HC130.P6 B37 2007","0","0"
"JV7401 .S46 2006","3","0"
"HV6248.G28 F65 2008","2","0"
"Z987.5.S7 C38 2002","3","0"
"DD256.5 .F736 2009","1","1"
"HC110.C6 G56 2009","2","0"
"UA712 .G484 2007","0","0"
"DD67.5 .H43 2007","0","0"
"PT2359.H2 A6 2009","1","2"
"GV1785.H279 A3 2009","1","0"
"PT2372.K75 A7 2009","0","0"
"PG5040.16.O75 M5 2008","0","0"
"DJK48.5 .W43 2008","0","0"
"PT2378.K3 S35 2009","0","0"
"HV6773.55.R8 K6 2008","0","0"
"DS135.I8 O88 2009","1","0"
"DD256.48 .P83 2009","2","1"
"DD290.33.M47 R65 2009","3","0"
"BF789.E94 S39 2008","0","0"
"D805.5.E47 W34 2009","0","1"
"PA3936.A23 W54 2008","0","0"
"PQ4862.E565 G73 2007","0","0"
"PN1998.3.G53 B54 2008","0","0"
"PC1075 .C36 2008","0","0"
"PQ4628.Z8 C37 2008","2","0"
"PQ4829.E57 Z657 2008","1","0"
"Z8.G7 C36 1998","2","2"
"B808.2 .F724 2007","0","0"
"PQ4710 .P65 2008","1","2"
"HB74.P65 H43 2009","4","0"
"HV9715.15 .U46 2004","0","0"
"PQ4087 .S14 2008","1","0"
"PN1998.3.F47 S27 2008","0","1"
"PN1991.4.K56 A3 2008","0","1"
"HD5830.A6 W3747 2007","0","0"
"JA64.R8 C53 2008","1","0"
"F1410 .R39545 2008","1","1"
"BT736.2 .N69 2006","0","0"
"DS135.P62 K5445 2008","0","0"
"JV6483 .Z54 2009","5","1"
"HD8146 .O65 2009","0","1"
"HD7288.78.U52 C45 2009","4","1"
"JK2356 .G53 2009","3","1"
"HQ471 .O88 2009","2","1"
"HV2380 .D428 2009","2","0"
"HD7287.96.U6 M35 2009","8","0"
"HD9502.A2 S456 2009","0","0"
"BF173.L1463 K4713 2009","2","0"
"JN15 .H58 2009","2","1"
"QH428 .F35 2009","2","1"
"K5103 .M47 2009","2","0"
"HC290.5.T4 I554 2009","0","0"
"HF5429 .S5937 2009","5","1"
"U22 .M394 2009","13","0"
"HV9815.6 .K56 2009","7","0"
"HF5471 .M35 2009","8","1"
"R724 .M845 2009","2","0"
"HB701 .D66 2009","0","0"
"HN110.5.A8 R87 2009","2","0"
"GN669 .P48 2009","9","0"
"HM741 .S585 2009","12","0"
"JK2281 .G37 2009","2","0"
"LC2682 .U77 2009","6","0"
"JC51 .B65 2009","2","0"
"HM585 .M49 2009","1","0"
"JZ1318 .S667 2009","0","0"
"JC73 .C368 2009","16","0"
"GN21.B617 B68 2009","3","0"
"JC253.M34 L45 2009","0","0"
"GN362 .C345 2009","10","0"
"GV1201.38 .S78 2009","0","0"
"JZ1734 .C47 2009","2","0"
"HQ789 .C45 2009","1","0"
"RA644.C3 G55 2008","6","0"
"HC905.Z9 P553 2009","7","1"
"JZ5574 .W58 2009","2","0"
"RC521 .B376 2009","4","0"
"JC599.U5 H626 2009","2","0"
"K4610 .H36 2009","0","0"
"KF3319 .B44 2009","3","0"
"GB1399.2 .M37 2009","2","0"
"BF378.S65 M475 2009","12","1"
"HT169.9.D4 N49 2008","1","1"
"BF789.D4 G53 2008","3","0"
"JC381 .C87 2009","1","0"
"QH14.3 .J64 2009","2","0"
"HM821 .P65 2008","0","0"
"HD9502.A2 P69 2009","1","0"
"HD60 .B833 2009","2","1"
"R723.7 .S56 2009","4","0"
"HD6515.L82 I577 2009","2","0"
"GR111.A47 C35 2009","0","0"
"JK1764 .J33 2009","4","0"
"K447.T45 A367213 2009","1","0"
"PR2807.A2 M68 2004","9","1"
"E840.8.F473 A3 1990z","2","0"
"PN841 .A37 2008","0","0"
"PJ6810 .K84 2007","0","0"
"CR613.S25 S55 2008","0","0"
"HQ1233 .M82 2007","0","0"
"BX9162.C34 M5 2008","1","0"
"BV2300.X84 O56 2008","0","0"
"HN814.S67 A84 2008","0","0"
"DAW1048 .L46 2008","0","0"
"JF2112.A4 E85 2009","0","0"
"PQ6352 .P346 2008","1","0"
"PQ6390.F28 B4536 2006","0","0"
"PQ6271.A555 F56 2006","0","0"
"F1376 .R47 2009","16","0"
"PN1991.8.L5 B76 2009","7","0"
"BX9418 .G63 2009","3","0"
"PS153.C3 W36 2009","0","0"
"BR757 .B43 2009","10","0"
"PN1998.3.C3496 D38 2009","0","0"
"E169.1 .S2415 2009","1","0"
"BM496.6 .C48 2009","0","1"
"PR6019.O9 F5855 2009","6","0"
"F549.S55 W55 2009","0","0"
"DS194 .L38 2009","0","0"
"P40.45.P65 B46 2009","0","0"
"PS3507.O726 M35 2009","2","0"
"B105.T7 P75 2009","1","0"
"PJ7858.A6 Q2513 2009","1","0"
"BL221 .M43 2009","13","0"
"DA960 .J33 2009","0","0"
"DG272 .J64 2009","3","0"
"PN1993.5.U6 S475 2009","1","0"
"DA1 .G66 2009","1","0"
"PN2599.5.T54 G87 2009","1","0"
"PR9205 .P53 2009","2","0"
"D210 .S68 2009","2","1"
"DK266 .C587 2009","6","1"
"P95.455 .S73 2009","1","0"
"PN1991.3.U6 K45 2009","2","0"
"PR878.P7 S76 2009","0","0"
"PR826 .J33 2009","3","0"
"BP605.C55 M53 2009","0","1"
"PS3563.O6225 Z75 2009","2","0"
"DS145 .V37 2009","3","1"
"DA958.M66 P68 2009","0","0"
"F391.M142 W456 2009","0","0"
"DD74 .A38 2009","11","0"
"B335 .T86 2009","2","0"
"PS2382 .M55 1998","9","1"
"B659.Z7 C36 2009","6","1"
"E92 .M55 2009","3","1"
"GN345.7 .C663 2009","0","0"
"F3430.1.A35 G74 2009","9","0"
"PS3555.G34 D47 2009","0","0"
"E83.866 .B86 2009","3","0"
"BT767.8 .R88 2009","1","0"
"B3312.E5 G48 2009","2","2"
"B3611.A44 D4 2009","21","6"
"PT9876.15.K55 G8313 2009","0","0"
"DC70.A2 R44 2009","5","3"
"Z1003 .C65 2009","0","2"
"DS646.15.A8 A85 2009","2","1"
"PE1404 .C87 2009","3","0"
"F2659.A1 B34 2009","12","1"
"F870.M5 M495 2009","2","1"
"DS554.6 .V36 2009","0","0"
"PN212 .B313 2009","20","0"
"DA589.4 .W74 2009","4","1"
"BT218 .G66 2009","5","1"
"B944.P72 P735 2009","2","0"
"P118.2 .D65 2009","6","3"
"PS1317.A2 G66 2009","14","0"
"PN1990.6.A8 A54 2008","0","0"
"PN2582.W65 W95 2009","1","0"
"PN1992.6 .S58 2009","2","1"
"PS3608.O9575 T48 2009","0","0"
"B3611.A42 E5 2009","15","0"
"PN51 .W67 2008","1","1"
"PR9615.25 .A15 2009","0","0"
"DK511.B33 N3735 2008","2","0"
"PK1701 .B579 2007","0","0"
"PG7158.M5 D79 2007","0","0"
"PG3549.K595 S23 2002","1","0"
"PL4758.9 .V378 2007","0","0"
"JC131 .C98 2007","0","0"
"PG7165.R38 Z48 2008","1","0"
"DS146.P6 S53 2007","0","0"
"D814.9.H8 R84 2006","0","0"
"PL4758.9.A813 I736 2007","0","0"
"PK8549.M87 A57 2006","0","0"
"HN523 .S275 2008","0","0"
"PG3489.3.L29 D65 2005","0","0"
"PL4758.9.A28 T643 2007","0","0"
"PG7214.A84 R66 2007","1","0"
"PG7219.T36 C93 2008","0","0"
"PG7051 .C937 2006","0","0"
"PN45 .U444 2007","0","0"
"PH3023.N38 S94 2008","1","0"
"PG3814 .B64 1998","1","0"
"PQ3988.5.C27 D44 2008","1","0"
"DT571.B34 S34 2008","0","0"
"GN635.I4 P437 2008","0","0"
"PA4435.S8 A7235 2008","2","0"
"DT574 .G85 2007","0","0"
"HD1699.C17 N35 2006","0","0"
"PL4758.9.A813 P373 2007","0","0"
"PG3479.T736 S86 2008","0","0"
"PH3241.H4 A94 2007","0","0"
"PL4758.9.P297 K757 2007","0","0"
"F2191.C46 E85 2006","6","0"
"HT1071 .F74 2007","3","0"
"BX590.R92 M45 2008","1","0"
"JV4260 .G84 2007","0","0"
"PQ6420.P81 R45 2007","0","0"
"PQ6420.L26 E87 2007","0","0"
"PQ6425.R35 R67 2008","0","0"
"JA84.D44 G84 2007","0","0"
"JN30 .P75 2009","4","0"
"GV865.C54 T466 2009","2","0"
"JV6484 .C366 2009","4","0"
"HD62.7 .B4143 2009","1","1"
"HV9104 .H34 2009","0","0"
