"CALL #(ITEM)","TOT CHKOUT","INTL USE "
"HD42 .B78 2011","0","0"
"LB1576 .M84 2010","5","0"
"HC244.5 .M54 2010","2","0"
"HC59.7 .R54 2010","0","0"
"HM851 .P73 2010","3","0"
"HT334.U5 G657 2011","5","1"
"LC5803.C65 B67 2010","1","1"
"KF4541 .B44 2010","7","0"
"JF1525.P67 D66 2010","5","0"
"BF637.P36 B563 2010","7","0"
"GV959 .N37 2010","1","0"
"HV6025 .L58 2011","0","0"
"HV640.4.U54 H153 2010","11","0"
"TX335 .S53 2010","0","0"
"LB1715 .T415 2011","1","0"
"HB3717 2008 .U53 2009","0","0"
"JZ4984.5 .M33 2010","2","0"
"HD1476.D44 V35 2010","1","0"
"F1758 .B65 2010","1","0"
"LB1025.3 .G443 2011","2","1"
"HG4921 .G718 1999","21","0"
"JV8790 .A78 2010","1","1"
"HD69.P75 A46 2011","2","1"
"KF9223 .T36 2010","2","1"
"JQ1830.A58 E35 2010","0","0"
"HT166 .A823 2010","3","1"
"E907 .B86 2010","3","0"
"HG1601 .B36 2010","1","0"
"HF5415.12615 .P73 2010","2","1"
"HF1456.5.E85 D56 2010","0","0"
"HC427.7 .F59 2010","1","0"
"HD58.9 .L473 2010","1","0"
"BF482 .C64 2011","2","0"
"HD30.19 .O26 2010","1","0"
"JZ5538 .C6658 2010","0","0"
"HM756 .E45 2010","3","2"
"JK1764 .F74 2011","1","0"
"HF5387 .K55 2010","0","0"
"BF575.E65 N56 2010","0","0"
"BF636.3 .E84 2011","1","0"
"HG3881 .F524 2010","0","0"
"HB145 .U73 2010","0","0"
"HG106 .F7213 2010","10","0"
"QH321.5 .K56 2010","2","0"
"HG4521 .D53 2011","1","0"
"HQ143.C43 W66 2010","3","0"
"HV4765.M53 P45 2010","0","0"
"HM811 .K57 2010","0","0"
"HX84.M55 B76 2010","0","0"
"GF551 .T65 2010","4","0"
"HM881 .L427 2010","3","0"
"JK511 .S77 2010","0","0"
"HV6950.L7 G73 2010","4","0"
"LC72.2 .S36 2010","3","0"
"HV6248.L92 N49 2010","3","0"
"HF5415 .V377 2010","0","0"
"BF575.N35 N357 2011","1","0"
"JN6529.I6 S67 2010","5","1"
"UA647 .M66 2010","3","0"
"HV636 2005.G85 O43 2010","0","0"
"HG6015 .B45 2010","4","1"
"HD58.82 .P67 2003","4","0"
"JK524 .P6786 2010","0","1"
"HG176.5 .P76 2010","4","0"
"HM831 .P786 2010","0","1"
"HQ76.25 .Q44 2010","7","0"
"HD58.8 .R3867 2010","0","0"
"HC244 .J36 2010","0","0"
"HC106 .R536 2010","0","0"
"HQ1236.5.G7 D43 2010","1","0"
"HJ8715 .V38 2010","0","0"
"JZ1305 .S35 2010","1","0"
"HC106.84 .H83 2010","3","0"
"HG4638 .C64 2010","3","0"
"V210 .R43 2010","8","0"
"HG6042 .I97 2011","0","0"
"DE80 .T73 2010","4","0"
"HG4529 .T84 2010","0","0"
"HM500 .B75 2010","0","0"
"HB3722 .B375 2010","2","0"
"JK421 .W444 2010","0","0"
"HG4530 .A395 2010","2","0"
"HD1516.I75 Y37 2010","1","0"
"PT2603.A147 Z48 2010","2","0"
"CN1060.S25 B83 2010","0","0"
"HQ1075.5.G3 S46 2010","1","0"
"DS721 .Z336 2005","0","0"
"PQ8520.29.I46 Q44 2008","0","0"
"PQ8520.432.I33 A77 2008","0","0"
"PG3479.S512 Z525 2010","0","0"
"HV7911.O84 A3 2008","0","0"
"PQ8518 .D42 2008","1","0"
"PR408.R34 F44 2010","4","0"
"PQ8520.1.M39 N63 2009","0","0"
"PQ8518 .P83 2008","0","0"
"PN59 .K86 2010","0","0"
"B2948 .H5226 2010","0","0"
"B3279 .H45 1976 Bd. 74","1","0"
"PN55 .S643 2010","0","0"
"PQ8518 .E85 2008","0","1"
"B945.S444 F74 2010","0","0"
"HS150 .T75 2008","0","0"
"HM590 .B45 2010","1","0"
"BJ1249 .Z34 2010","0","0"
"PQ2211.C24 A724 2010","1","0"
"PS214 .Y36 2011","2","1"
"PS88 .C43 2011","5","0"
"PN1995.9.L28 G74 2010","1","1"
"DG279 .L44 2010","9","1"
"PN1997.B33 S53 2010","1","0"
"PR6052.Y678 B47 2010","0","0"
"PR6027.O54 R47 2010","3","0"
"BS1140.3 .B36713 2010","0","1"
"DS371.412 .C37 2010","6","4"
"BX1566 .M38 2010","4","0"
"DS559.5 .W32 2010","0","1"
"F379.N543 L33 2010","2","0"
"PR6119.T73 E27 2009","1","1"
"PR6055.V345 E58 2009","1","0"
"DC148 .J574 2010","8","3"
"PR6063.C515 G38 2002","1","0"
"PN1997.G448 S76 2010","2","0"
"BX1795.H82 G64 2010","3","0"
"PR9199.4.N83 H48 2010","1","0"
"DS83 .V36 2011","9","0"
"PS3616.A3366 I18 2010","2","0"
"PS3613.E436 I34 2010","2","0"
"P130.52.A8 W53 2010","0","0"
"CC79.E85 I628 2010","7","0"
"PN1993.5.I86 S56 2010","5","0"
"B1607 .M56 2010","1","0"
"BS1235.54 .J3313 2009","1","0"
"PN45 .C66 2010","6","1"
"D546 .B85 2010","1","0"
"D769.39 .S36 2010","1","0"
"PS2618 .N37 2010","8","1"
"E97.65.N6 M37 2010","3","0"
"BS2361.3 .C76 2010","2","0"
"PQ4841.C482 N613 2010","0","0"
"PN4888.P6 F37 2011","1","0"
"PQ2663.O7248 A9313 2010","5","0"
"PS3560.A3128 O54 2010","0","0"
"D767.95 .C65 2009","1","0"
"PR6027.O54 P52 2010","2","0"
"BL65.J87 R46 2010","4","0"
"PN1995.9.J3 R48 2009","1","0"
"F349.B39 K63 2010","1","0"
"E185 .G54 2010","14","0"
"BL2747.8 .C58 2010","2","1"
"DK266.3 .L68 2010","2","0"
"P40.4.U6 S66 2010","0","1"
"PE1075 .P46 2010","7","0"
"PN2601 .P55 2010","2","0"
"BS1192.5 .S74 2010","0","0"
"PS3608.I284 T48 2010","0","0"
"DS79.76 .T476 2010","3","0"
"PT6592.32.I44 N5413 2010","0","0"
"PL2694.S5 E5 2010","6","2"
"PR5322 .W38 2010","3","0"
"BX1970 .C573 2010","0","0"
"DA990.U452 B7353 2010","0","0"
"PQ2679.C37844 R4813 2010","1","0"
"PR5079 .W6 2010","2","2"
"PR5514 .A35 2010","0","0"
"DA585.A8 T56 2010","3","0"
"PE1075 .M5997 2010","1","0"
"PS3561.L77 C35 2010","0","0"
"BT993.3 .J46 2010","2","0"
"PQ8179.C24 Z86 2010","7","0"
"PS3569.K44 C87 2010","0","0"
"DC33.2 .D54 2010","3","0"
"PN5110 .D57 2010","3","2"
"PQ9319.A685 F6713 2010","3","0"
"E183.7 .L275 2010","3","1"
"F2279.22.B48 A3 2010b","6","1"
"PS228.F48 K63 2010","1","0"
"PS3575.O78 F54 2010","0","1"
"PN2287.D352 S56 2010","0","0"
"PS3563.C3868 G48 2010","13","0"
"F867 .S57 2010","0","0"
"DF787.T8 H46 2010","3","0"
"DS63.04 .M36 2009","0","0"
"PR888.H5 M58 2010","3","0"
"PS3610.A354 H65 2010","1","0"
"DS119.76 .L473 2010","0","0"
"B1499.E8 H838 2010","0","1"
"DS778.7 .Z49 2010","2","2"
"DS486.5.A5 V34 2010","0","0"
"DS644.5 .I533 2010","0","0"
"DS740.5.T28 H83 2010","0","1"
"PR6063.U7 Z737 2010","0","0"
"DS113 .G45 2009","1","0"
"DA591.B56 A3 2010","4","3"
"PB1298.N67 M87 2010","0","0"
"P302 .J323 2010","0","0"
"E840 .L417 2010","0","0"
"DS779.29.H8 W43 2010","2","0"
"DT515.57 .C86 2010","3","2"
"PS3552.A8213 N37 2010","2","0"
"PL3748.L53 A2 2010","0","0"
"DS932.23 .S675 2010","1","0"
"F379.N543 A53 2010","0","0"
"PN6519.M35 M425 2010","0","0"
"PN2272.5.P35 C37 2010","3","1"
"PR6045.O53 P68 2009","0","0"
"PN56.G7 C49 2010","2","0"
"DA396.A22 W47 2010","5","0"
"PS3564.U485 S36 2010","1","0"
"PL716 .M78 2010","1","0"
"BS1285.52 .H39 2010","0","0"
"DA591.T47 T33 2010","3","0"
"DS740.5.T5 W65 2010","2","1"
"PR9205.05 .P34 2011","4","1"
"D568.7 .K47 2010","0","0"
"DS134.85 .B43 2010","5","0"
"BS1225.52 .R38 2010","1","0"
"BJ45 .R55 2010","1","1"
"PR868.D4 S87 2010","4","0"
"PJ5143.9.B47 Y53 2010","2","0"
"BF378.S65 M46 2010","0","0"
"B3279 .H45 1976 Bd. 78","0","0"
"HV9467.8 .H37 2009","2","0"
"F1783.M38 V35 2010","1","0"
"HQ756 .P387 2009","0","0"
"PA2365.C8 L28 1977","0","0"
"PQ7386 .C364 2009","1","0"
"PQ7611 .J58 2009","3","0"
"PN6714 .J86 2010","2","3"
"PQ7797.H3 A6 2009","0","0"
"F2846 .A285 2009","0","0"
"F2725.A778 D46 2009","1","0"
"F2845 .S3 2010","1","0"
"F2891 .L67 2009","0","0"
"PQ7798.13.O97 B58 2010","0","0"
"F2849.2 .B374 2009","0","0"
"F2849.2 .B374 2009","0","0"
"BS680.P64 S74 2010","0","0"
"BD362 .S74 2010","0","0"
"HD9869.T4 H7","0","1"
"HN263 .M359 2010","0","0"
"B824.4 .B66 2010","0","0"
"PN56.M38 G46 2010","2","0"
"P9 .F5 t. 124","2","0"
"B816 .C53 2009","0","0"
"N67 .C66 2009","0","0"
"B3138.E5 A65 2008","14","0"
"BL60 .P66 2010","0","0"
"TT505.V56 C43 2010","0","5"
"PN56.P53 P53 2010","0","0"
"HM621 .K855 2010","1","0"
"B2799.S29 Z95 2010","0","0"
"PQ2664.U6887 C43 2010","1","0"
"PQ7798.12.R586 L57 2010","0","0"
"BP172 .S74 2010","0","0"
"PN2451 .S579 2010","1","0"
"F2849.3 .B73 2009","0","0"
"HC175 .A97 2010","0","0"
"HC175 .A98 2010","0","0"
"PQ7798.33.A4 Z66 2010","0","0"
"F2728.A718 H47 2008","0","0"
"PQ8520.26.E77 Z769 2008","0","0"
"PQ8520.26.O7 C6 2008","0","0"
"F1788.2 .H34 2009","1","0"
"HD1531.U8 P56 2008","0","0"
"PQ6573.C7 E4 2010","1","0"
"B2599.K7 D83 2010","0","0"
"PQ2663.A78 M66 2010","0","0"
"HQ1580.M66 S34 1999","0","0"
"BF575.L8 V35 2010","0","0"
"PQ7409.H35 A6 2009","2","0"
"DAW1026 .H53 2009","0","0"
"PQ2676.I526 M37 2010","1","0"
"BL51 .S446 2005","0","0"
"DS721 .W827 2005","0","0"
"F1938 .O78 2009","0","0"
"B785.F43 F27 2010","2","1"
"F1938.4.A75 V44 2009","0","0"
"PQ7409.2 .R57 2009","2","0"
"F3095 .C678 2009","0","0"
"RA790.7.P4 S3 2009","2","0"
"F3448.M28 O335 2009","2","0"
"HV6569.C7 M854 2009","0","0"
"GF532.B5 V35 2008","1","0"
"D804.65 .G79 2010","5","1"
"F3721.1.G9 P37 1970","1","0"
"F3430.1.M6 A49 1994","2","0"
"N7433.35.C9 C83 2009","1","0"
"PQ2025 .A8 2010","0","0"
"PQ2661.V74 Z48 2010","1","0"
"PE3727.Y68 D35 2010","0","0"
"DD176.8 .E54 2010","3","0"
"PQ2673.A45 Z46 2010","0","0"
"PQ2672.A38 D48 2009","0","0"
"BX2615.S2855 C43 2010","2","0"
"BX2615.S2855 C43 2010","1","0"
"HD5726 .G813 1966","1","0"
"BH221.G34 A26 2010","0","1"
"BP190.5.H44 L43 2009","0","0"
"DS325.Q6 K46 2009","0","0"
"DG571 .C37 2010","2","0"
"AS122 .L5 v. 38, 1952","2","0"
"F1938 .G36 2009","0","0"
"PN56.S43 P43 2010","0","0"
"NA971.B68 T39 2010","1","0"
"PB2297.W45 Z72 2010","0","0"
"PQ2673.U36 L34 2010","0","0"
"BD21 .H37 2010","0","0"
"DC102.8.C38 F38 2010","1","0"
"DK4600.S468 P66 2009","0","0"
"HV6028 .B43 2009","0","0"
"PQ3885 .L597 2009","1","0"
"PQ2663.A8257 C48 2010","0","0"
"PR8854.I5 L36 2010","0","0"
"PC3552 .M3779 2009","0","0"
"PQ1276.E75 C66 2010","1","0"
"F1938.58.B67 M38 2009","0","0"
"PN2049 .K669 2010","0","1"
"PQ7409.2.V28 R57 2009","0","0"
"DC432.F55 B68 2009","0","0"
"PQ8550.25.L53 Z46 2009","1","0"
"PQ2662.O6526 S43 2010","1","0"
"PQ7408 .A67 2008","1","0"
"D810.S8 R575 2010","1","0"
"PQ6615.I45 A6 2009","0","0"
"F1938.58.B67 G89 2009","0","0"
"PQ6358.I74 M37 2010","6","0"
"PK8083 .M37 2010","2","1"
"PQ7409.2.M48 M85 2009","3","0"
"PQ6147.P5 D45 2008","1","0"
"PS3552.Y42 U64 2010","0","0"
"P945 .Z8 2008","5","1"
"PQ6657.O586 O36 2010","0","0"
"PB1083.5 .M38 2009","0","0"
"PQ6621.E55 P47 2009","0","0"
"PA2518 .V33 2008","3","4"
"PQ6437.V6 Z56 2009","1","0"
"DK508.4 .P87 2010","0","0"
"PQ7409.V4 C66 2009","0","0"
"DS15.3 .K89 2007","4","0"
"PN1995.9.C45 A4813 2010","2","0"
"F1938.3 .M87 2008","0","1"
"PQ6656.R42 Z46 2009","0","0"
"PQ7081 .R57 2009","2","1"
"PQ6623.A34 Z87 2010","0","0"
"PQ6666.U35 C66 2010","1","0"
"PQ7409.2.M45 T49 2009","0","0"
"PQ6657.U37 A46 2010","0","0"
"PQ6388.E2 B876 2009","4","0"
"PQ6324.Z5 V35 2010","0","0"
"LE15.D64 G66 2009","0","0"
"PQ6663.A3385 H33 2010","0","0"
"D802.F8 V47 2010","0","0"
"JV7590 .E9534 2009","0","0"
"DS776 .Z68 2008","4","0"
"PQ2260.G36 Z617 2010","0","0"
"F1799.L38 C66 2010","1","0"
"BP596.R5 L3813 2010","1","0"
"PQ2344.C63 R58 2010","1","0"
"PC2667 .D53 2008","0","0"
"PQ4087 .D36 2009","0","0"
"BC185 .L549 2009","1","0"
"PR6073.A755 D36 2010","0","0"
"F1776 .M86 2009","0","1"
"PQ7392.R57 C52 2009","1","0"
"N910.H3 M38 2009","0","0"
"PQ2607.E252 M36 2010","1","0"
"PQ2666.L354 I56 2010","0","0"
"PQ6621.E55 L46 2010","1","0"
"PQ6623.A7657 Z646 2010","1","0"
"PQ2666.O725 S54 2010","0","0"
"PN56.5.B73 C37 2010","1","0"
"GR203.2.S54 S56 2010","1","0"
"HV6699.R9 L63 2008","0","0"
"PQ3989.2.S64 E99 2010","0","0"
"PQ1448 .P66 2010","0","0"
"BX495.S25 S55 2009","0","0"
"BL930 .B35 2008","0","0"
"PQ6410.L3 Z85 2010","2","0"
"PQ3949.C44 C3436 2010","1","0"
"PQ6706.R347 C34 2009","0","0"
"PC4035 .R47 2009","2","0"
"PQ2672.E112 Z84 2010","0","1"
"DK651.S49285 S56 2008","0","0"
"PQ6664.A8932 D56 2010","2","0"
"PQ6670.E54 F73 2010","0","0"
"PQ6663.A7217 T63 2010","0","0"
"DK510.765 .Z454 2008","0","0"
"DK111 .N49 2006","0","0"
"PQ6629.R55 M36 2010","0","0"
"TL526.S65 P64 2008","0","0"
"PG3485.7.U24 Z729 2010","0","0"
"D805.G3 B448 2010","0","0"
"D811.5 .O385 2010","0","0"
"B3279.H94 H833 2010","0","0"
"D810.W7 D86 2010","0","1"
"PQ2631.R63 Z5822 2010","0","0"
"BX495.M55 M68 2008","0","0"
"PG3350.8 .V369 2009","1","0"
"HD1993 .E75 2010","0","0"
"DK771.W47 K72 2010","0","0"
"HD1492.S65 T375 2010","0","0"
"F3060 .V54 2006","0","0"
"PR6118.U58 W554 2010","0","0"
"PR6119.T79 F85 2010b","2","1"
"PR6053.L3295 W38 2010","1","0"
"F1849.S3 G37 2009","1","0"
"PN2401 .G66 2009","1","0"
"F1789.N3 G84 2009","3","2"
"PQ6651.R26 V53 2010","0","0"
"PN5044 .C67 2010","0","0"
"GN298 .F734 2010","2","0"
"PQ8097.P322 A6 2010","0","0"
"HN300.S62 H57 2009","1","1"
"PR9320.9.M5 L54 2010","0","0"
"PQ8546 .M56 2009","0","0"
"PQ7390.A7 O23 2009","1","1"
"DP94 .H58 2009","1","0"
"HQ21 .M66 2010","1","0"
"PR9320.9.M5 M6 2010","0","0"
"HD9114.C89 Z35 2009","1","0"
"BL470 .F66 2009","1","0"
"F3093 .N33 2009","2","0"
"F3093 .N33 2009","1","0"
"F1787.5.C515 A68 2009","1","0"
"PS3618.O84515 M7 2010b","2","0"
"LC155.C9 S83 2009","3","0"
"F1850.5 .L49 2009","3","0"
"F1414.2 .P7197 2009","2","0"
"DL609 .W84 2009","3","1"
"ND339.L67 L69 2010","0","0"
"HV6433.C9 P54 2009","0","0"
"F2832 .C668 2010","1","0"
"PQ7386 .C75 2009","1","0"
"F1769 .D69 2009","1","0"
"BR1642.A7 A547 2010","0","0"
"JL1010 .V35 2009","1","0"
"PN56.I64 B37 2009","1","0"
"KGN2919 .V55 2009","1","1"
"HX867.7.R33 M37 2010","0","0"
"PQ7614 .I534 2010","1","0"
"PN1993.5.A7 D43 2009","3","0"
"F2349.L43 L53 2009","0","0"
"LA488.7 .A48 2009","0","0"
"D805.5.T74 B39 2010","4","1"
"GC227 .C37 2010","6","0"
"GN281 .C56 2010","1","0"
"PT2685.O34 W36 2010","0","0"
"PS3565.A8 S68 2010","1","0"
"PR6054.A8925 F35 2010","3","0"
"B655.Z7 P32 2010","0","0"
"PR9199.3.C57 F385 2009","2","0"
"DD289 .V38 2009","1","0"
"PR6107.A43 N6 2010","0","0"
"PR6102.R662 H45 2009","2","0"
"E895 .M36 2010","2","0"
"DC73 .W475 2010","5","1"
"F869.S39 C555 2010","2","0"
"BQ7604 .G74 2010","2","3"
"PR3619.P5 Z59 2010","1","0"
"JK276 2008 .T73 2010","9","0"
"BD113 .S655 2010","0","0"
"PR9499.4.A363 S76 2008","1","0"
"PQ2631.R63 Z9268 2010","0","0"
"PQ2663.O342 E46 2010","0","0"
"PR1914 .S73 2010","3","0"
"PQ3803.C65 R46 2010","0","0"
"PT1904 .B88 2009","0","0"
"PQ8550.12.A62 E6413 2010","1","0"
"DC33.7 .C853 2010","0","0"
"PG2981.C95 K66 2010","0","0"
"PR6058.A6873 W44 2010","1","0"
"PA6585 .N34 2010","0","0"
"PQ2344.Z5 G73 2009","0","0"
"B2430.M3764 V585 2009","1","0"
"BL820.A6 V64 2010","1","0"
"DC183.5 .C84 2010","0","0"
"PN5279.S22 P65 2009","0","0"
"JN3007.R33 M37 2010","0","0"
"PR6104.E25 K56 2010","1","0"
"P285 .M37 2010","1","1"
"HQ799.B5 J6854 2009","0","0"
"PA4252 .L28 2009","2","0"
"PQ8098.14.E4 P67 2009b","1","0"
"PS571.H3 B32 no. 95-96","0","0"
"KZA1146.P4 S6 2010","0","0"
"PQ8098.13.A4 V5 2009","0","0"
"B2621 .A88 2010","0","0"
"PR6063.U7 Z742 2010","1","0"
"PS169.P47 B65 2010","0","0"
"PQ8098.28.I936 A897 2010","0","0"
"NK4890.C63 P39 2008","0","0"
"HM1101 .H67 2010","0","0"
"PS369.2 .W757 2010","3","1"
"PR6054.O795 W43 2010","0","0"
"PG3487.U5158 N68 2008","0","0"
"F2230.2.G72 M53 2008","1","0"
"PQ8491.A46 M37 2009","0","0"
"PT2485 .S35 2010","0","0"
"DA591.B76 C43 2010","0","0"
"PR9348 .L54 2010","3","0"
"PQ4878.U793 M47 2010","0","0"
"PG3478.K78 A78 2003","3","0"
"PG3478.K78 A78 2003","3","0"
"PF3585 .E47 2010","0","0"
"DD290.29 .W436 2010","0","0"
"PT2613.U33 Z517 2010","0","0"
"LB3045.6 .J37 2009","0","0"
"DK268.D94 A3 2007","0","0"
"PT5822.C323 A96 2008","0","0"
"D742.G3 M54 2009","0","0"
"PG11 .I5 1993c","1","0"
"PL400 .S67 1993","1","0"
"PR3069.D7 M68 2010","0","0"
"BR165 .K758 1994","1","1"
"UG626.2.K65 B73 2005","0","0"
"DK4382 .O37 2008","0","0"
"PR6116.E17 I23 2010","4","0"
"PR6019.O9 U414 2004","1","0"
"PF5001 .I53 2008","0","0"
"PF5001 .I53 2008","0","0"
"PQ8098.28.O18 E34 2009","0","0"
"LC238 .T46 2010","11","1"
"GE195 .L37 2010","0","0"
"QH75 .D838 2010","1","0"
"TX840.B3 M687 2010","6","0"
"HF1008 .R58 2010","0","0"
"GV33 .M45 2010","3","2"
"GF71 .C56 2010","1","0"
"GT2853.U5 W43 2010","3","0"
"G155.A1 G46 2010","1","0"
"HF1365 .H84 2010","1","1"
"LB1060 .H47 2010","4","0"
"GN281 .D846 2010","1","1"
"HV6533.A6 S78 2010","0","0"
"HG8951 .M87 2010","3","0"
"KJA1117 .H66 2010","1","0"
"KF306 .W458 2010","3","0"
"HD9066.U46 S725 2010","1","1"
"HD9720.5 .H47 2010","0","0"
"HD8039.P42 W43 2010","0","1"
"HD1447 .P65 2010","2","1"
"HQ1236.5.L37 S39 2010","8","1"
"TF25.S67 H392 2010","1","0"
"JK1726 .H47 2010","2","1"
"HV11 .S5886 2010","1","1"
"HE246 .R54 2010","0","0"
"HD9539.T82 U475 2010","0","1"
"HD9711.U63 B6388 2010","0","0"
"HV6465.M8 H87 2010","7","0"
"HQ799.2.V56 Y684 2010","0","0"
"BF637.P74 N566 2010","2","0"
"RA781.7 .P655 2010","4","8"
"LB1050.455 .R46 2010","0","0"
"RC280.B8 B67229 2010","3","0"
"HC240 .C36 2010","2","0"
"HC240 .C36 2010","1","0"
"KF229.A28 M35 2010","0","0"
"LB885.G682 D43 2010","1","1"
"RA563.M56 D46 2010","1","0"
"HN670.3.Z9 M647 2010","7","0"
"UA23 .R463 2010","0","0"
"HD8068 .T66 2010","6","2"
"BF175 .F76 2010","3","0"
"GN486.3 .H78 2010","1","0"
"HD60 .G556 2010","1","0"
"HC415.15 .H463 2010","3","0"
"LB1028 .H638 2010","7","1"
"GV854.9.S63 E93 2010","1","0"
"HV8883 .A44 2010","0","0"
"KKA890 .M3713 2010","2","0"
"HF5734.5 .H36 2010","0","0"
"UG635.I73 O43 2010","0","0"
"HB835 .D48 2010","6","1"
"HQ76.3.U6 H34 2010","9","0"
"KD4210 .G65 2010","0","0"
"LB2825 .C76 2010","2","1"
"JA80 .P63 2010","10","0"
"RM301.27 .A22 2010","2","0"
"HD30.23 .W34 2010","7","0"
"JZ6374 .R48 2010","4","1"
"BF1472.G7 M385 2010","4","0"
"LC990 .M55 2010","2","0"
"JL2694 .T576 2010","0","0"
"PQ8520.32.I37 T54 2008","0","0"
"HN530.2.A8 A89 2010","0","0"
"DK508.788 .P675 2010","1","0"
"DK288 .N3635 2008","1","0"
"D741 .U76 2010","0","0"
"PS3560.A356 L69 2010","1","0"
"F2651.M54 A77 2006","1","0"
"F3095 .P357 2009","1","0"
"DP257 .F73 2010","0","1"
"PQ243 .C28 no. 68","4","0"
"PF1483.5 .E89 2010","0","0"
"PM7854.H39 J439 2008","0","0"
"PM7854.H39 B386 2008","1","0"
"F3285.S9 M6 2009","0","0"
"BJ1188 .M33 2010","0","0"
"PQ8550.1.L85 A6 2009","1","0"
"PR6113.C377 S66 2010","0","0"
"HT169.F82 P376 2010","0","0"
"PQ8098.29.I56 F33 2009","0","0"
"PQ8549.P5 A6 2010","0","0"
"F3196 .C67 2010","0","0"
"PQ7082.E8 G66 2009","2","0"
"PR6069.M5465 L66 2010","1","0"
"F1788 .M375 2009","1","0"
"PQ8550.412.E7 P37 2009","0","0"
"HC237 .M3817 2009","1","0"
"PS3553.U75 L68 2010","2","0"
"BT60 .D38 2010","0","0"
"PN2638.B5 G68 2010","4","0"
"PS3557.A66 L33 2010","3","0"
"D1060 .R55 2009","0","0"
"PS3562.I586 I3 2010","6","0"
"PL872.5.A3 Y6513 2010","1","0"
"PT7511.A67 H3713 2010","6","0"
"D810.P85 G755 2010","1","0"
"PT9876.26.E7225 M4513 2010","6","0"
"HT690.J3 J66 2010","0","0"
"PR6106.O73 C56 2009","2","0"
"U413.A66 M38 2010","2","0"
"PR6114.E943 C65 2010","4","0"
"PQ8546 .C856 2009","0","0"
"HV4506.N6 M96 2010","4","0"
"PS3607.L37 W56 2010","3","0"
"F3429 .R68513 1999","8","2"
"PT2603.O69 Z745 2010","0","0"
"F2230.2.K4 U79 1997","3","0"
"JC51 .Z87 2010","2","0"
"AS122 .L5 v. 45, 1959","4","0"
"PT2625.A44 T632 2010","1","0"
"DB36.1 .W459 2010","0","0"
"PT1848 .Z4 2010","0","0"
"BX583.B54 P38 2008","1","0"
"PT2195 .N544 2010","0","0"
"JZ5595 .M88 2010","0","0"
"PT115 .K54 2010","0","1"
"DB98.F54 S33 2009","0","0"
"PT405 .P756 2010","0","0"
"QH31.D2 A33 1985","1","0"
"BF1075 .G26 2010","2","0"
"RA985 .Q84 2010","1","0"
"DS911.72 .A12 2009","0","0"
"DD801.B36 K64 2010","0","0"
"B2948 .S53 2010","0","0"
"PR6052.A846 M46 2010","0","0"
"GV958.C44 J46 2010","0","0"
"PR6120.O94 F56 2010","0","0"
"BR563.N4 B69 2010","4","0"
"E99.E7 T88 2010","1","0"
"DA711.5 .C37 2010","0","0"
"HQ1154 .L49 2001","1","0"
"PR6102.U38 W45 2010","1","0"
"PR9379.9.K87 O84 2010","0","0"
"DD112 .R43 2010","7","0"
"PL862.S77 P3713 2009","3","1"
"PS3552.A67395 Z79 2010","0","0"
"PR116 .B35 2009","3","0"
"PR6068.A57 Z57 2010","3","1"
"CC72 .M67 2010","1","1"
"PR6058.Y55 W45 2010","0","0"
"B829.5 .B54 2009","0","0"
"PQ2668.Y83 G35 2008","0","0"
"PC2107 .O95 2010","1","0"
"PQ2722.A63 F48 2010","0","0"
"BP190.5.H44 T36 2010","0","0"
"JC599.F8 G33 2010","2","0"
"PN6054 .L57 no. 249","1","0"
"DD3 .M83 Bd. 61","0","0"
"PR6053.L3247 E97 2010","0","0"
"PR6060.A472 D425 2010","3","0"
"DD3 .M83 Bd. 62","0","0"
"PR6113.C4879 C36 2010","0","0"
"DK651.B319  I254 2005","0","0"
"PA6485 .R46 2010","3","2"
"K346 .D73 2009","0","0"
"B1875 .G78 2010","1","0"
"B3376.W564 L284 2009","1","0"
"PT1340.H6 M54 2010","1","0"
"PQ3980 .O84 2010","0","0"
"PQ4712.L4 A9436 2007","1","0"
"PQ1167 .C68 2010","0","0"
"PQ2672.E1113 C76 2010","1","0"
"GN635.V5 J85 2010","1","0"
"PN1995.9.J46 S36 2010","1","0"
"JF801 .B359 2010","3","0"
"PT3868 .S38 2010","0","0"
"BL51 .P5535 2010","0","0"
"HB3722 .F577 2008","0","0"
"PN6110.N6 P64 2005","0","0"
"PT2668.E7514 M57 2010","0","0"
"PR6119.E75 T3 2010","1","0"
"DC203.8 .G78 2010","0","0"
"DC255.C66 T57 2010","0","0"
"PN56.M44 G475 2010","3","0"
"PN1590.T43 E97 2010","1","0"
"DB844.L8 E47 2010","0","0"
"DA47.9.T8 F57 2009","0","0"
"DS885.48 .D75 2010","5","0"
"DS885.48 .D75 2010","9","0"
"HT609 .B735 2009","0","0"
"BP80.Q86 C35 2010","4","1"
"PR6060.O394 T78 2010","1","0"
"PR6102.U77 E43 2009","1","0"
"PR4453.C4 Z735 2009","3","0"
"PR6068.E458 D75 2010","1","0"
"DS126.5 .D43 2010","0","0"
"CT787.T48 C38 2009","0","1"
"BT114 .G87 2009","0","1"
"DS195.5 .A393 2003","0","0"
"PR6068.E63 T55 2010","1","0"
"RG852 .B433 2009","2","0"
"PR8518 .A67 2010","0","0"
"PQ8098.12.O38 G3813 2010","4","1"
"PQ2672.E25 Z726 2010","2","0"
"PQ3919.2.D78 Z64 2009","0","0"
"PR5363 .C15 2009","0","0"
"PF3025 .S87 nr. 71","0","0"
