"CALL #(ITEM)","TOT CHKOUT","INTL USE "
"PG5039.32.I34 B3513 2015","1","0"
"PQ2666.O23 C4313 2016","1","0"
"DK4600.S468 C74 2016","1","1"
"PS3620.H787 D43 2016","1","0"
"B105.D44 D49 2016","0","0"
"D16.255.S5 C53 2016","0","0"
"PR6060.O6255 D76 2016","3","0"
"BJ1409 .A53 2016","0","0"
"JZ1251 .E97 2016","2","0"
"PS3515.E37 S9216 2016","5","0"
"PJ5054.Y42 N5813 2016","1","0"
"PN6110.A77 F43 2016","0","0"
"BX8695.S6 B73 2016","0","0"
"DF77 .C66 2016","0","0"
"PR4536 .W55 2016","1","0"
"CT275.M778 A3 2016","0","0"
"AM79.I8 J34 2016","0","0"
"B3279.H49 A795 2016","0","0"
"DL421 .H37 2016","0","0"
"BD450 .C867 2016","0","0"
"PS3556.R363 A6 2016","1","0"
"D804.33 .H65 2016","0","0"
"E160 .W54 2016","1","0"
"PS3563.C3868 I35 2016","4","1"
"PR6054.I7 Z46 2016","1","0"
"BR517 .Z47 2016","1","0"
"BJ46 .S56 2016","0","0"
"BP173.7 .H3554 2016","3","0"
"E184.S75 L349 2016","3","0"
"PS3556.R3915 Z46 2016","0","0"
"PN1995.9.H6 L375 2016","1","1"
"Z1024 .L67 2016","1","0"
"PT9875.B53 M3413 2016","0","0"
"E184.M5 R68 2016","0","0"
"BR1608.M6 L65 2016","0","0"
"PS3562.E353 Z87 2016","2","0"
"PR9199.3.C5265 M67 2016","0","0"
"BP172 .F66 2016","0","0"
"PS3613.C5687 A6 2016","1","0"
"E446 .W26 2016","4","0"
"D842.42.M87 N48 2016","0","0"
"DS318.85 .P456 2016","0","0"
"B105.U5 A5813 2016","0","0"
"KBR3816 .S385 2016","0","0"
"PQ4835.A48 Z838 2016","0","0"
"PS3608.O59495 P46 2016","0","0"
"DS33.4.U6 C36 2016","2","0"
"PR9199.3.S2533 Q36 2016","2","0"
"BP131.8 .S47 2016","0","0"
"D524.7.C94 K83 2016","2","0"
"DP680 .A6245 2016","0","0"
"E725.45 1st .G37 2016","2","0"
"PN1579 .P3813 2016","1","1"
"BD431 .R623 2016","2","0"
"JN33.5 .L83 2016","0","0"
"DK68.7.K3 Z34 2016","1","0"
"PS3623.O46 S43 2016","1","0"
"PR3095 .S53 2016","0","0"
"PS3552.O925 S77 2016","0","0"
"E183.8.I4 M335 2016","1","0"
"DF229.T6 T526 2016","0","1"
"BR162.3 .B465 2016","0","0"
"BJ1500.T78 T79 2016","1","0"
"E185.61 .A5438 2016","11","0"
"D570.85.O81 P674 2016","1","0"
"PR6107.R44433 A6 2015","0","0"
"PT2702.R658 B3313 2016","1","0"
"E471.1 .M66 2016","0","0"
"PQ3897 .B63 2016","1","0"
"NC257.B68 A4 2016","0","0"
"PQ3989.2.J4 A2 2016","1","0"
"PN6101 .C46 2016","0","0"
"PS3564.O79 A6 2016","2","0"
"PR9205.6 .C66 2015","0","0"
"PA4408.E5 L653 2016","1","0"
"PQ2702.O755 C6613 2016","0","0"
"DG78 .D135 2016","3","1"
"BM750 .M4413 2016","0","0"
"DT1649 .M445 2016","0","0"
"BS1235.52 .P755 2016","0","0"
"BS1305.52 .E345 2016","1","0"
"BX1751.3 .C6557 2016","0","0"
"PQ6329.A6 H35 2016","0","0"
"PR9199.3.G26 A6 2016","0","1"
"PT2026.F2 W304 2016","3","0"
"DG286 .F53 2015","1","0"
"E310 .A76 2016","0","0"
"PS3562.A47576 F73 2016","0","0"
"PS3608.U769 A6 2016","3","1"
"B2430.S554 M55 2016","3","0"
"PS3558.O3583 G73 2016","0","0"
"BR50 .C63 2016","1","0"
"PS3573.A42158 A6 2016","0","0"
"PN1998.3.H38 H69 2016","0","0"
"PL994.415.K968 A2 2015","1","0"
"PS3556.R353 A6 2015","1","0"
"PR6053.A634 A6 2015","1","0"
"DAW1046 .M44 2016","1","0"
"PR9199.3.M2924 A6 2016","1","0"
"PR9199.4.S92 A6 2016","0","0"
"PR6115.C668 M9 2015","2","0"
"PS3570.R354 A6 2016","1","0"
"B1155 .N49 2017","2","0"
"BC199.P2 B44 2016","2","0"
"PR6063.O68 A6 2016","0","0"
"PS3612.E34255 A6 2016","0","0"
"PR6019.O9 P67 2016","6","0"
"PJ7904.A95 T3313 2016","4","0"
"PQ6072 .V33 2016","0","0"
"PQ9676.5.D48 R5613 2016","0","0"
"PN603 .C37 2016","2","0"
"PS3604.O544 A6 2016","0","0"
"PR6063.A1664 A6 2016","0","0"
"B4870.Z594 H66 2016","1","1"
"PS3603.R895 S68 2016","1","0"
"PG7158.Z78 K313 2016","1","0"
"PA3627 .T54 2016","0","0"
"PQ7798.1.M36 A2 2016","1","0"
"PN1892 .L4513 2016","0","0"
"PQ2673.O3 V5713 2016","1","0"
"PS3573.A4215 A6 2016","0","0"
"E184.C97 V45 2016","1","0"
"PQ7298.23.U538 P35 2015","1","0"
"PQ7298.414.I195 V47 2015","1","0"
"PS3570.R38 W35 2016","1","0"
"PM3968.9.C44 T33 2013","1","0"
"HQ756 .C636 2012","0","0"
"LC243.A1 T66 2016","0","0"
"PA6246 .S33 2016","0","0"
"PQ2603.E378 Z56 2016","0","0"
"PQ2679.C3775 G47 2016","0","0"
"PQ2680.O86 Z95 2016","0","0"
"PR6063.A25376 A6 2016","0","0"
"PQ2613.E53 Z88 2016","0","0"
"PQ7298.424.A917 N63 2014","1","0"
"PQ7298.418.E7965 V57 2014","0","0"
"BT103 .P37 2016","0","0"
"F1351 .B3 2005","0","0"
"BX4705.J39 J4315 2016","0","0"
"PQ7297.M58 A15 2007","1","0"
"DP302.B467 L39 2016","0","0"
"PS3563.U7264 J38 2016","0","0"
"DC148 .O64 2016","1","0"
"PS3604.I93 E93 2016","0","0"
"PN1995.9.S45 T73 2016","1","0"
"PQ7291.Y8 C37 2015","0","0"
"PR3605.N2 D47 2016","4","0"
"PR1309.D4 H67 2016","0","0"
"PQ7298.23.E538 F57 2013","0","0"
"PQ7181.W65 V58 2014","1","0"
"GN347 .P46 2014","0","0"
"PQ7298.428.I427 A75 2015","0","0"
"PQ7297.P285 Z65 2015","0","0"
"PQ8259.2.S14 P75 2014","0","0"
"PQ3989.2.B485 Z54 2016","0","0"
"P118.2 .F68 2016","2","0"
"PN56.A87 C67 2016","0","0"
"PR9199.4.B733 H86 2016","1","0"
"ND635 .V4315 1978","0","0"
"PQ8259.2.A345 Z86 2014","0","0"
"BH301.S75 D671 2015","0","0"
"F1391.I925 O75 2006","0","0"
"PR8789 .D48 2015","0","1"
"PR6123.I5734 A6 2016","0","0"
"PN6071.F25 U54 1982","1","0"
"F1435.3.M35 T348 2014","1","0"
"DD43 .L46 1962","0","0"
"PR6061.E5952 S47 2016","1","0"
"KF8748 .G69 2016","0","0"
"UA832 .B87 2016","0","0"
"HD70.R9 G53 2016","0","0"
"P51 .C86 2015","1","0"
"HE194 .B88 2016","0","0"
"JS593.B735 R45 2016","0","0"
"GN772.2.A1 V66 2016","0","0"
"JC599.G7 L47 2016","0","0"
"GT2780.A3 I37 2016","0","0"
"LA226 .I55 2016","1","0"
"HD82 .P67 2016","0","0"
"HT221 .I58 2016","0","0"
"P301.5.M48 L364 2016","0","1"
"HM851 .H43 2016","1","0"
"HD9999.M782 M63 2016","2","0"
"HD38.5 .M75 2016","0","0"
"HC106.84 .M95 2016","0","0"
"HQ755.8 .P378234 2016","1","0"
"HV275 .A274 2016","1","0"
"HT241 .P577 2016","1","0"
"H97 .C33 2016","0","0"
"HT1163 .D86 2016","1","0"
"HC110.I5 S864 2016","4","0"
"HV1569.6 .G77 2016","1","0"
"HG2563 .T36 2016","0","0"
"GR581 .C37 2016","1","0"
"LB1048.5 .G65 2016","1","0"
"P306.97.S63 B54 2016","0","0"
"UB403 .H35 2016","0","0"
"LB2806 .H647 2016","0","0"
"LC191.98.A35 D43 2016","0","0"
"JZ1305 .D66 2016","0","0"
"LB2806.15 .E96 2016","1","0"
"BF575.L8 J626 2016","0","0"
"BF637.P36 T464 2016","0","0"
"LC220.5 .S76 2016","1","0"
"BF1031 .W388 2016","0","0"
"HV40.8.N7 C64 2016","0","0"
"BF175.4.S65 P796 2016","1","0"
"BF173 .B205 2016","0","0"
"LB14.7 .U65 2016","0","0"
"HN49.C6 B4195 2016","0","0"
"HM742 .H53 2016","0","0"
"JV6225 .B396 2016","3","0"
"KF4772 .S25 2016","2","0"
"HV881 .F545 2016","0","0"
"HV8141 .W46 2016","6","1"
"LB675.W35 A5 1949","2","0"
"F1435.3.R3 F56 2012","1","1"
"PT85 .D362 1990","0","0"
"GT3040 .M3813 2016","9","0"
"PN57.D3 T355 1983","0","0"
"PR1309.H57 S64 2015","1","0"
"TX367 .H36 2016","1","0"
"PN6377.M39 B75 2013","1","0"
"F1435.3.M35 R66 2007","1","0"
"PT1334 .E79 1980","0","0"
"PN1993.5.G3 P454 1985","0","0"
"PR6101.N32 B66 2016","1","0"
"DS172.2 .A78 2016","0","0"
"B4805.C64 C59 2016","0","0"
"PQ2682.O4 H6713 2013","0","0"
"QH13.45 .L43 2012","1","0"
"BL216 .G73 2016","0","0"
"PG3482.8.U6756 B5513 2016","0","0"
"JC251.A74 S398 2016","0","0"
"HV5090.S6 L49 2016","1","0"
"JQ298.A1 D46 2016","1","0"
"HC392 .C6213 2016","0","0"
"HT384.S6 B53 2016","0","0"
"LC89 .S38 2016","0","0"
"HC241 .S347 2016","0","0"
"E99.K5 S58 2016","2","0"
"P306.95 .H69 2016","0","0"
"HQ971.5.N7 K55 2016","0","0"
"HQ1762 .K3583 2016","1","0"
"HQ1031 .K5255 2016","0","0"
"P119.32.A35 W65 2016","1","0"
"KF4541 .H84 2016","0","0"
"BF637.M4 M567 2016","1","0"
"HQ792.U6 C73 2016","2","0"
"HE4491.P52 W65 2016","0","0"
"HD7116.IU52 B43 2016","0","0"
"CC79.5.A5 L958 2016","0","0"
"KFA4110.A75 U55 2016","0","0"
"GV1785.W525 L63 2016","0","0"
"JK421 .M458 2016","1","0"
"HN90.G56 R65 2016","0","0"
"JV8490 .A85 2015","1","0"
"GV1691 .C434 2016","1","1"
"JK1896 .C67 2016","0","0"
"HB75 .C52 2016","0","0"
"LC5141 .E86 2016","0","0"
"BF697.5.S47 W55 2016","0","0"
"P301.5.S63 R45 2016","2","0"
"GN388 .W58 2016","0","0"
"HM621 .S26 2013","1","0"
"GV199.44.R82 U734 2013","2","0"
"BL1900.L26 E5 2016b","0","0"
"BJ1535.R45 S3338 2016","0","0"
"PM3965 .I62 2015","0","0"
"PM3965 .I62 2015","0","0"
"PM3965 .I62 2015","0","0"
"PM3968.7 .B358 2009","0","0"
"PM3968.7 .B358 2009","1","0"
"F1435.3.F7 B59 2012","0","0"
"F1435.3.A37 B59 2012","1","0"
"P96.R3152 U55 2016","0","0"
"PQ1979 .D37 2016","0","0"
"F1435.3.R56 U2 2013","0","0"
"PM3968.85.Y82 K82 2012","2","0"
"F1435.1.Y89 O75 2002","0","0"
"PM3968.9.S26 Y33 2014","1","0"
"GR115.5.Y83 S33 2012","0","0"
"GR75.C4 C43 2016","5","1"
"P120.W66 C37 2016","1","0"
"PT2668.E95 Z87 2015","0","0"
"B837 .D88 2016","0","0"
"PQ7797.B635 Z9183 2016","0","0"
"PN1995 .C533 2016","0","0"
"PR3627.A2 J66 2016","0","0"
"BX6480.T67 B37 2016","3","0"
"BL71 .I59 2016","1","0"
"F292.G58 D375 2016","0","0"
"BX8695.A77 P75 2016","0","0"
"PN6140.L7 N49 2016","1","0"
"DS530.9.R3 R63 2016","1","0"
"B2693 .M6115 2015","1","0"
"F689.N5 H56 2016","0","0"
"PS2116 .P6 2016","1","0"
"BL65.W2 H38 2016","0","0"
"PS374.R47 N39 2016","0","0"
"PR6015.O43 A6 2016","0","0"
"PN2039 .C255 2016","2","0"
"DS734.97.F6 S56 2016","0","0"
"DA520 .N38 2016","1","0"
"DK265.42.U5 H68 2016","0","0"
"PR3507 .A4 2016","2","0"
"PS153.M4 B695 2016","2","1"
"DS779.36 .C47 2016","1","0"
"PS3622.I2837 A6 2016","1","0"
"PR9184.6 .C68 2016","0","0"
"PN1995.7 .B43 2016","0","0"
"PR9387.9.S27 Z64 2016","0","0"
"PS3531.O936 Z85 2016","0","0"
"TT835 .M2645 2016","0","0"
"PR9199.3.M8 Z85 2016","1","0"
"PN98.E36 W35 2016","1","0"
"E184.S15 C73 2016","3","0"
"G743 .S8613 2016","0","0"
"BX382 .K463 2016","2","0"
"E169.1 .N725 2016","0","0"
"BR67 .W747 2015","0","0"
"B108 .A38 2016","2","1"
"E415.9.C18 K34 2016","0","0"
"D767.6 .L953 2016","1","0"
"BL325.W65 A53 2015","1","0"
"BL439 .A45 2016","1","0"
"DS72 .M77 2016","1","0"
"PS3573.A853 A93 2016","1","0"
"PS3569.H39374 A95 2016","0","0"
"E185.97.D73 A84 2016","2","1"
"B5234.Y464 Y365 2016","1","0"
"PT9877.12.A32 B7613 2016","6","0"
"DA589.4 .S69 2016","0","0"
"D753 .H249 2016","0","0"
"PR8518 .C66 2016","0","0"
"PR4169 .C66 2016","2","0"
"DS907.18 .M37 2016","0","0"
"PG3476.I858 A2 2016","0","0"
"PR878.F29 M66 2016","0","0"
"BT695.5 .E327 2016","2","1"
"PA2347 .E426 2016","0","0"
"PQ7082.N7 A585 2016","2","0"
"BJ59 .P84 2016","0","0"
"AE5.E3633 B69 2016","1","0"
"BL65.P4 F35 2016","0","0"
"D726.5 .R56 2016","0","0"
"B2430.R554 F46 2016","0","0"
"PR9199.4.B475 G34 2016","0","0"
"PS3570.E692 G66 2016","2","0"
"BS580.D3 L46 2016","0","0"
"PR9499.3.S975 H68 2016","0","0"
"PN761.P7 C34 2016","0","0"
"PR585.I66 R83 2016","0","0"
"PQ7081 .I56 2015","0","0"
"B3313.V663 J46 2016","0","0"
"BP190.5.S3 E354 2016","0","1"
"BS2552 .Z7 2016","3","0"
"PR6107.E335 M36 2016","0","0"
"PQ6647.A514 Z7465 2015","1","0"
"KF373.B3495 B34 2016","0","0"
"PK6524 .R53 2016","2","0"
"PN1995.9.S47 S82 2016","0","0"
"BJ1533.P3 P53 2016","0","0"
"BL1139.27 .O85 2016","0","0"
"E183.8.I7 A43 2016","0","0"
"BS646 .D38 2016","2","0"
"PQ2637.A82 M875 2016","0","0"
"B63 .P475 2016","0","0"
"BX965 .M67 2015","0","0"
"PR9199.3.R465 P75 2016","0","0"
"B833 .H455 2016","0","0"
"D570.1 .H27 2016","0","0"
"PR3069.I8 B37 2016","0","0"
"PS3570.H625 S54 2016","1","0"
"PL849.N4 C535 2016","1","0"
"PS3552.E75 A6 2016","1","0"
"PS3616.H45565 A6 2016","1","0"
"E184.S69 S68 2016","2","0"
"BS1544.S8 P47 2015","0","0"
"PN2115 .T45 2016","0","0"
"B1674.W354 O35 2016","2","1"
"PT3828.V5 B327 2016","0","0"
"PS153.N5 D467 2016","2","1"
"PQ6666.E765 T3613 2016","2","0"
"PR9199.4.P683 A6 2016","0","0"
"PQ2607.U8245 A6213 2016","0","0"
"PT2619.U43 A713 2012","1","0"
"PN56.A64 D66 2016","1","1"
"B5305 .M39 2016","0","0"
"PS3606.E7537 A78 2016","1","0"
"PS3602.A777542 B33 2015","4","0"
"BH301.B53 T39 2016","1","0"
"PS3623.H5696 B53 2016","1","0"
"PS3572.A438 B67 2016","1","0"
"PS3557.I343 A6 2016","0","0"
"PS3611.A858 C37 2015","1","0"
"PS3623.A345 C38 2016","1","0"
"BX1751.3 .B395 2017","0","0"
"DS777.55 .B416 2016","0","0"
"PQ2611.O63 A2 2016","1","0"
"BX3402.3 .M47 2016","0","0"
"PS3557.L82 A6 2016","1","0"
"PR9199.3.H31753 A6 2016","0","0"
"P308 .M54 2016","0","0"
"PS3606.R42255 C67 2016","0","0"
"PN56.A5 B43 2016","0","0"
"PS3545.I345 D65 2016","2","0"
"PS3607.R4453 E27 2016","1","0"
"PR9199.4.M32565 E35 2016","0","0"
"PR6103.O585 A6 2015","1","0"
"BJ1311 .T34 2016","0","0"
"PS3603.H5685 F37 2015","1","0"
"PS3608.U59496 F485 2015","2","0"
"PS3611.A858 F57 2015","1","0"
"PS3616.L84 A6 2016","0","0"
"DS735 .L576 2016","2","0"
"PS3613.I765 A6 2016","1","0"
"PS3602.R334 G63 2015","3","0"
"BS2775.52 .O27 2016","1","1"
"PS3619.C3267 H36 2016","0","0"
"PS3623.E432438 H67 2015","2","0"
"PS3625.E34445 I5 2016","2","0"
"PR6116.R47 I52 2015","0","0"
"PS3612.A9428 I54 2015","4","0"
"P91.5.U5 T75 2016","0","0"
"DS799.834 .J33 2016","0","0"
"PQ9265.O368 A2 2015","1","0"
"PR5418.A2 N47 2016","0","0"
"BT83.57 .B55 2016","2","0"
"PS3573.A42158 A6 2016","1","0"
"AM7 .A525 2016","1","0"
"PR6106.E77 M33 2016","1","0"
"PS3618.U48 M45 2015","1","0"
"GV1051.S39 M47 2016","0","0"
"PS3603.H387 M67 2016","1","0"
"BD581 .N36978 2016","0","0"
"PG1919.21.O87 P7513 2016","1","0"
"PS3619.E737 N68 2016","0","0"
"PS3551.Y83 O98 2015","1","0"
"PA6537 .F85 2016","2","0"
"PR9369.3.F8 P35 2015","2","0"
"PQ3919.2.L2252 A2 2016","0","0"
"PS3608.U59496 P476 2016","2","1"
"PS3608.U59496 P63 2015","2","0"
"PR9199.4.F6 A6 2016","0","0"
"PS3568.E2697 P667 2016","2","0"
"PN1995.9.D6 C43 2016","0","0"
"PS3619.P317 P79 2015","1","0"
"PS3620.E776 R37 2016","0","0"
"PR9369.4.N76 R43 2016","0","0"
"PS3619.A987 R45 2016","1","0"
"DA566.4 .R47 2015","0","0"
"PS3608.U59496 R48 2015","2","0"
"DS528.2.R64 I27 2016","4","0"
"PS3570.H56264 S36 2015","0","0"
"PS3604.I83 S43 2015","1","0"
"PS648.S5 S683 2016","0","0"
"E185.97.T8 R53 2016","1","0"
"PS3623.E4324465 A6 2016","0","1"
"PL874.K33 S66 2015","1","0"
"PS3619.I565 S73 2016","0","0"
"PR6069.C52 A6 2016","0","0"
"PR6104.U34 T4 2016","0","0"
"PR9199.3.H5475 A6 2016","0","0"
"B387.A5 K25 2016","1","0"
"PS3537.E787 T87 2016","1","0"
"PS3606.E7567 U359 2016","5","0"
"BX825 .C54 2016","0","0"
"PG3949.36.H33 V67 2016","3","0"
"PS3602.A7775447 A6 2015","1","0"
"PR9199.3.M359 A6 2016","0","0"
"PS3562.E8882 W55 2016","1","0"
"PS3612.I499 Z45 2015","2","0"
"F1391.C2 N68 2014","0","0"
"PQ7291.Y82 C66 2009","1","0"
"PQ7291.Y82 C66 2009","2","0"
"PQ8550.23.E46 Y2 2015","0","0"
"PQ8498.433.O54 M66 2015","0","0"
"PN865 .G848 2014","0","0"
"PQ8498.412.A77 A848 2015","0","0"
"PQ8546 .B374 2015","0","0"
"PQ8098.431.R983 T48 2015","0","0"
"B809.8 .R4175 2016","1","1"
"PQ8098.412.E76 R33 2015","0","0"
"PN5044 .M66 2015","0","0"
"BV90 .C43 2014","0","0"
"F3101.A2 C46 2015","0","0"
"LC313.V4 J67 2014","0","0"
"PR9199.3.S615 T45 2016","1","0"
"QC903.2.P4 A333 2015","0","0"
"PQ8098.17.A52 A6 2015","0","0"
"PQ7298.413.A68 S66 2011","1","0"
"PQ2613.I2 Z66376 2015","0","0"
"PQ8097.L47 Z78 2016","0","0"
"DT543.82.O35 O35 2012","0","0"
"PR9199.4.C856 A86 2015","0","0"
"PQ7298.3.R4527 A82 2014","0","0"
"PR6065.S18 S83 2016","2","0"
"PR5368.W6 M64 2016","0","0"
"PS3611.O54 K55 2016","0","0"
"PQ7297.Z355 A6 2015","0","0"
"PN1995.9.J23 S65 2016","0","0"
"PN1009.A1 S3595 2016","0","1"
"PA4408.E5 D8 2016","1","1"
"PQ7291.C42 M356 2015","0","0"
"BS1421 .O43 2016","2","0"
"PG2997 .S76 2016","0","0"
"PQ7298.17.U767 Q4 2015","0","0"
"F2686 .C645 2014","0","0"
"PL2658.A1 S56 2015","3","1"
"HN690.L33 N68 2016","0","0"
"HV3006.A4 C75 2016","0","0"
"LB2376 .M26 2016","0","1"
"F1256 .G66 2015","0","0"
"PQ7798.29.A314 A84 2008","0","0"
"PC4128 .G66 2015","0","0"
"F1435.1.Y89 O759 2013","0","0"
"PQ7298.1.U7 A79 1999","1","0"
"PQ7291.M52 A68 2007","1","0"
"F1391.C2 C36 2010","0","0"
"PQ6218 .T748 2016","0","0"
"PQ6703.A7 F55 2015","0","0"
"PQ8498.413.A415 C58 2015","0","0"
"DD247.H42 K67 2014","1","0"
"HA4587.A5 I53 2015","0","0"
"HA4587.A5 I53 2015","0","0"
"BX1749.P4 D695 2016","0","0"
"RA440.85 .U43 2016","5","0"
"PT6410.C553 Z58 1987","1","0"
"DS897.K85 K96 2016","1","1"
"B434.A5 R44 2016","2","0"
"F3097 .C76 2015","0","0"
"F2682.9 .D87 2014","0","0"
"PN1118 .W66 2015","0","0"
"KF3467 .T87 2016","1","0"
"F1435.1.C34 C35 2003","0","0"
"PQ8098.417.O59 P53 2015","0","0"
"F2329 .L67 2015","0","0"
"KHQ2921 .K74 2015","0","0"
"JZ5584.U6 W37 2016","0","0"
"JZ5584.U6 W37 2016","0","0"
"PQ7291.Y82 C66 2009","0","0"
"F2230.1.T7 C66 2015","0","0"
"PS3553.R542 C58 2016","2","0"
"HA4587.K65 C47 2012","0","0"
"HB701 .K875 2014","1","0"
"TX717 .K38 2015","0","0"
"PA6041 .R64 2016","1","0"
"PN6747.A97 F73 2014","1","0"
"DB2650.B75 B75 2014","0","0"
"PR6052.A7543 S74 2016","1","0"
"PR6063.O82 T86 2016","0","0"
"TX631 .E376 2015","0","0"
"DB2238.7 .K67 2015","0","0"
"PQ7083 .E538 2012","0","0"
"PQ6431.R8 Z553 2015","1","0"
"LE61.A75 R36 2014","0","0"
"CS2375.M6 G88 2014","0","0"
"PQ8498.3.O7 I56 2015","0","0"
"PQ7235 .E53 2011","0","0"
"BX4651 .M39 1955","0","1"
"PQ7797.C7145 Z724 2014","0","0"
"PN4749 .L83 2014","0","0"
"P95.82.C9 Q56 2014","0","0"
"PQ7082.N7 I366 2015","1","0"
"PQ6726.A565 M37 2015","0","0"
"RC454 .K47 2016","3","0"
"PQ8097.P322 A58 2015","0","0"
"NA1101.T5 V58 1996","1","0"
"NA1101.T5 V58 1996","1","0"
"DK508.9.K78 S8317 2014","0","0"
"GT3020 .J353 2012","0","0"
"BX583.S8855 S84 2009","1","0"
"D810.S8 B225 2014","0","0"
"D551 .V3545 2013","1","0"
"HD1795.Y8 T93 2015","0","0"
"PQ7797.G386 Z623 2015","0","0"
"PQ6662.I563 Z46 2015","0","0"
"PQ6655.G33 A6 2015","0","0"
"GR230 .L53 2015","0","0"
"JL3298.C62 F7639 2015","0","0"
"PR3071 .S53 2016","0","0"
"PT2647.A92 G2613 2016","0","0"
"HV6558 .D68 2016","0","0"
"PR6063.C515 O2 2016","1","0"
"PS3604.U56 B46 2016","1","0"
"PQ6619.I4 P6352 2014","0","0"
"HV9632.5.L43 M35 2015","0","0"
"PQ9698.24.A838 L313 2015","0","0"
"PQ7298.23.E538 A43 2008","0","0"
"GN21.R583 S36 2015","0","0"
