CALL #(ITEM),TOT CHKOUT,INTL USE 
D414 .P765 2012,0,0
D421 .C446 2013,0,0
D421 .L86 2013,1,0
D421 .P235 2013,0,0
D422 .E66 2013,5,0
D424 .D47 2012,0,0
D424 .M546 2013,1,1
D424 .T835 2013,1,0
D424.5 .E97 2013,1,0
D436 .H46 2014,1,0
D443 .J56 2013,2,0
D443 .J56 2013,1,0
D443 .R337 2013,0,0
D443 .R345 2013,0,0
D445 .P83 2013,0,0
D445 .T42713 2014,2,0
D5 .B4 fasc. 351,1,0
D5 .B4 fasc. 352,1,0
D5 .B4 fasc. 354,0,0
D5 .B4 fasc. 355,1,0
D5 .B4 fasc. 356,0,0
D5 .B4 fasc. 357,0,0
D5 .B4 fasc. 358,0,0
D5 .B4 fasc. 360,0,0
D5 .E87 2013,0,0
D504 .E77 2008,0,0
D505 .M466 2012,0,0
D510 .M66 2013,0,0
D510 .Z36 2014,0,0
D510 .Z36 2014,0,0
D511 .C538 2014,0,0
D511 .E84 2014,0,0
D511 .H37 2013,7,1
D511 .K653 2014,1,0
D511 .M257 2013b,6,0
D511 .M263 2013,2,0
D511 .O675 2013,0,3
D512 .W38 2014,5,0
D520.A9 H36 2014,2,0
D520.S8 C66 2013,0,0
D521 .C36 2014,1,0
D521 .C36 2014,1,0
D521 .C36 2014,1,0
D521 .D328 2013,1,0
D521 .E75 2014,1,0
D521 .K887 2013,0,1
D521 .L32 2013,0,0
D521 .L365 2014,2,0
D521 .L64 2013,0,0
D521 .M88 2013,2,0
D521 .S452 2014,1,0
D521 .V453 2014,0,0
D522 .B76 2013,2,0
D522 .E76 2014,1,0
D522 .S557 2013,0,0
D522.23 .G45 2014,0,0
D522.25 .P37 2013,2,1
D522.42 .P87 2013,2,0
D523 .E37 2014,0,0
D523 .F87 2014,0,0
D523 .G66 2013,1,0
D523 .H365 2014,0,0
D523 .H365 2014,0,0
D523 .L437 2014,4,1
D523 .M44 2013,0,0
D523 .R43 2014,7,1
D523 .S46 2014,2,0
D524.5 .Z54 2013,1,0
D524.7.F8 A53 2013,0,0
D524.7.F8 M37 2013,0,0
D524.7.G7 K46 2014,2,0
D524.7.G7 S45 2013,1,0
D524.7.G7 W55 2013,1,0
D526.3 .F73 2013,0,0
D528.5 .O98 2014,1,0
D529.4 .O75 2009,1,0
D53.A2 A47 2009,0,0
D53.A2 D583 2013,1,1
D530 .L56 2014,4,0
D530 .S684 2013,0,0
D539 .Z49 2013,2,0
D541 .B687 2012,0,0
D541 .M66 2013,0,0
D544 .D646 2013,1,0
D545.S7 S53 2013,5,1
D545.V3 J36 2013,7,1
D546 .F54 2013,1,0
D546 .G53 2014,0,0
D546 .S74 2013,1,0
D547.A8 T46 2013,1,1
D547.I5 M67 2014,2,0
D548 .C86 2013,0,0
D548 .D45 2013,0,0
D548 .F28 2012,0,0
D548 .G26 2013,0,0
D548.03 .F68 2013,0,0
D548.9.S4 T55 2012,0,0
D550 .B564 2013,0,0
D550 .K75 2013,0,0
D550 .O754 2014,0,0
D551 .N45 2013,0,0
D558 .C443 2013,0,0
D56 .G74 2013,3,0
D56 .M6615 2013,0,0
D56.52.H45 F764 2013,1,0
D56.52.H45 H476 2013,3,0
D565.A2 B37 2013,5,0
D568.3 .C73 2014,2,0
D568.3 .G37 2014,3,0
D568.4.L45 A66 2013,14,0
D568.5 .K58 2013,1,0
D568.7 .S65 2013,0,0
D569.A2 G74 2012,0,0
D57 .C252,0,0
D57 .C252,1,0
D570.2 .H65 2012,0,0
D570.3 90th .S2413 2014,1,0
D570.33 167th .F37 2014,1,0
D570.33 369th .S25 2014,1,0
D570.87.A5 J66 2013,0,0
D570.9 .A67 2013,3,0
D58 .H4713 2013,3,2
D58 .H4713 2014,4,0
D58.D23 C67 2012,0,0
D58.D23 M37 2012,0,0
D58.P8 P659 2013,1,0
D58.P8 P66 2003,1,0
D580 .C83 2013,4,0
D580 .R638 2012,2,0
D581 .P28 2013,1,0
D582.D6 P55 2014,4,1
D585 .K695 2013,0,0
D585 .L692 2012,0,0
D602 .P45 2013,4,2
D603 .S368 2014,1,0
D608 .G35 2013,2,0
D613 .H66 2014,0,0
D619 .F57 2013,2,0
D619.3 .B58 2014,2,0
D62 .T68 2012,0,0
D621.M628 E7 2014,0,0
D622 .L38 2014,0,0
D627.G3 L49 2014,1,0
D627.R8 S87 2014,1,1
D628 .F57 2013,5,0
D629.G3 K75 2014,1,0
D629.G7 M19 2013,1,0
D633 .S43 2013,4,0
D638.G7 G73 2014,0,0
D639.C38 A66 2014,0,0
D639.D4 C73 2013,2,0
D639.R4 J56 2014,2,1
D639.S7 B33 2013,0,0
D639.W7 A354 2013,1,0
D639.W7 F78 2013,0,0
D639.W7 G39 2014,9,0
D640 .B4455 2013,2,0
D640 .C3315 2011,1,0
D640 .G324 2013,0,0
D640 .J693 2013,2,0
D640 .J693 2013,2,0
D640 .S725295 2012,0,0
D640.A2 L69 2014,1,0
D640.A2 R53 2013,2,0
D640.A2 T46 2013,0,0
D640.A2 W37 2013,0,0
D651.C9 V33 2012,0,0
D653 .C58 2013,0,0
D70 .R63 2013,2,0
D70 .R64 2013,3,1
D720 .H46 2014,0,0
D723 .S64 2013,1,0
D727 .M847125 2012,0,0
D727 .M945 2013,0,0
D727 .R674 2013,1,0
D727 .Z45 2013,0,0
D741 .B36 2014,0,0
D742.S58 Z35 2011,0,0
D743 .D58 2011,0,0
D743 .K556 2014,0,0
D743 .S616 2012,0,0
D743.23 .S78 2013,0,0
D743.23 .V56 2013,0,0
D743.42 .D585 2011,0,1
D743.42 .L83 2013,0,0
D743.42 .U83 2013,1,0
D743.42 .V45 2011,0,0
D744.7.E8 C66 2014,1,0
D744.7.J3 S94 2014,2,0
D744.7.U6 H22 2013,2,0
D748 .R397 2013,0,0
D753 .H25 2014,2,0
D753.2.C6 G75 2014,0,0
D754.N34 A36 2013,0,0
D754.S29 H58 2013,1,0
D756.5.D5 O54 2013,1,0
D756.5.N6 D23 2014,3,1
D756.5.N6 G73 2013,0,0
D756.5.N6 H374 2013,0,0
D756.5.N6 Z374 2013,2,0
D756.5.S57 L38 2013,0,0
D757.1 .S837 2012,1,0
D757.85 .B47 2012,0,0
D757.85 .B695 2011,0,0
D757.9.D7 J64 2013,6,1
D760.8.G8 J67 2013,1,0
D760.8.L7 B55 2013,0,2
D761.15 .L4 2013,0,0
D761.3 .P54 2013,0,0
D761.9.F7 B45 2012,0,0
D761.9.F7 R47 2013,1,0
D762.N6 S56 2012,0,0
D762.P3 C62 2013,0,0
D762.P3 M87 2013,0,0
D763.B42 L893 2012,0,0
D763.I8 T83 2013,1,0
D763.I82 C233 2013,1,0
D763.I82 S2539435 2012,1,0
D763.I82 S25437 2013,0,0
D763.N6 D59 2014,0,0
D763.S5 C37 2013,0,0
D764 .B28976 2012,0,0
D764 .B4263 2011,0,0
D764 .B876 2012,0,0
D764 .D2497 2011,0,0
D764 .D733 2013,0,0
D764 .G577 2011,0,0
D764 .I6986 2011,0,0
D764 .I699 2011,0,0
D764 .M3858 2012,0,0
D764 .M71838 2013,0,0
D764 .M71838 2013,0,0
D764 .P483 2012,0,0
D764 .S45283 2012,0,0
D764 .S5938 2013,0,0
D764 .S65 2013,3,0
D764 .T474 2013,0,0
D764 .V457 2011,0,0
D764 .V457 2011,0,0
D764 .V568 2012,0,0
D764 .Z493 2014,2,0
D764.3.B7 A45 2013,2,0
D764.3.H76 M35 2012,0,0
D764.3.K8 B84 2013,0,0
D764.3.K8 S56 2013,5,0
D764.3.L4 F765 2012,0,0
D764.3.L4 I275 2013,0,0
D764.3.L4 I955 2013,0,0
D764.3.L4 K574 2013,0,0
D764.3.L4 P67 2014,0,0
D764.3.L4 S854 2013,0,0
D764.3.M6 M55 2012,0,0
D764.3.M6 N895 2012,0,0
D764.3.M6 R86 2011,0,0
D764.3.O3 S29 2011,0,0
D764.3.S7 B59 2012,0,0
D764.3.S7 B87 2013,0,0
D764.3.S7 E55 2013,2,0
D764.3.S7 K567 2013,0,0
D764.3.S7 S65 2012,0,0
D764.3.S7 S834 2012,0,0
D764.3.V5 M552 2012,0,0
D764.6 .A425 2013,0,0
D764.6 .I96 2013,0,0
D764.6 .M475 2013,0,0
D764.6 .S64 2013,0,0
D764.7.B3 M67 2010,0,0
D764.7.G45 M26 2011,0,0
D764.7.M6 I934 2012,0,0
D764.7.S53 C64 2013,1,0
D764.7.U5 K89 2011,0,0
D764.7.V67 D53 2013,0,0
D765 .P47 2013,0,0
D765.13 .W63 2013,0,0
D765.2.W3 G654 2012,0,0
D765.2.W3 R53 2013,1,0
D765.2.W3 R66 2014,1,0
D765.2.W3 Z9336 2013,0,0
D765.35.H36 C44 2011,0,0
D765.5 .V35 2013,0,0
D766 .B36 2013,0,1
D766 .B83 2014,3,0
D766.32.C4 V58 2013,0,0
D766.6 .T47 2010,0,0
D766.62.S47 O88 2013,0,0
D766.7.I7 A863 2010,0,0
D766.7.I7 A863 2010,0,0
D766.7.I7 A863 2010,0,0
D766.7.I7 A863 2010,0,0
D766.7.I7 A863 2010,0,0
D766.7.I7 A863 2010,0,0
D766.7.I7 A863 2010,0,0
D766.7.I7 A863 2010,0,0
D766.7.I7 O75 2011,0,0
D766.7.S9 F38 2013,0,0
D767 .M5755 2013,4,0
D767 .R43 2014,4,0
D767.2 .H67 2013,2,0
D767.2 .K682 2011,0,0
D767.25.H6 A37 2013,1,0
D767.25.H6 A37 2013,0,2
D767.3 .Q57 2013,0,0
D767.45 .A875 2012,0,0
D767.5 .L56 2010,0,0
D767.55 .B32 2011,0,0
D767.6 .L886 2013,0,0
D767.6 .M37 2013,0,0
D767.8 .M35 2013,0,0
D767.9 .L225 2013,2,0
D767.92 .W67 1993,5,1
D767.92 .Z56 2011,9,1
D767.99.O45 W35 2013,3,0
D768.15 .R67 2013,1,0
D768.154.M66 B87 2012,1,1
D769.2 .K54 2013,2,1
D769.2 .P38 2014,2,0
D769.339 .W35 2013,2,0
D769.45 .R48 2013,0,3
D769.8.A6 N334 2013,3,0
D769.8.A6 T37 2013,0,0
D769.8.A6 T373 2013,1,0
D769.8.H58 U7 2014,1,0
D769.85.V81 R547 2013,0,0
D770 .B785 2013,0,0
D770 .H33 2013,1,0
D770 .H37 2013,2,0
D770 .S74 2013,2,0
D771 .R43 2014,0,0
D779.B53 P53 2010,0,0
D781 .O44 2014,3,0
D781 .S46 2013,2,0
D781 .S55985 2013,1,1
D785 .O937 2013,4,1
D785 .S625 2012,0,0
D786 .J64 2014,1,0
D787 .L84 2012,2,0
D790 .D666 2013,5,0
D790 .H95 2013,2,0
D790.2 .S36 2013,1,0
D792.C95 H384 2012,0,0
D792.S65 M85 2011,0,0
D793 .B47 2011,0,0
D794.5 .H36 2013,1,0
D797.P7 J46 1999,1,0
D798 .W57 2013,0,1
D799.U6 A725 2014,0,0
D802.A2 B24 2012,0,0
D802.A2 E97 2013,0,0
D802.A92 C3765 2013,0,0
D802.B382 A886 2013,0,0
D802.B66 H63 2013,0,0
D802.C942 P7365 2013,5,0
D802.C95 C76 2013,1,0
D802.C95 V97 2012,0,0
D802.D4 H637 2012,0,0
D802.E92 M54 2014,0,0
D802.F8 B414 2013,0,0
D802.F8 C3715 2013,8,0
D802.F8 D24 2013,0,0
D802.F8 D676 2013,0,0
D802.F8 R419 2013,0,0
D802.F8 R658 2013,0,0
D802.F82 C2525 2013,0,1
D802.F82 L944 2013,0,0
D802.F82 M6768 2012,0,0
D802.F82 N667 2013,0,0
D802.F82 P3736 2013,0,0
D802.H9 S94 2013,2,0
D802.I8 P355 2014,1,0
D802.P6 B47 2013,0,4
D802.P6 J247 2014,0,0
D802.P6 K55 2014,0,0
D802.R82 K353 2012,0,0
D802.R82 L374 2010,0,0
D802.S65 K66 2014,0,0
D802.S65 S84 2012,0,0
D802.S65 Z574 2012,0,0
D802.S75 C67 2013,0,0
D802.S75 M56 2012,0,0
D802.S75 P65 2011,0,0
D802.U42 O3 2013,0,0
D804.17 .G416 2010,0,0
D804.17 .I58 2011,0,0
D804.17 .Z88 2012,0,0
D804.175.B4 S36 2014,0,0
D804.195 .G75 2012,0,0
D804.195 .H46 2012,0,0
D804.195 .H47 2013,0,0
D804.195 .H644 2013,1,0
D804.3 .A23 2008,0,0
D804.3 .C437 2012,0,0
D804.3 .D64 2011,0,0
D804.3 .E486 2009,0,0
D804.3 .E894 2014,3,0
D804.3 .K46 2013,3,0
D804.3 .M374 2014,1,3
D804.3 .M398 2014,2,0
D804.3 .M6532 2014,0,0
D804.3 .T334 2013x,2,0
D804.3 .V47 2008,0,0
D804.3.N853 C68 2014,1,0
D804.33 .C644 2013,1,0
D804.33 .G73 2014,1,0
D804.33 .H67 2011,0,0
D804.33 .H68 2012,2,0
D804.33 .J49 2014,1,0
D804.33 .K66 2013,0,0
D804.33 .S55 2013,0,0
D804.33.H35 2013,0,0
D804.348 .B74 2013,1,0
D804.348 .B75 2013,3,0
D804.348 .H6475 2013,0,0
D804.348 .M96 2005,1,0
D804.348 .N38 2014,3,0
D804.348 .N68 2013,1,0
D804.348 .R47 2013,1,1
D804.348 .S335 2013,0,0
D804.45.G7 W35 2014,1,0
D804.47 .C54 2013,6,1
D804.48 .E54 2009,1,0
D804.48 .O98 2013,1,0
D804.48 .U68 2013,0,0
D804.5.G85 N39 2013,2,0
D804.5.H35 L43 2013,0,0
D804.5.J44 H22 2013,0,0
D804.5.W65 R83 2013,0,0
D804.6 .A46 2013,0,0
D804.6 .W3713 2014,3,0
D804.65 .M66 2013,0,0
D804.66.C64 H55 2013,0,0
D804.66.F63 L48 2013,0,0
D804.66.K35 M68 2013,0,0
D804.66.M337 Z82 2013,1,0
D804.66.S39 W488 2013,0,0
D804.66.S46 T4513 2010,3,0
D804.66.T76 T77 2014,1,0
D804.66.W35 J3613 2013,0,0
D804.66.W44 S28 2012,0,0
D804.7.M67 B76 2013,2,0
D804.7.M67 K45 2013,3,0
D804.7.M67 W34 2014,1,0
D804.B38 D256 2013,0,0
D804.C76 K67 2013,0,0
D804.G3 N39 2013,0,0
D804.G4 B769 2014,0,0
D804.Y8 M44 2012,0,0
D805.5.A15 C38 2013,0,0
D805.5.A96 H38 2013,0,0
D805.5.A96 K557 2013,0,0
D805.5.A96 P659 2013,2,0
D805.5.B377 J45 2011,1,0
D805.5.B47 B48 2012,1,0
D805.5.B83 H64 2013,1,0
D805.5.B83 M85 2013,0,0
D805.5.C423 Q38 2013,0,0
D805.5.M38 H65 2013,0,0
D805.5.M38 P47 2013,0,0
D805.5.R38 R39 2013,2,0
D805.5.S23 E53 2012,1,0
D805.5.T74 W43 2014,2,0
D805.C94 E73 2013,0,0
D805.G3 P646713 2013,3,0
D805.G3 S6896 2013,0,0
D805.G3 S845513 2013,3,0
D805.G7 B39 2013,0,0
D805.I8 F47 2013,0,0
D805.P7 C44 2013,0,0
D805.R9 V47 2012,0,0
D805.S65 I2575 2013,0,0
D805.S65 S659 2014,0,0
D805.U5 H47 2013,0,0
D805.Y8 J35 2012,0,0
D807.G4 S74 2013,0,0
D807.S65 A79 2013,0,0
D807.S65 A79 2013,0,0
D807.U6 B37 2013,2,0
D807.U6 S536 2013,0,0
D809.B9 L45 2014,1,0
D809.F7 C56 2013,0,0
D809.F7 L34 2013,0,0
D809.G3 K646 2012,2,0
D809.S8 I5 2013,0,0
D810.A53 E88 2014,0,0
D810.C4 C925 2012,1,0
D810.C4 K57 2013,2,0
D810.C4 M3869 2013,0,0
D810.C4 M63 2013,0,0
D810.C4 P74 2014,3,1
D810.C4 S73 2014,0,0
D810.C4 S756 2013,0,0
D810.C4 S867 2013,0,0
D810.C6 R87 2013,0,0
D810.C696 S69 2013,0,0
D810.C698 Q58 2013,3,1
D810.C7 G64 2013,0,0
D810.C82 M37 2013,1,0
D810.C88 T64 2012,1,0
D810.D4 B46 2013,0,0
D810.D57 G53 2013,1,1
D810.J4 F72615 2013,0,0
D810.J4 M4625 2013,0,0
D810.J4 S599 2007,0,0
D810.J4 S68 2014,2,0
D810.J4 T426 2013,6,0
D810.N3 F74 2013,0,0
D810.N4 B68 2012,1,0
D810.P7 G354 2010,1,0
D810.P7 G7237 2014,5,0
D810.P7 G7246 2013,1,1
D810.P7 G72464 2013,0,0
D810.P7 G76 2014,5,1
D810.P7 P783 2013,0,0
D810.S2 J33 2014,3,2
D810.S7 A675 2014,0,0
D810.S7 B352 2014,0,0
D810.S7 C328 2013,0,0
D810.S7 I65 2013,2,0
D810.S7 K253 2014,2,0
D810.S7 T47 2012,0,0
D810.S7 Z4225 2014,0,0
D810.S8 C67 2013,0,0
D810.S8 K65 2014,0,0
D810.S8 R56 2013,0,0
D810.W7 L69 2013,6,0
D811 .D865 2013,0,0
D811 .J25 2012,0,0
D811 .K57865 2006,1,0
D811 .M494 2010,0,0
D811 .M494 2010,0,0
D811 .M494 2010,0,0
D811.5 .A84 2013,0,0
D811.5 .C4447 2012,0,0
D811.5 .E3413 2013,1,0
D811.5 .K456 2012,0,0
D811.5 .L29 2013,0,1
D811.5 .M85 2013,1,0
D811.A2 D36 2013,0,0
D811.A2 M55 2009,0,0
D818 .G28 2013,1,0
D819.G3 S55 2014,0,1
D820.P7 W37 2014,2,0
D825 .R43 2013,0,0
D829.G3 S56 2014,1,0
D838.B442 S88 2012,1,0
D840 .B88 2013,6,0
D840 .F36 2012,0,0
D840 .H876 2003,0,0
D842 .D33 2013,0,1
D842.2 .B87 2013,0,0
D843 .E69 2013,0,0
D843 .F456 2014,6,0
D843 .K33 2014,0,0
D843 .L286 2013,1,1
D843 .L324 2014,2,0
D843 .L616 2013,0,0
D843 .O87 2013,2,0
D848 .L66 2013,3,0
D848 .L66 2013,1,0
D848 .Z36 2011,0,0
D848 .Z436 2013,0,0
D856 .A178 2013,0,0
D856 .S666 2011,0,0
D860 .I57895 2013,2,0
D860 .K628 2013,0,0
D860 .M525 2014,4,0
D861.3 .S36 2011,0,0
D862 .D86 2013,0,0
D863 .A77 2011,0,0
D863 .A77 2011,0,0
D863 .C54 2013,1,0
D863 .F792 2011,0,0
D863 .L55 2013,0,0
D863 .M35 2014,0,0
D910.5 .S66 2012,3,0
D913 .T74 2014,0,0
D915 .C43 2014,1,0
D915 .S595 2013,1,0
D919 .W58 2012,0,0
D923 .C448 2013,0,0
D923 .L566 2011,1,0
D967 .W58 2013,0,0
D990 .S54 2013,1,0
DA110 .S676 2013,0,0
DA118 .C655 2014,1,0
DA118 .G75 2014,1,0
DA118 .L335 2014,1,0
DA123 .B75 2013,1,0
DA123 .B75 2013,1,0
DA125 .K56 2013,1,0
DA125.A1 P645 2014,0,0
DA125.A1 S29 2013,0,0
DA125.A1 S73 2013,0,0
DA125.I68 A35 2013,0,0
DA125.I85 S65 2013,0,0
DA125.J35 E38 1998,1,0
DA125.M87 A43 2013,1,0
DA125.N4 B86 2014,2,0
DA125.N4 W37 2014,0,1
DA125.S57 B35 2013,0,0
DA125.Y45 S43 2014,0,0
DA125.Z56 K84 2013,0,0
DA135 .M36 2013,2,0
DA145 .G45 2013,0,0
DA145 .H54 2013,2,0
DA145 .H644 2013,6,0
DA145 .M39 2013,0,0
DA147.B69 C67 2012,0,0
DA152 .H528 2013,1,0
DA152 .J67 2014,0,1
DA152 .M37 2014,2,0
DA152 .R37 2014,2,0
DA152.2 .E94 2013,1,0
DA152.2 .F73 2014,3,0
DA152.5.A7 A75 2013,9,0
DA152.5.A7 J64 2014,1,1
DA152.5.A7 S54 2014,1,0
DA153 .A8214 2013,0,0
DA16 .L48 2013,1,0
DA16 .O95 1998,0,0
DA16 .O95 1998,0,0
DA16 .S78 2013,3,1
DA175 .E54 2013,0,0
DA175 .W37 2013,3,0
DA195 .U73 2013,3,0
DA195 .V46 2014,0,0
DA197 .B76 2013,1,1
DA20 .R914 v. 43,0,0
DA20 .R914 v. 44,0,0
DA20 .S9 v. 217,0,0
DA227 .D38 2013,2,1
DA245 .H37 2011,1,1
DA250 .H56 2013,4,0
DA256 .L49 2013,4,0
DA260 .F63 2013,0,0
DA260 .L34 2013,3,0
DA260 .S55 2013,1,0
DA3.F9 B73 2013,0,0
DA3.M3 M373 2013,0,1
DA30 .C888 2012,0,0
DA30 .M64 2013,3,0
DA306.D4 H38 2013,1,0
DA315 .A34 2013,2,1
DA315 .S53 2013,4,0
DA315 .V46 2014,2,0
DA317.1 .G89 2013,1,0
DA330.8.E44 W45 2013,3,2
DA332 .M385 2013,3,0
DA334.M8 B48 2013,3,0
DA347 .T39 2013,0,0
DA355 .L35 2013,4,0
DA355 .L458 2013,5,0
DA356 .A67 2013,1,0
DA356 .W48 2014,1,0
DA356 .W55 2013,2,0
DA358.D765 M43 2013,0,0
DA358.R877 L36 2014,1,0
DA375 .H37 2013,1,0
DA378.B7 B37 2013,7,0
DA378.B7 B37 2013,7,1
DA397 .C87 2013,4,0
DA405 .N38 2013,0,1
DA407.H37 F37 2014,0,0
DA415 .P43 2013,2,0
DA415 .R5554 2013,0,0
DA419.A1 T56 2013,0,0
DA419.S73 A36 2012,0,0
DA435 .N48 2013,0,0
DA435 .S53 2013,0,0
DA44 .J69 2013,0,0
DA45 .B625 2013,1,0
DA45 .B625 2013,1,0
DA452 .F56 2013,2,0
DA47.1 .M583 2013,0,0
DA47.1 .P37 2013,0,0
DA47.2 .G44 2013,1,0
DA47.3 P66 2013,1,0
DA47.65 .M33 2014,0,0
DA47.9.I77 G74 2013,0,0
DA47.9.I8 C46 2013,0,0
DA47.9.U5 H3513 2013,1,0
DA480 .L69 2014,0,0
DA480 .P48 2013,1,0
DA485 .C89 2013,0,0
DA499 .B53 2014,1,0
DA506.B9 B69 2014,3,1
DA506.B9 N67 2013,1,0
DA520 .A635 2012,0,0
DA520 .P46 2014,1,0
DA520 .V47 2013,1,0
DA522.C5 A25 2013,0,0
DA522.J27 P55 2013,1,0
DA531.2 .L46 2013,0,0
DA533 .A35 2013,2,0
DA533 .B56 2013,0,1
DA533 .B78 2013,0,0
DA533 .J64 2013,0,0
DA536.A1 W358 2013,0,1
DA550 .H44 2013,0,0
DA550 .V534 2013,0,0
DA552 .W37 2014,1,0
DA554 .D46 2013,1,0
DA560 .N53 2013,2,0
DA564.B3 H87 2013,0,0
DA565.S39 S39 2011,0,0
DA566.2 .P75 2013,0,0
DA566.4 .A23 2012,0,0
DA566.4 .H34 2013,0,0
DA566.4 .H493 2013,0,0
DA566.7 .R446 2013,4,0
DA566.9 .F47 2013,1,0
DA566.9 .S44 2013,1,0
DA566.9.A1 P436 2013,0,0
DA566.9.C35 J64 2013,0,0
DA566.9.C47 A3 2013,0,1
DA566.9.C5 C595 2013,0,0
DA566.9.C5 F738 2013,0,0
DA566.9.C5 J265 2013,1,0
DA566.9.C5 J36 2014,2,0
DA566.9.C5 S36 2013,1,0
DA566.9.C5 T59 2014,2,0
DA566.9.C5 T69 2013,2,0
DA566.9.C5 U46 2013,0,0
DA566.9.C638 A4 2013,2,0
DA566.9.C77 D86 2013,0,0
DA566.9.L5 C767 2014,1,0
DA566.9.M33 W56 2013,5,0
DA567 .R53 2013,2,0
DA577 .B678 2014,1,0
DA584 .C66 2013,0,0
DA585.G54 C68 2012,0,0
DA586 .W27 2013,1,0
DA587 .W45 2013,3,0
DA588 .H84 2014,1,0
DA588 .T87 2013,0,0
DA589.4 .D45 2012,1,0
DA589.4 .L96 2013,1,0
DA589.4 .P728 2014,1,0
DA589.7 .I57 2014,0,0
DA589.7 .M39 2013,0,0
DA589.8 .G88 2014,1,0
DA589.8 .H65 2014,1,0
DA589.8 .H69 2014,0,0
DA589.8 .S36 2010,1,0
DA591 .H395 2013,1,0
DA591.B347 A3 2014,0,0
DA591.B347 A3 2014,0,0
DA591.B36 A3 2013,0,0
DA591.B56 N56 2013,0,0
DA591.J646 A3 2013,1,0
DA591.P43 A3 2013,0,0
DA591.P64 S37 2013,2,0
DA591.T47 A65 2013,0,0
DA591.T47 G374 2013,0,1
DA591.T47 H34 2014,0,0
DA591.T47 H395 2013,0,2
DA591.T47 M6674 2013,5,0
DA591.T47 R46 2013,1,0
DA592 .K97 2013,0,0
DA632 .M38 2007,0,0
DA645 .A4,0,0
DA645 .A4 Suppl. 2012,0,0
DA655 .T48 2013,4,0
DA66.1.K6 C55 2014,0,0
DA664.L38 R87 2013,1,0
DA67 .W57 2013,0,0
DA670.D5 R944 2013,0,0
DA670.N7 W55 2013,1,0
DA670.S5 B835 2013,0,0
DA670.S9 S87 v. 56,0,0
DA68.12.W4 M85 2013,0,1
DA68.22.G55 A3 2014,0,0
DA682 .F65 2013,5,1
DA682 .U69 2014,1,0
DA684.25 .G56 2013,0,0
DA685.T84 S86 2013,0,0
DA688 .L662 2013,0,0
DA688 .L67 2012,0,0
DA690.C7 G37 2013,1,0
DA690.L8 F76 2013,0,0
DA690.L8 L44 2013,0,1
DA690.N6 G737 2013,0,0
"DA70 .A1 v.117, etc.",3,0
DA70 .W55 2013,6,0
DA711 .W33 2013,1,0
DA720 .F66 2013,0,0
"DA750 .S25 5th ser.,v. 17",0,0
"DA750 .S25 6th ser., v. 5",0,0
"DA750 .S25 6th ser., v. 6",0,0
"DA750 .S25 6th ser., v. 7",0,0
DA759.7.H86 D38 2013,1,0
DA765 .B69 2013,0,1
DA772 .S318 2000,0,0
DA772 .S36 2014,0,0
DA774.4.I72 V38 2013,0,0
DA774.4.P53 H83 2014,1,1
DA777 .C579 2013,1,0
DA777.5 .M389 1998,1,0
DA777.7.A5 K47 2012,0,0
DA780 .N49 2013,1,0
DA782.9.M3 K44 2013,1,0
DA784 .T46 2013,0,0
DA784.6 .G66 2013,1,0
DA787.A1 P67 2013,0,0
DA80 .R67 2013,2,0
DA813 .G88 2013,2,0
DA815 .F786 2013,0,1
DA821 .P58 2013,1,0
DA87 .S28 2013,1,2
DA87.1.R3 W37 2013,1,1
DA88 .R63 2014,0,1
DA880.H4 M39 2013,7,0
DA89 .R44 2014,2,0
DA89 .T56 2013,0,0
DA89 .W57 2014,0,0
DA908 .P47 2013,0,0
DA908 .R44 2013,2,0
DA910 .C36 2014,0,0
DA910 .C84 2014,1,1
DA925 .F36 2014,2,0
DA927 .I76 2014,0,0
DA927 .N49 2014,0,0
DA930.5 .B489 2013,1,0
DA950 .L37 2014,1,0
DA950.7 .K558 2013,2,1
DA952.O34 A15 2013,4,3
DA952.R3 M45 2014,0,0
DA954 .K46 2014,1,0
DA958.P2 P42 2013,1,0
DA959 .C536 2013,1,0
DA962 .B574 2013,0,0
DA962 .C65 2014,1,0
DA962 .E57 2014,3,1
DA962 .G76 2014,0,0
DA962 .T635 2013,1,2
DA962 .T686 2013,3,0
DA963 .C43 2014,1,0
DA963 .C673 2013,0,0
DA963 .K45 2013,0,0
DA963 .K59 2014,0,0
DA963 .M59 2013,5,0
DA963 .N34 2013,0,0
DA965.M648 A3 2014,0,0
DA965.O8 S24 2013,0,0
DA966 .N49 2013,1,0
DA990.T5 D46 2013,0,0
DA995.D75 G85 2013,1,0
DAW1024 .T87 2013,0,0
DAW1038 .H45 2013,0,0
DAW1042 .A62 2012,0,0
DAW1046 .B47 2013,4,0
DAW1047 .C67 2013,0,0
DAW1047 .H36 2012,0,0
DAW1049 .M97 2013,0,0
DAW1051 .C46 2012,1,0
DB116 .N544 2008,0,0
DB116 .N544 2008,0,0
DB2006 .C438 2012,0,0
DB2010 .V65 2013,0,0
DB2011 .S9313 2014,2,0
DB2012 .D75 2013,0,0
DB2015 .K68 2013,0,0
DB2022 .V478 2012,0,0
DB2030 .S635 2013,0,0
DB2040 .S47 2012,0,0
DB2042.G4 J85 2013,0,0
DB2042.G4 K75 2013,0,0
DB2042.G4 Z877 2013,0,0
DB2042.R77 N22 2012,0,0
DB2045 .B564 2004,0,0
DB2049.W35 H73 2013,0,0
