"CALL #(ITEM)","TOT CHKOUT","INTL USE "
"BR526 .H29 2017","0","0"
"PS3613.E46 D6 2017","3","0"
"PS3557.R214 A6 2017","0","0"
"D764 .B6313 2017","4","0"
"PC3680.G7 F74 2017","0","0"
"DS734.7 .G413 2017","0","0"
"PN1995.9.P7 J64 2017","0","0"
"PR6058.I27 H68 2017","0","0"
"PS3623.H578726 H69 2017","3","0"
"DS432.A2 S74 2017","3","0"
"PQ6437.V2 Z75 2017","0","0"
"PK2903 .I528 2017","1","0"
"E184.I5 A45 2017","0","0"
"DD257.4 .A5886 2017","0","0"
"D804.45.I77 L58 2017","1","0"
"PS3562.E339 L66 2017","0","0"
"PS3603.A587 L67 2017","1","0"
"BS2595.52 .M67 2017","0","0"
"PS3619.I5688 M37 2017","1","0"
"PR6116.O55 Z46 2017","0","0"
"PS3562.E353 Z63 2017","1","0"
"PN56.P555 M85 2017","0","0"
"PL3618 .J5313 2017","0","0"
"BF637.S4 J355 2017","0","0"
"PA5614.H77 B6613 2017","0","0"
"PN56.H55 P48 2017","0","0"
"PN56.M54 R66 2017","0","0"
"PR2015 .S77 2017","0","0"
"PL1250.G73 P46 2017","0","0"
"GF21 .T475 2017","0","0"
"PL712 .P65 2017","1","0"
"PN1997.P7385 S36 2017","0","0"
"PN56.H57 B73 2017","1","0"
"PL2675 .J48 2017","0","0"
"BR1601.3 .T425 2017","0","0"
"PQ36.B677 R54 2016","0","0"
"PQ2039 .K84 2017","1","0"
"PN56.M54 S85 2017","0","0"
"PR4167.J5 P46 2017","1","0"
"PR6055.D63 S53 2017","1","0"
"PR9490.52 .S63 2017","0","0"
"PR6105.L76 S66 2017","0","0"
"PS3569.A468 Z88 2017","1","0"
"PR2848 .S646 2017","0","0"
"PR4623 .B43 2017","0","0"
"PS3603.O565 R36 2017","0","0"
"PR275.G44 B58 2017","1","0"
"BS537 .E45 2017","0","0"
"PR468.C6 H37 2017","0","0"
"PL2296 .W368 2017","0","0"
"DS777.46 .K88 2017","0","0"
"PR9199.3.B798 Z46 2017","0","0"
"PS3558.A6712 W53 2017","0","0"
"F2423 .P37 2017","0","0"
"BQ3147 .M513 2017","0","0"
"PR6052.A57 W65 2017","1","0"
"PT2671.E32 D813 2017","0","0"
"PT2621.E24 Z4613 2017","0","0"
"PR9199.3.G46 A65 2017","0","0"
"PR6123.A46 A75 2017","3","1"
"PN2071.R45 A88 2017","0","0"
"PR9199.3.S51764 Z46 2017","0","0"
"BR115.C8 G675 2017","1","0"
"BX4827.B57 H48 2017","0","0"
"PS3602.R34277 A6 2017","0","0"
"PS3603.I53 B76 2017","0","0"
"PE1405.U6 B85 2017","0","0"
"JN1129.L32 N86 2016","0","0"
"PR6035.H96 2017","0","0"
"PR6112.E8926 C66 2016","1","0"
"PR9199.4.S755 A6 2017","0","0"
"BR115.A8 C64 2017","0","0"
"CC135 .C735 2009","1","0"
"PR9199.3.R4643 A6 2017","0","0"
"PS153.A84 T67 2016","0","0"
"PS3603.L3543 A6 2017","1","0"
"PN1643 .A437 2017","0","0"
"PR6062.E9255 A6 2017","0","0"
"BR1065 .S86 2017","0","0"
"PR9199.3.C2798 A6 2017","0","0"
"PS3606.I55334 F43 2016","1","0"
"F1788.22.C3 A5 2017","0","0"
"PT9876.26.L4 S6313 2017","0","0"
"PN56.W3 A53 2017","0","0"
"PS3558.I545 A6 2017","0","0"
"HM621 .F57 2014","6","1"
"DS796.H753 J337 2016","0","0"
"PS3570.A635 A6 2017","0","0"
"DT19.7.M39 G76 2017","0","0"
"F1788.22 .C82 2017","0","0"
"PR4561.A2 K36 2017","2","0"
"PR9199.3.W39 H49 2017","1","0"
"PS3570.A92714 Z46 2017","2","0"
"PR6072.I9 I36 2016","0","0"
"PL8681 .I43 2016","0","0"
"PL528 .R67 2017","0","0"
"DS119.76 .L36 2017","0","1"
"BL410 .W555 2017","0","0"
"PA2080.2 .N48 2017","2","0"
"PS3557.U82 L65 2016","1","0"
"PR6031.R38 M36 2016","2","0"
"PR9199.4.S394 M46 2017","0","0"
"BS2675.52 .L56 2017","0","0"
"PQ7298.436.E65 M5413 2017","0","0"
"PS3551.N444 M57 2017","0","0"
"PL8010 .C26 2017","0","0"
"PS3607.I2249 A6 2017","1","0"
"PS3603.H658 A6 2017","1","0"
"PR9199.3.P425 A6 2017","0","0"
"PR9199.4.C395 A6 2017","0","0"
"PT7513.J64 A6 2017","0","0"
"PR9199.4.W35 A6 2016","0","0"
"BS1455 .H56 2017","0","0"
"PR9199.3.M33413 A6 2016","0","0"
"DF77 .S48 2017","0","0"
"PG3949.21.R38 A2 2016","0","0"
"B835 .D4 2017","1","0"
"F2546 .F559 2017","0","0"
"D923 .N69 2017","1","0"
"PR9199.4.G6765 A6 2016","0","0"
"PS3555.V34 S6 2017","0","0"
"PS3603.O41235 S69 2017","0","0"
"PC4129.E5 L38 2016","1","0"
"PS3568.O327 S64 2017","0","0"
"PL808.I67 A2 2017","3","0"
"BS1184 .S83 2017","1","0"
"B2433.L35854 S87 2017","0","0"
"PQ3919.3.B3668 F4613 2017","0","0"
"PR6102.L69 S95 2016","2","0"
"PR9602.2 .T42 2017","0","0"
"PR9639.3.B875 T46 2016","0","0"
"PQ6435.E5 T47 2017","1","0"
"F1923.T69 F67 2017","1","0"
"F1219.3.G6 M36 2016","0","0"
"PS3603.R38 A6 2017","0","0"
"DS779.4 .F47 2017","0","2"
"BS680.P45 G65 2017","0","0"
"PQ4879.T259 Z46 2017","0","0"
"HC182 .A7154 2015","0","0"
"PQ4861.P63 T56 2017","0","0"
"PQ4886.A75 Z46 2017","0","0"
"HV183 .T75 2014","0","0"
"JC599.T28 Z43 2008","0","0"
"PN2451 .S45 2015","0","0"
"F2235.C285 T47 2015","0","0"
"G163 .T37 2013","0","0"
"HD9506.B54 C6736 2015","0","0"
"PQ3989.3.N3473 C66 2015","0","0"
"PQ3989.3.T4245 D59 2016","0","0"
"BQ946.U226 R4 2009","0","0"
"PR8658 .K57 2017","0","0"
"D900 .L555 2016","0","0"
"PQ4692.G25 Z7 2017","0","0"
"B243 .I66 2016","1","0"
"PQ4903.A4235 A6 2017","0","0"
"PQ4903.A4235 A6 2017","0","0"
"PQ4903.A587 M37 2017","0","0"
"PQ4904.I83 S73 2017","0","0"
"PQ2673.O463 V47 2017","0","0"
"PQ2667.I9 J68 2017","0","0"
"PQ2670.O59 Z716 2017","0","0"
"PN1998.2 .F338 2017","0","0"
"PN56.F4 G46 2017","0","0"
"JQ1530 .T356 2009","0","0"
"JQ1530 .T356 2009","0","0"
"DK189.2 .O265 2011","0","0"
"DK189.2 .O265 2011","0","0"
"DK189.2 .O265 2011","0","0"
"PA4368.D47 D4 2016","0","0"
"HQ511 .F39 2016","0","0"
"PQ4683.B19 A6 2017","0","0"
"HQ1154 .D43 2016","0","0"
"DB2078.H8 P45 2017","0","0"
"PG5038.D35 Z48 2016","0","0"
"PQ6433.S25 D49 2017","0","0"
"PQ6672.A92 P5 2017","0","0"
"PC3901 .H572 2013","1","0"
"PQ6669.A612615 D67 2017","0","0"
"PN1998.3.F463 P53 2017","0","0"
"GV1796.F55 B53 2017","0","0"
"DS777.488.Y77 Z44 2010","0","0"
"PG5039.32.O54 H88 2014","0","0"
"F2810 .C825 2015","0","0"
"F3011.N48 C75 2015","0","0"
"F3031.5 .S22 2015","3","0"
"DS777.53 .X53 1998","0","0"
"JL2669.P7 G37 2016","1","0"
"D743.42 .W56127 2014","0","1"
"PG963 .B8","0","0"
"HQ1143 .L575 2012","0","0"
"PN1998.3.P367 L33 2017","0","0"
"DS799.843 .G86 2008","0","0"
"PA3015.N4 H6 2010","0","0"
"BQ649.T32 L583 2009","1","0"
"LC196.5.E8 F67 2016","0","0"
"DG579.S43 M87 2017","0","0"
"PQ4866.O43 D57 2017","0","0"
"F2849 .H58 2015","0","0"
"DG575.P44 G363 2017","0","0"
"B398.M8 C65 2017","0","0"
"PS3620.A6833 S27 2016","1","0"
"JC323 .F76 2017","0","0"
"LA563.7 .C38 2016","0","0"
"DS793.K4 C5215 2009","0","0"
"DS793.K4 C5215 2009","0","0"
"PN1993.5.S7 V46 2016","0","0"
"DS799.816 .Z4 2008 v.10","0","0"
"DS799.816 .Z4 2008 v.13","0","0"
"PE1408 .G612 2016","2","0"
"DS773.86 .Z464 2007","0","0"
"DS799.783 .Z437 2008 v.9","0","0"
"PQ6653.O39 L86 2016","0","0"
"DS799.783 .Z437 2008 v.11","0","0"
"N6630 .Q347 2014","0","0"
"PQ7084 .T69 2016","0","0"
"PQ7815 .A68 2014","0","0"
"DS799.82.C434 A4 2009","0","0"
"DS799.82.C434 A4 2009","0","0"
"PN1998.3.D48155 C56 2017","0","0"
"PQ2619.O78 Z65 2017","0","0"
"PQ6341.C15 G37 2015","0","0"
"PQ6629.A7 Z7734 2017","0","0"
"HC430.5 .C4514 2009","0","0"
"HC430.5 .C4514 2009","0","0"
"HD1333.B5 C65 2016","0","0"
"PQ6085 .A745 2017","0","0"
"RC537 .N49 2017","1","0"
"PC3946.B3 P647 2016","0","0"
"LC92.A6 E37 2015","0","0"
"BP166.14.M63 D4 2017","3","0"
"PN6747.M66 Z46 2014","4","0"
"DK265 .S446 2017","1","0"
"U21.75 .C57 2017","1","0"
"PQ4171 .C66 2015","0","0"
"BX100.5 .F66 2017","0","0"
"BX100.5 .F66 2017","0","0"
"PQ2025 .C6 2014","0","0"
"HD938 .L48 2008","0","0"
"PQ6046.G375 A76 2014","0","0"
"JX4084.S63 M374 2014","0","0"
"P119.32.U38 B38 2017","2","0"
"DS247.4.S85 P38 2016","0","0"
"PJ7816.A4324 M29 2017","0","0"
"PJ7816.A4324 T28 2017","0","0"
"DK651.U3 U34 2015","0","0"
"DK651.U3 U34 2015","0","0"
"PQ9534.B57 S57 2013","0","0"
"PQ8520.26.O72 H54 2016","1","0"
"CS859.B99 B99 2016","0","0"
"BP127 .L3 2016","0","0"
"PJ7962.A99455 N35 2016","0","0"
"PN1661 .S86 2017","0","0"
"PT2423 .L4 2005","0","0"
"HQ1031 .C383 2017","5","0"
"BP190.5.S93 A45 2017","0","0"
"DS134.9.V53 M69 2013","2","1"
"JC131 .G74 2017","1","0"
"PJ7950.U874 D85 2017","0","0"
"PR9199.3.C5265 A6 2016","0","0"
"PN56.D56 S36 2016","0","0"
"DS799.823 .E742 2002","0","0"
"DS799.823 .E742 2002","0","0"
"E457.45 .B58 2017","2","0"
"E457.2.K39 E45 2017","1","0"
"PJ7910.H524 Z35 2017","0","0"
"PN3383.P7 M4 2017","0","0"
"PJ7862.A3 Z46 2017","0","0"
"PQ6071 .G542 2016","1","0"
"PQ6718.O82 W4 2016","0","0"
"BT660.M67 F54 2015","1","0"
"PA6705.A9 B65 2017","0","0"
"PS3552.U46725 F82 2013","0","0"
"PQ4615.B8 A2 2017","0","0"
"PQ7298.413.H37898 D47 2016","1","0"
"E78.C2 K94 2007","0","0"
"HC427.8 .B64 2017","0","0"
"DG577.5 .M345 2017","1","0"
"HC153.S453 B35 2016","0","0"
"BP190.5.F7 A4 2016","0","0"
"E97 .L48 2017","0","0"
"BF1078 .E66 2017","1","0"
"HQ519 .C46 2017","0","0"
"PN1991.8.L5 M37 2017","1","0"
"P118.2 .Z99 2017","0","0"
"HV6439.U7 T37 2017","0","0"
"HD8072.5 .C525 2017","0","0"
"GT4811.S25 S76 2017","0","0"
"KG483.W66 D46 2017","1","0"
"E99.I7 C6 2017","0","0"
"HQ1421 .B445 2017","0","0"
"HV553 .M279 2017","0","0"
"GV837 .K594 2017","0","0"
"KNP327.6 .X538 1997","0","0"
"HQ1236 .M36 2017","0","0"
"JZ1734.A5 J35 2017","0","0"
"JN6766 .C5 2017","3","0"
"HV5292 .F555 2017","2","0"
"LC191 .E38 2016","2","0"
"HD4870.E65 K53 2017","0","0"
"UA10.5 .E97 2017","1","0"
"HQ1075.5.N8 G46 2016","0","0"
"KH136.W64 P53 2017","0","0"
"GV1049.2.G57 O27 2017","0","0"
"K3585 .G45 2017","0","0"
"DA555 .G73 2017","3","0"
"HD9502.E852 G85 2017","0","0"
"CC135 .H47 2017","0","0"
"LC72.5.T87 L36 2017","0","0"
"HC79.I55 M3668 2017","2","0"
"HV635.5 .Q48 2017","0","0"
"PN4784.T4 F78 2017","0","0"
"LB3051 .S62 2017","0","0"
"HN380.7.Z9 R36 2017","1","0"
"HD9161.B612 N44 2017","1","0"
"HQ1421 .P485 2017","3","0"
"LB1088 .T75 2017","1","0"
"JK2071 .K56 2017","0","0"
"HX243.M58 Z56 2017","0","0"
"JZ5538 .W79 2017","0","0"
"LB1707 .A74 2017","0","0"
"JK274 .F26 2017","0","0"
"LB2805 .B695 2016","1","0"
"LC1091 .C5243 2017","2","0"
"P91.3 .I5325 2016","0","0"
"BF408 .C6935 2017","0","0"
"HV6322.7 .J37 2017","1","0"
"LC4717 .R87 2016","0","0"
"LC990 .H64 2017","1","0"
"HD9878.H86 F74 2017","0","1"
"HC256.7 .P65 2017","0","0"
"HG2461 .D68 2017","0","0"
"HM881 .U73 2017","0","0"
"JZ1480 .C477 2017","2","0"
"DG424 .L38 2017","0","0"
"PQ2675.U72 D47 2017","0","0"
"PN685 .A58 2017","0","0"
"CB78 .D38 2017","1","0"
"HC830 .I7545 2016","1","0"
"PN2598.H337 A3 2017","1","0"
"DT107.827 .D377 2017","0","0"
"HV1559.T34 Z45 2001","0","0"
"HV1559.T34 Z45 2001","0","0"
"HV1559.T34 Z45 2001","0","0"
"PQ4876.A3937 A79 2017","0","0"
"F1928.2 .L575 2016","0","0"
"DP302.A467 M87 2017","0","0"
"PQ9698.16.O46 S46 2009b","0","0"
"E78.C2 K95 2013","0","0"
"BP65.S7 A52 2017","0","0"
"PQ1927 .A69 2017","0","0"
"PQ2668.O77 Z745 2017","0","0"
"PQ7390.A8 P64 2014","1","0"
"F1928.2 .M53 2016","0","0"
"PQ2613.I2 Z78 2017","0","0"
"JV7590 .P87 2017","0","0"
"PQ4655 .S452 2017","0","0"
"JC49.I2633 A23 2017","0","0"
"KKT3023 .D474 2016","0","0"
"PQ7798.13.O97 D37 2016","0","0"
"PA6320 .T68 2017","0","0"
"BP80.Z396 A28 2017","0","0"
"HD5764.5.A6 M37 2015","0","0"
"DS63.123 .A89 2017","0","0"
"PQ7392.C3696 F73 2015","1","0"
"JQ3298.J18 B85 2017","0","0"
"PS3566.A822 T86 2017","0","0"
"DS247.Q38 G48 2017","0","1"
"PQ6662.A575 E98 2017","1","0"
"JQ3898.A1 U437 2017","0","0"
"F1919 .D46 2016","1","0"
"DP103.7 .M873 2017","0","0"
"DP103.7 .M873 2017","0","0"
"DP103.7 .M873 2017","0","0"
"DS70.8.T85 B38 2017","0","0"
"HD1699.N494 M87 2017","0","0"
"PQ4827.U9 Z48 2017","0","0"
"PQ3949.2.M57 I42 2015","1","0"
"RA427.8 .J53 2009","0","0"
"PQ3949.3.B526 P58 2016","1","0"
"HQ1381 .F36 2016","1","0"
"GV722 2008 .H35 2009","0","0"
"Z997.V254 R44 2016","1","0"
"LA1133 .Z434 2011","0","0"
"P1081 .M66 2016","1","0"
"F1376 .S646 2016","0","0"
"DS127 .L39 2017","3","0"
"PN6109.C6 G45 2015","1","0"
"PQ9698.426.R379 E78 2004","0","0"
"F3320.2.Y8 L34 2016","0","0"
"JV7321 .T87 2016","0","0"
"HQ684 .L563 1992","1","0"
"B5800 .K37 2017","0","0"
"BD581 .R74 2017","0","0"
"PQ307.C54 L587 2017","0","0"
"PQ7298.15.L5 F334 2013","0","0"
"PQ7392.M436 F35 2015","0","0"
"PR6039.O32 B47 2017","1","0"
"PL992.9.M83 A913 2017","0","0"
"PQ7392.P4478 S63 2014","0","0"
"PQ7392.L668 L48 2015","1","0"
"PQ7392.L32 G38 2015","1","0"
"PQ7390.L865 D43 2015","1","0"
"PQ8550.413.A65 K8 2016","1","0"
"JL1090 .E83 2014","0","0"
"PL2950.A38 A45 2017","0","0"
"PL992.78.S65 A2 2016","0","0"
"PR9619.3.C695 A83 2017","0","0"
"BL51 .B69 2017","1","0"
"PR6037.M425 A6 2017","0","0"
"PN81 .S2284 2017","0","0"
"PT2713.E94 I5213 2016","0","0"
"PS3603.H44723 C38 2017","2","0"
"BR1285 .F85 2016","0","0"
"BJ1251 .C496 2017","0","0"
"BX8128.W64 Y63 2017","1","0"
"F2230.1.F2 C66 2017","1","0"
"B945.P584 M44 2017","1","0"
"PS3558.O893 A6 2017","2","0"
"PS3604.A958 D58 2016","1","0"
"PR9199.3.M24 D72 2017","1","0"
"BR1640 .E854 2017","0","0"
"B93 .F55 2016","0","0"
"PS3563.A722 A6 2017","0","0"
"CC135 .F87 2012","1","0"
"PR830.T3 T37 2017","0","0"
"PT9876.3.R3 A2 2017","0","0"
"HM651 .P674 2017","1","0"
"PS3616.I3545 H47 2016","2","0"
"DS109.95 .H65 2010","1","0"
"PS3613.C486 A6 2017","0","0"
"PR6052.E18 H97 2017","3","0"
"PR9387.9.O866 A6 2017","0","0"
"PR9199.4.B75625 I52 2017","1","0"
"BL1035 .A43 2017","0","0"
"PN1995.9.S26 R44 2017","0","0"
"B105.M56 G537 2017","2","0"
"PA3084.P7 P37 2017","2","0"
"D805.5.D33 Z45 2017","1","0"
"PN2055 .R69 2017","0","0"
"PN56.C618 H37 2017","0","0"
"BR252 .E93 2017","0","0"
"F1788.22.R36 A3 2016","1","0"
"F1414 .B43 2017","1","0"
"PS3605.A785 U53 2016","1","0"
"B745.M4 H35 2017","0","0"
"PS3503.R7244 Z992 2017","1","1"
"DT394 .M47 2017","0","0"
"F395.M5 E45 2017","4","0"
"E185.97.S6 L56 2017","0","0"
"D1065.G3 L48 2017","1","0"
"F574.D49 N429 2017","3","0"
"PQ3989.2.M217 P4813 2017","2","0"
"DT3389 .S24 2017","0","0"
"PN2638.P495 A3 2017","0","0"
"PR502 .G67 2017","0","0"
"PR9619.3.J37 E76 2017b","3","0"
"PR9199.3.R465 Z58 2017","0","0"
"PA8004.B494 F45 2017","1","0"
"DS146.U6 F76 2017","0","0"
"B829.5 .B45 2017","0","0"
"PS2127.A75 T65 2017","0","0"
"PR6111.H355 H65 2017","1","0"
"BJ1533.D45 H86 2017","0","0"
"PT8105 .I5713 2017","0","0"
"PN1993.5.I86 M37 2017","0","0"
"PN3377.5.D4 D88 2017","0","0"
"PS3619.T3664 L37 2017","0","0"
"E457.2 .K356 2017","1","0"
"PR9199.3.G658 L58 2017","0","0"
"BJ1476 .M663 2017","1","0"
"PS3527.A15 Z748 2017","0","0"
"PS3569.H387 A6 2017","3","0"
"HQ799.5 .D37 2017","0","0"
"PT8952.18.O386 O3413 2017","1","0"
"PN1997.T427 A45 2017","1","0"
"B944.P72 C355 2017","0","0"
"PN1995.9.S6 M36 2017","0","0"
"PS193 .S73 2017","0","0"
"DG59.A2 R66 2017","1","0"
"DK266.45 .H67 2017","0","0"
"DL5 .F47 2017","0","0"
"PS3623.I5894 S36 2017","1","0"
"BX4601.N4 M37 2017","0","0"
"BD438.5 .M39 2017","1","0"
"PS3563.A679 T35 2017","2","0"
"E183.8.J3 M47 2017","1","0"
"PS153.N5 W85 2017","0","0"
"DR2240 .B6713 2017","1","0"
"PS3515.A7813 M43 2016","0","0"
"PS3607.A35942 R58 2017","2","0"
"BS309 .P54 2016","0","0"
"HQ767.5.U5 S36 2015","0","0"
"HD58.7 .D44 2017","0","0"
"P95.82.U6 G58 2017","3","0"
"HC426.5.A2 Y5 2017","0","0"
"E99.K55 S84 2016","0","0"
"HC430.5 .D472 1996","0","0"
"PQ9469.3.C363 L83 2016","1","0"
"HD938.2 .X9 1991","0","0"
"PS3573.A4256348 E98 2017","1","0"
"GV1049.2.G57 G35 2017","0","0"
"PQ7390.S3995 M37 2015","1","0"
"PQ7390.V3727 D63 2015","1","0"
"HC430.5 .W3 1987","1","0"
"PQ8176 .N375 2016","0","0"
"KF9227.C2 S74 2016","0","0"
"RG106.4.C7 G34 2016","1","0"
"DC110 .S936 2017","1","0"
"HC430.5 .L576 1987","1","0"
"PR9199.4.R64 T68 2016","1","0"
"K3585 .G665 2017","0","0"
"PC2075 .P46 2017","0","0"
"HD2346.C7 I34 2015","1","0"
"F1256 .M625 2014","1","0"
"BX1912 .M37 2017","0","0"
"PQ2631.R63 A7338 2017","0","0"
"PQ8550.417.I13 S37 2016","0","0"
"F2538.5.L85 A5 2003","2","0"
"PQ1979 .D55 2017","0","0"
"PQ8520.428.O345 E36 2016","0","0"
"E99.A35 S54 2008","1","0"
"PQ2663.I9 Z55 2017","0","0"
"TD227.M3 P47 2016","0","0"
"TD227.M3 P47 2016","0","0"
"PQ7390.C72 N38 2014","0","0"
"G1201.A5 H67 2017","0","0"
"PQ2152.A38 Z48 2003","0","0"
"BP166.14.F85 J54 2016","1","0"
"PQ8520.13.O8 O73 2016","1","0"
"DT378.3 .E84 2016","0","0"
"PA3315 .O8","1","0"
"PR6063.A2498 A6 2017","0","0"
"PS3616.O658 B67 2008","0","0"
"PG3456.T8 S35 1992","0","0"
"B945 .W321 2017","5","0"
