"CALL #(ITEM)","TOT CHKOUT","INTL USE "
"PH3070 .H37 2010","0","0"
"PH3042 .A425 2010","0","0"
"DR2095.5.H85 V45 2010","1","0"
"BX2321.S3 C355 2011","2","0"
"BL980.C94 N476 2010","0","0"
"PR6045.A97 Z6829 2003","0","0"
"PS369 .S78 2011","0","0"
"PQ6066 .O73 2010","5","2"
"PR9340 .L49 2011","3","0"
"PR4969 .G33 2011","0","0"
"E183.8.F8 B724 2011","4","0"
"BP170.5 .K77 2011","5","0"
"PN4784.C73 M85 2011","1","0"
"BR526 .S48 2011","5","1"
"PQ1240.E8 F37 2011","5","1"
"DS119.7 .P288825 2011","5","0"
"PS310.M57 F67 2011","5","0"
"BP192.7.I4 R84 2011","5","0"
"PR9199.3.G574 Z59 2011","0","0"
"BS1315.52 .K66 2011","1","1"
"BX1410 .W66 2011","2","0"
"DD247.H5 F525 2011","3","0"
"PR3757.W2 Z645 2011","2","0"
"E180 .S744 2011","3","0"
"BL410 .E34 2011","2","1"
"PN2598.L577 H655 2011","0","0"
"PR2054 .K54 2011","3","0"
"CT275.W32826 A3 2011","2","0"
"D810.Y74 K83 2011","0","1"
"F1435.3.A7 L47 2011","1","1"
"PR8771 .M62 2011","0","0"
"PA3267 .W55 2011","2","0"
"BR65.A9 N54 2011","3","0"
"PS3561.A842 Z75 2011","8","0"
"BX9355.N35 B35 2011","2","0"
"DP183 .H64 2011","3","0"
"E99.P9 R36 2011","2","0"
"PR317.A55 S36 2011","1","0"
"PR5820.S23 D54 2011","6","0"
"CC77.U5 S675 2011","0","0"
"PN183 .A78 2011","0","0"
"PR539.E64 B66 2011","6","1"
"BR1720.T36 S36 2011","1","0"
"GN17.3.C16 A58 2011","0","0"
"B1348 .D53 2011","2","0"
"PS3602.A77547 B53 2011","2","1"
"PG5039.18.R2 P7613 2011","5","0"
"DK759.K3 W54 2011","0","1"
"E184.S75 Z37 2011","1","2"
"PL519 .M33 2011","6","0"
"PR275.H5 E36 2011","2","0"
"JN1129.L32 D33 2011","1","0"
"F3095 .W66 2011","1","1"
"PL4758.65.E5 A56 2011","0","0"
"BP52.5 .R363 2011","3","0"
"BX1795.P47 V63 2010","3","0"
"DB2221.N68 K36 2011","0","0"
"PQ7797.F312 Z83 2010","0","0"
"PQ6081 .N86 2010","0","0"
"F2510 .P76 2011","0","0"
"TF140.K38 A3 2006","0","0"
"P40.45.U5 S63 2010","1","1"
"PG3478.L443 Z678 2010","0","0"
"CT1203.N6933 S49 2010","0","0"
"PQ2678.E456 I53 2004","0","0"
"BM530 .V57 2011","0","0"
"PS153.N5 N86 2011","2","1"
"PS229 .G73 2011","4","2"
"BR526 .S93 2011","0","0"
"BJ1491 .B49 2011","2","0"
"BR563.N4 H57 2011","1","0"
"DP302.C616 C66 2011","5","2"
"BD171 .C355 2011","2","0"
"PR6005.O4 Z756 2011","1","1"
"DS63.1 .A375 2011","0","0"
"E99.D1 G34 2011","0","0"
"DS392.N67 T75 2011","1","0"
"P40.45.S6 B75 2011","0","0"
"E184.A1 C67 2011","2","0"
"P217.3 .K66 2011","0","0"
"E745.M37 G46 2011","1","0"
"PS217.G75 H46 2011","5","0"
"PS3505.A3113 Z84 2011","2","0"
"PS3569.A5195 Z465 2011","0","0"
"P302.77 .L44 2011","3","0"
"PQ2665.C5 D4713 2011","1","0"
"DG738.14.M2 U54 2011","4","0"
"PR6019.O9 Z7256 2011","0","0"
"PN2598.C17 A3 2010","1","0"
"DC216.6 .S56 2011","5","0"
"HN660.Z9 I562 2011","4","0"
"PN1992.3.G7 B644 2011","0","0"
"PN1993.5.I86 Y88 2011","3","1"
"E711 .M45 2011","5","0"
"PN1995.9.P678 P65 2011","1","0"
"PQ6142 .P74 2011","4","1"
"DT30.5 .M4528 2011","0","0"
"DS108.9 .Y23 2011","0","0"
"BS1485.53 .G74 2011","6","1"
"BT738.15 .S76 2011","1","0"
"DS799.625 .R54 2011","2","1"
"B3611.A44 D53 2011","11","0"
"PS153.N5 A93 2011","5","1"
"PR6112.E96 B44 2010","1","0"
"BS650 .S64 2011","0","1"
"PR6052.E18 B54 2010","1","0"
"PS3557.R376 Z97 2011","0","0"
"BR1644.3 .A45 2011","7","0"
"PS153.N5 B5545 2011","13","0"
"PN1993.5.C4 C4422 2011","5","0"
"PS3555.Q5 C56 2011","1","0"
"PR6105.L607 C57 2010","1","0"
"PQ2679.C37844 C6613 2011","1","0"
"PS3614.A573 C66 2011","1","0"
"PS3554.A9356 C69 2011","3","0"
"PR6056.O834 D36 2010","2","1"
"PS3570.A2848 D45 2011","0","0"
"PR9499.4.C44 D57 2010","1","0"
"PR9369.4.H53 D74 2010","3","3"
"PS3551.L25 M3 2011","2","0"
"PS3551.L25 M3 2011","2","1"
"PN1995.9.E42 L38 2011","2","0"
"PL2886.U155 E67 2011","1","0"
"PN2273.W4 A36 2011","1","1"
"BL200 .N34 2011","1","0"
"F2279 .L44 2011","16","2"
"PS3612.E5422 F45 2011","0","0"
"PQ8897.R5 F513 2011","0","0"
"PN1998.3.B7557 T77 2011","0","0"
"BJ1461 .C35 2011","2","2"
"DS371.412 .W555 2011","3","0"
"PS3607.N345 H43 2011","0","0"
"PR9619.4.M855 H65 2010","2","1"
"BX9793.B68 S68 2010","0","0"
"E98.P5 M47 2011","0","0"
"PN1998.3.D37 S45 2011","0","0"
"PR6115.C674 J85 2010","0","1"
"PR6029.B65 M355 2011","0","0"
"PS3612.E967 L54 2011","0","0"
"PR6106.I534 L55 2010","1","0"
"PN2287.L285 L39 2011","0","0"
"PR6069.E368 M36 2010","2","0"
"PR6123.E46 M43 2010","1","0"
"PR6102.R58 M43 2010","2","0"
"CB478 .D85 2011","1","0"
"PR6114.O74 N35 2010","0","0"
"BJ21 .N49 2011","1","0"
"PS3601.D379 O7 2010","6","1"
"PR6110.O36 P54 2010","2","0"
"PS634.2 .P65 2011","0","0"
"PR6111.E497 P75 2010","3","0"
"BQ8915.2.N353 K57 2011","2","5"
"PN1995.9.P6 N55 2011","3","0"
"PR6113.A98 P76 2010","2","0"
"PS3614.U43 R34 2011","1","0"
"PG1196.23.A27 R4613 2011","0","0"
"BT110 .R53 2011","2","1"
"BX8641 .B46 2011","2","0"
"BT220 .L68 2011","0","0"
"PN1992.8.S4 S575 2011","3","1"
"PN1992.77.D28 S74 2011","7","0"
"PS3558.A7238 S85 2010","2","0"
"PN1997.S755 S64 2011","0","0"
"PS3562.E255 T47 2011","0","0"
"PR6103.A785 T46 2010","1","0"
"PR6123.O474 T47 2010","1","0"
"PS3553.O6438 W47 2011","1","0"
"BT19 .J68 2011","2","0"
"PR6103.A774 W43 2010","1","0"
"B3376.W564 C53 2011","3","1"
"PR1259.P64 W66 2010","0","0"
"BT103 .H373 2010","0","0"
"PS3557.O829 A615 2011","0","1"
"PQ2679.I458 P49 2010","0","0"
"PN6065.A61 C668 2004","0","0"
"PN6065.A61 C448 2006","1","0"
"PR6025.A86 T4","1","0"
"PN6065.A61 C445 2006","0","0"
"F2066 .R34 2004","1","0"
"DD256.35 .V678 2011","0","0"
"PN56.I65 M48 2011","0","0"
"F1408.3 .R442 2010","1","0"
"DK67.5.B95 C537 2011","0","0"
"PQ7001.C34 G46 2010","0","0"
"BX4220.A7 F73 2010","0","0"
"PQ7798.16.E748 D63 2010","3","0"
"DT249 .H57 2010","0","0"
"JL2031 .E74 2010","0","0"
"F2849 .F455 2010","0","0"
"D546 .S66 2011","0","0"
"PN98.E36 E28 2010","5","1"
"PT2611.R814 M6 2011","0","0"
"HS641.9 .F744 2009","5","0"
"PT2603.A147 R34 2011","0","0"
"DD254 .S64 2011","1","0"
"DD254 .S64 2011","1","0"
"PS285.C47 K64 2011","0","0"
"D811 .G69945 2011","1","0"
"PQ6105 .E65 2011","1","0"
"PS3525.I495 A17 2011","5","0"
"PA2898.S6 M63 2010","1","0"
"BM654 .H86 2011","1","0"
"DS79.766.L66 A3 2011","0","0"
"D431 .S65 2011","0","0"
"PR605.W3 R53 2010","1","1"
"HV5840.A72 B8257 2010","3","0"
"PQ7798.12.E39517 M43 2010","0","0"
"HD8270.B8 C47 2010","0","0"
"F1408.3 .C678 2010","1","1"
"PQ7798.17.U254 E45 2010","0","0"
"PG3476.T75 A3 2010","1","0"
"JV7590 .E3 2010","0","0"
"PT2671.U7123 V68 2011","0","0"
"PT2667.E718 A6 2011","0","0"
"U413.A66 C644 2011","6","0"
"PN1998.3.A79 A65 2011","0","0"
"PS3231 .W322 2011","1","0"
"U413.A66 G38 2011","1","1"
"PQ621 .G68 2011","0","0"
"F1419.S63 E95 2011","2","0"
"D627.I8 G67 2011","0","0"
"PT771 .G73 2011","2","0"
"UB323 .H635 2011","0","0"
"DD901.B71 B62 Bd. 70","1","0"
"D766.7.C7 R53 2011","1","0"
"HG6024.3 .D365 2011","5","0"
"PN56.E45 B35 2011","5","0"
"HV5840.L3 C435 2011","5","0"
"PQ4315.3 .N43 2011","5","2"
"DD74 .W45 2010","0","0"
"RA643.86.M3 L563 2011","1","0"
"B2430.L963 Z88 2011","0","0"
"DC158.8 .T38 2009","0","0"
"Z2015.A1 A4 v. 19, pt. 3","0","0"
"PR3093 .L46 2010","0","0"
"D808 .Z957 2010","3","0"
"DD260.85 .S364 2010","1","0"
"BL240.3 .L458 2010","4","0"
"PN1998.3.P6635 J86 2011","1","0"
"DK503.76 .S653 2011","1","0"
"D765.2.W3 W355 2011","0","0"
"DJK38 .S35 2011","0","0"
"PQ7298.23.O732 J68 2010","0","0"
"QH109.A1 F45 2010","1","0"
"N6559.V37 M46 2010","0","0"
"D811 .R4954 2010","0","0"
"PN6065.A61 D458 2003","0","0"
"KF902 .K476 2011","0","0"
"PS595.A75 V58 2010","0","0"
"DK32 .I59 2011","4","0"
"HC79.C6 M87 2009","1","0"
"F277.B3 D3 1983","1","0"
"BJ1535.C7 B37 2011","5","0"
"B3317 .H68 2002","2","0"
"BP188.5 .R53 2011","1","0"
"PR1272.2 .H65 2011","2","0"
"HC107.H3 H69 2011","1","0"
"BP166.14.M63 S25 2011","3","0"
"DA28.4 .Q56 2011","0","0"
"UG793 .B54 2011","1","0"
"UG793 .B54 2011","0","0"
"PN6065.A61 D965 1999","0","0"
"PN6065.A61 J48 2001","1","0"
"PR6039.E85 A19 2010","0","0"
"PN6065.A61 M466 2006","0","0"
"PN6065.A61 R65 2001","2","0"
"PN6065.A61 S425 2006","0","0"
"PN6065.A61 S744 2003","0","0"
"PN6065.A61 S75 2005","0","0"
"PN6065.A61 S768 2003","1","0"
"DT295.3.L43 A3 2011","0","0"
"PB1307 .W37 2011","1","0"
"U37 .K755 2010","0","0"
"PQ8497.A65 Z87 2011","2","0"
"JN6699.A5 K955 2011","0","1"
"P1078.Z5 T47","1","0"
"F3442.V3753 R46 2010","1","0"
"PQ7361 .C36 2011","0","0"
"HE216.Z7 C483 2009","0","0"
"F1256 .M374 2009","0","0"
"PN6289 .H35 2011","0","0"
"PN1998 .A558 2009","0","0"
"HV600 2010 .C5 V55 2010","0","0"
"PQ7298.413.A47 E98 2009","0","0"
"HD9940.G82 C56 2011","1","0"
"HD9940.G82 C56 2011","1","0"
"HD9940.G82 C56 2011","1","0"
"DA803.7.A4 M33 2011","1","0"
"PN6263.L383 A34 2011","0","0"
"PQ7298.432.A432 M35 2010","0","0"
"B2637.M52 G4 2011","1","0"
"PT2625.U8 Z66433  2010","0","0"
"B3332.S254 H45 2011","0","0"
"PT1982 .L67 2011","0","0"
"HG2914 .E28 2009","1","0"
"PT643 .A845 2011","2","0"
"PN71.G4 S39 2010","1","0"
"DK4600.S4265 R88 2010","0","0"
"PN681 .V65 2011","1","0"
"DK4600.S468 M53 2010","0","0"
"DD247.H5 A359 2011","1","0"
"ND1049.Z4594 A4 2010","0","0"
"BX3635.T48 P53 2010","0","0"
"HQ1122 .F48 2010","0","0"
"PQ3989.2.R56 I5 2011","1","0"
"JZ6300 .P68 2010","2","0"
"PN6065.A61 W97 2004","0","0"
"D804.5.C37 L57 2011","0","0"
"HD58.82  C68 2011","0","0"
"BT732 .B66 2011","0","0"
"HD75 .R33 2011","0","0"
"JZ1570.A5 B43 2011","2","1"
"PN6065.A61 V472 2000","0","0"
"HD82 .I57 2011","0","0"
"PQ7298.28.A448 V66 2010","0","1"
"PN6065.A61 T923 2005","0","1"
"B805 .P67 2010","2","0"
"PN6065.A61 H846 2008","0","0"
"PN6065.A61 H846 2008","0","0"
"PN6065.A61 H846 2008","0","0"
"HC110.C3 W55 2010","1","0"
"PS3525.I486 B58 2011","2","0"
"DB2189 .C48 2010","0","0"
"PN6065.A61 G686  2002","0","0"
"PN6065.A61 G686  2002","0","0"
"D804.5.G38 G73 2011","0","0"
"HV6437 .S63 2010","2","0"
"PG5038.M394 Z73 2010","0","0"
"DA355 .L96 2011","1","0"
"DB2042.G4 A72 2010","0","0"
"PN6065.A61 H36 2006","1","0"
"JN3971.A98 G723453 2011","3","0"
"D424 .L44 2011","1","0"
"HG172.A2 L35 2011","0","0"
"HD2741 .G68 2011","0","0"
"CT1018.C493 A3 2011","0","0"
"PN6065.A61 S94 2001","0","0"
"PN6065.A61 S864 2005","0","0"
"DG124 .K35 2011","1","0"
"HC103 .S565 2010","3","0"
"JC389 .K674 2011","0","0"
"DC130.B9 V56 2011","0","0"
"K3165 .H477 2010","0","0"
"D761 .M59 2010","0","0"
"HQ60 .M66 1998","2","0"
"PQ7298.416.O59 C36 2007","1","0"
"PJ4567.3 .S343 1934","1","0"
"E450 .H537 2001","1","2"
"HD1382.5 .P93 1989","1","0"
"PQ7298.423.O735 B47 2009","1","0"
"PQ2607.E834 Z937 2011","0","0"
"PN56.B5 E27 2011","0","0"
"PQ7442.D43 V56 2009","1","0"
"PQ7519.3.S268 T73 2009","1","0"
"PQ8098.424.O734 H86 2009","1","0"
"PQ8098.433.I68 R37 2008","0","0"
"PQ8098.418.E76 N43 2009","0","0"
"PN6065.A61 D863 1998","2","0"
"HC39 .H644 2011","0","0"
"RA513 .O55 2010","0","0"
"BX7433 .V478 2010","0","0"
"JN6695.A55 I602 2010","0","0"
"HC340.12 .F55 2010","0","0"
"D764 .L877 2011","0","0"
"JQ1519.A5 C5465","2","0"
"JQ1519.A5 C5465","1","0"
"JQ1519.A5 C5465","1","0"
"JQ1519.A5 C5465","1","0"
"JQ1519.A5 C5465","1","0"
"BX173 .B335 2010","0","1"
"PG3481.A88 P65 2011","0","0"
"PQ7489.2.T73 A77 2007","0","0"
"PL2887.N658 Y8 2010","2","0"
"PL2861.N368 Y5 2010","0","0"
"PL2908.N453 M46 2010","1","0"
"PL2978.7.O984 N5 2010","0","0"
"PL2967.7.O93 L66 2010","0","0"
"PL2947.5.U569 Q23 2010","0","0"
"PL2837.C467 N5 2010","0","0"
"PL2840.K4 Q26 2010","2","1"
"PL2935.A35 Q253 2011","0","0"
"PL2928.N564 B53 2010","1","1"
"PL2857.A549 Y84 2010","5","0"
"PL2857.A549 Y84 2010","4","0"
"PL2929.5.N455 Q256 2011","0","0"
"PL2953.L886 S58 2011","2","0"
"PL2860.E464 Q25 2010","7","0"
"PL2929.5.N455 H45 2010","0","0"
"PL2946.Y36 T36 2010","0","1"
"PL2929.5.N455 G85 2010","0","0"
"PL2727.S2 L5222 2010","0","0"
"PL2960.U543 J56 2010","2","0"
"PL2919.G86 G86 2010","2","0"
"DS797.32.S546 W46 2010","1","1"
"PL2898.5.Z46 T539 2010","4","0"
"PL2931.A529 K36 2010","1","0"
"PL2972.X536 C48 2010","0","0"
"PL2920.E395 H86 2010","0","1"
"PL2965.H34 C536 2010","3","0"
"PL2950.A56 D36 2010","2","0"
"HN740.B45 G86 2010","0","0"
"PL2968.L86 H83 2010","0","0"
"PL2921.5.N287 H83 2010","2","0"
"HB2114.I56 X54 2010","0","0"
"PL2967.7.O255 C36 2010","0","0"
"PL2960.U543 Y5 2008","1","0"
"PL2960.U543 Y5 2008","1","0"
"PL2623 .W8534 2008","0","0"
"PL2623 .Y535 2008","1","0"
