"CALL #(ITEM)","TOT CHKOUT","INTL USE "
"F1049.7.F83 L63 2008","1","0"
"B3376.W563 T73221 2008","1","0"
"PQ2701.U34 F5513 2008","0","0"
"B105.I56 C66 2008","0","0"
"PT2361.Z5 D465 2008","1","1"
"BV825.3 .L67 2008","0","0"
"DD801.W739 S724 2005","1","0"
"QH456 .G579 2008","17","0"
"B572 .H45 2007","0","1"
"E183.8.V3 S85 2008","9","1"
"HQ76.4 .H48 2007","1","0"
"PS3521.R566 T6 2008","1","0"
"D811.A3 H48 2007","0","0"
"PT2672.O36 L48 2008","0","0"
"BS580.M6 F735 2008","0","0"
"QC944 .S39 2007","2","0"
"PT289 .M398 2007","0","0"
"UB251.G4 M55 2007","0","0"
"HB3654.X56 X565 1983","1","0"
"B3317 .N565 2008","1","1"
"D15.D76 N57 2008","1","0"
"PQ7171 .G8 2007","3","0"
"JC263.H38 S35 2008","1","0"
"BF1584.A9 P34 2006","0","0"
"P143 .W45 2007","0","0"
"HD7230 .S45 2000","1","0"
"PR9619.4.S54 K55 2007","0","1"
"LC212.2 .E94 2008","13","1"
"HQ1190 .M3776 2007","10","1"
"GB1798.V53 G74 2008","0","0"
"HF5549.5.T7 P356 2008","1","0"
"LB2335.7 .R63 2008","10","0"
"BS185 1903 .L6","6","0"
"DS715 .K3675 1992","0","0"
"HC430.T4 C464 2008","0","0"
"BF698 .B658 2007","3","0"
"DC235 .R6 2002","1","0"
"PT2528.Z4 S76 2007","0","0"
"GN17.3.G7 S86 2008","0","0"
"DD286.4 .U34 2006","0","0"
"GV1493 .G73 2008","3","0"
"DB97 .W45 2007","0","0"
"D544 .L95 2008","6","0"
"JQ1536 .D44 2008","3","0"
"HV6322.7 .E46 2008","9","3"
"BR1609 .C64 2008","13","0"
"PQ7539.2.E45 Z75 2005","1","0"
"HF1379 .I5817 2008","0","0"
"PR6109.G47 G464 2008b","5","1"
"KF1682 .F3713 2008","7","0"
"RC516 .L58 2008","7","2"
"D16.8 .W329 2008","0","0"
"RM700 .H65 2008","11","1"
"PQ8550.425.R66 R56 2005","1","0"
"PA6507 .M38 2007","0","0"
"PR6118.O28 M37 2006","1","0"
"PA4409 .P27 2007","3","2"
"PL2848.Y8 S54 1984","2","2"
"PL2848.Y8 S54 1984","2","1"
"PS3602.E2558 T47 2008","5","0"
"PN1998.3.E34 O63 2008","2","1"
"JV7590 .I45165 2007","0","0"
"PS3563.E748 A8 2008","1","0"
"PQ1713.Z5 L86 2007","1","0"
"PQ4873.A69 T74 2008","0","0"
"HM626 .P693 2007","0","0"
"HG173.6.C6 H83 2005","0","0"
"HG173.6.C6 H83 2005","0","0"
"HG173.6.C6 H83 2005","0","0"
"HG173.6.C6 H83 2005","0","0"
"HG173.6.C6 H83 2005","1","0"
"HG173.6.C6 H83 2005","1","0"
"HG173.6.C6 H83 2005","1","0"
"HT395.E8 E879 2008","0","0"
"HV238 .R43 2007","2","0"
"BL65.P7 R43265 2007","3","0"
"PQ4880.A445 L85 2008","0","0"
"HC427 .C567","1","0"
"PQ8550.417.A745 R5 2005","1","0"
"DG89 .B37 2008","0","0"
"BS410 .Z7 Heft 145","2","1"
"PL2343 .T35 2004","4","1"
"PL2343 .T35 2004","1","0"
"PL2343 .T35 2004","1","0"
"PL2343 .T35 2004","1","0"
"PL2343 .T35 2004","1","0"
"PT75 .I583 2008","0","0"
"PQ8550.426.O78 N67 2004","1","0"
"DB48 .K645 2007","1","0"
"D361 .K78 2006","0","0"
"PT129 .L76 2008","0","0"
"DS735 .C57 X4 2006","0","0"
"DS735 .C57 X4 2006","0","0"
"DS735 .C57 X4 2006","0","0"
"DS735 .C57 X4 2006","0","0"
"DS735 .C57 X4 2006","0","0"
"DS735 .C57 X4 2006","0","0"
"DS735 .C57 X4 2006","0","0"
"DS793.G67 M31 2008","5","1"
"PA4011 .E79 2008","2","0"
"PQ7519.3.B38 L47 2005","1","0"
"DS774 .C3815 2008","0","0"
"PN56.R7 P44 2008","0","0"
"PS3551.T57 D85 2008","0","0"
"PS3619.H4517 I36 2008","0","0"
"PS3552.R623 S74 2007","0","0"
"PQ9698.414.K65 L88 2004","0","0"
"DA690.L845 B88 2008","0","0"
"PS3610.O677 S66 2008","0","0"
"PQ8550.15.S63 L55 2005","0","0"
"PG3227 .B425 1920z","0","0"
"DS79.76 .W46 2008","3","0"
"D786 .D375 2008","4","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"DS793.N6 Z46 2004","0","0"
"PQ7079.2.R55 A2 2007","0","0"
"PQ8550.431.R442 L57 2005","1","0"
"F629.R49 K86 2008","0","0"
"CT25 .W665 2007","3","1"
"PQ8550.414.U77 P67 2005","1","0"
"PR9199.3.D553 S68 2008","0","0"
"PS3602.R435 P35 2007","0","0"
"DP179 .R64 2004","1","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","1","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","1","1"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","0","0"
"PL2698.F4 F463 2007","0","0"
"PS3563.U795 T66 2008","8","0"
"G151 .B887 2008","2","0"
"PS3573.O6427 T79 2008","12","0"
"D840 .L464 2002","0","0"
"PQ7081 .Z56 2007","5","0"
"JV8884 .L44 2007","0","0"
"PN1996 .J65 2007","2","0"
"BQ7935.B777 T48 2008","2","0"
"","0","0"
"D769.346 101st .B374 2007","5","4"
"DK565 .S565 2007","0","0"
"PN4855 .H57 1994 no.5","4","1"
"PS3620.U776 I66 2007","0","0"
"PS3623.I5776 H653 2007","2","0"
"PG3491.46.I25 Z4613 2008","2","0"
"PN1584 .F5713 2008","3","0"
"PN1995.9.S45 M24 2008","1","1"
"PS3561.E564 D65 2008","1","0"
"PS3619.E98 C38 2008","2","0"
"PS3562.O597 H96 2008","0","0"
"PS3606.I55 C63 2008","0","0"
"PS3570.O688 C34 2008","0","1"
"PS3561.E42735 W58 2008","0","0"
"HQ1777 .T3812 2007","0","0"
"DS736 .B24 2008","0","0"
"PS3554.U66 A74 2008","0","0"
"PS3569.A832 B73 2008","1","0"
"PR6104.A853 P35 2008","1","0"
"PN1993.5.C4 Z66 1995","1","0"
"PS3556.A45 L66 2007","0","0"
"E179.5 .M396 1984","2","1"
"PQ3989.2.D57 Z53 2008","2","0"
"PS3616.U65 F67 2008","1","0"
"E183.7 .M45 1991","0","0"
"E487 .N65 2006","0","0"
"PS3602.E76353 G53 2008","0","0"
"PR9199.3.R434 .L88 2008","0","0"
"DS740.5.U5 H72 1991","1","0"
"PS3615.L44 P55 2008","2","0"
"PS3561.I41618 P38 2008","1","0"
"DS779.46 .O88 2007","2","1"
"E621 .R53 2006","0","0"
"PL2415 .L533 2008","0","0"
"PS3603.O555 S66 2008","2","2"
"HT135 .S635 2007","0","0"
"PL2471.Z6 Y822 2008","7","0"
"PS3601.E23 F47 2008","2","0"
"HM479.B68 H45 2007","1","0"
"PL2833.7.A54 Z45 2007","0","0"
"PQ2603.L336 Z47 2008","0","0"
"DS735 .Z434 2008","1","0"
"PQ305 .S457 2008","1","0"
"PN1707 .M53 2008","1","0"
"PQ2673.I3372 Z75 2008","0","0"
"HM1261 .J64 2009","3","0"
"PQ9261.C232 A45 2007","0","0"
"PL2607 .H74 2008","0","0"
"PQ2357 .G73 2007","0","0"
"N6888.E7 A4 2008","1","0"
"H11 .I47 no. 134","0","0"
"PS3570.E6937 C66 2008","1","0"
"PQ673 .E37 2008","0","0"
"HF5626 .Z56 2008","0","1"
"PQ1455 .E988 2008","3","0"
"P96.L34 .T353 2007","3","1"
"PQ7298.13.O87 P36 2006","0","0"
"PQ2001.M19 P5 2008","0","0"
"PQ3984 .C65 2008","0","0"
"PN1993.5.F7 L335 2008","4","1"
"PL8010 .L588 2007","1","0"
"PQ7298.1.L3 C67 2007","1","0"
"PQ2637.A82 Z87 2007","2","0"
"PQ2607.U8245 Z674 2008","1","0"
"PN57.D7 D616 2008","0","0"
"DK855.5.M8 M855 2006","1","0"
"PA3133 .A234 2007","0","0"
"PG3476.N3 Z674 2007","0","0"
"PQ7298.18.U7 D3 2007","0","0"
"BF1082 .B33 2007","2","0"
"PQ7298.17.A7 Z868 2007","0","0"
"JA75.8 .S86 2008","0","0"
"PQ7298.423.A47 P38 2006","1","0"
"JZ1306 .L36 2008","0","0"
"RC504 .P755 2008","0","1"
"BF721 .M6 v. 73, no. 2","0","0"
"PQ7509.3.C35 P55 2006","0","0"
"PA27 .U83","1","0"
"PQ7442.F53 T43 2005","0","0"
"HV9960.G3 B87 2007","1","0"
"PQ7298.43.R45 S55 2007","1","0"
"PN1995 .S646 2006","0","0"
"PQ7298.23.E238 C76 2006","0","0"
"PN3354 .V35 2006","0","0"
"LC5225.L42 L56 2008","1","0"
"BL2525 .G47 2008","2","0"
"PQ7509.2.R4 P37 2007","1","0"
"GN666 .H34 2008","2","1"
"PQ6713.A763 V3 2006","0","0"
"DD419 .S36 2007","2","0"
"HD58.9 .A212 2006","3","0"
"HN373.5 .C656 2007","1","0"
"PQ6652.O58 L53 2007","0","0"
"UA832.7 .B376 2008","2","0"
"PQ4863.O745 A14 2007","1","0"
"PQ4253.2 .F37 2007","0","0"
"HN475.5 .F48 2008","0","0"
"PQ4845.N4 Z5494 2008","0","0"
"PQ4265.A62 Z56 2008","0","0"
"PQ7298.29.O99 R4 2006","0","0"
"PQ4807.O555 I47 2007","0","0"
"PR129.I8 C48 2007","0","0"
"PQ7509.3.N44 R43 2006","2","0"
"LB2342 .S55 2008","2","0"
"PQ7389.V58 V5 2007","0","0"
"PQ7298.412.I16 M8 2007","2","0"
"PQ4390 .C65 2007","1","0"
"PQ7440.N28 Q8 2006","1","0"
"PA6519.H6 D53 2007","0","0"
"PQ7298.418.E35 V636 2005","0","0"
"P81.I8 L57 2007","0","0"
"PN1115 .C66 2003","0","0"
"HV6080 .K8627 2007","0","0"
"D810.J4 B642 2008","0","0"
"PQ7297.S2 Z99 2007","0","0"
"PG3328.Z7 R485 2008","3","3"
"HE131 .N32 no. 292","0","0"
"DR1313.32.S27 A57 2008","2","1"
"PQ7297.P285 Z956 2006","2","1"
"E185.93.K16 C86 2008","2","1"
"DT433.545.T34 S65 2008","6","0"
"LC3057 .H6 2007","0","0"
"B2430.B43 M67 2008","8","2"
"DA783.41 .B76 2008","4","0"
"PL2877.P47 Y88 2007","0","0"
"PL2404 .W6 2007","1","0"
"HD9016.C62 L86 2008","2","0"
"DS779.29.M68 A3 2007","2","0"
"PQ7298.12.A78 A6 2007","0","0"
"HX416.5 .D325 2007","0","0"
"HX416.5 .D325 2007","0","0"
"PL2939.5.J55 F45 2007","0","1"
"PL2837.P6 Z95 2008","6","0"
"PL2882.I28 F56 2007","6","0"
"DK510.763 .N457 2006","0","0"
"DS721 .H8312 2007","0","0"
"PN1997 .P573 2007","0","0"
"P81 .B64 2008","0","0"
"DS777.75 .H83712 2007","1","0"
"PQ8550.42.I64 A17 2007","0","0"
"PL2848.Y8 S55 2007","1","2"
"PL2851.M38 W63 2005","1","0"
"PQ7298.26.A76 Z64 2007","1","0"
"LA1131 .W84 2007","1","0"
"PQ7291.Y8 S48 2006","2","0"
"PL2815.A65 S43 2007","2","0"
"KJA2508 .B73 2008","1","0"
"PQ7440.G2577 T4 2006","1","0"
"PQ7298.423.O738 T64 2006","0","0"
"PQ7390.R3 P37 2006","1","0"
"PE1 .C66 n.s., v.176","0","0"
"PQ6042.M4 U77 2007","1","0"
"PL2698.F4283 W364 2006","4","0"
"HV6548.R9 T75 2007","0","0"
"DC101.A2 P513 2008","0","0"
"DC611.B854 P53 2008","4","0"
"BQ349.A56 B83 2008","0","0"
"D848 .M64 2008","1","0"
"DS79.76 .M358 2008","4","1"
"BX4705.A5695 A3 2008","1","0"
"DS33.7 .L66 2008","4","1"
"DS919.5 .Y332 1987","2","1"
"E467 .A39 2008","2","2"
"DS793.S6445 Z583 2008","0","0"
"PL2933.E52 G3627 2004","4","2"
"PL2933.E52 G3627 2004","4","3"
"DS799.8 .S96 2008","2","0"
"JV7371 .B34 2008","6","2"
"BR165 .S398 2008","8","1"
"DS785 .T9512 2004","0","1"
"BQ7604 .Z375 2007","0","1"
"PL2815.A8 Z557 2007","0","0"
"PQ8220.428.O2615 M3 2007","1","0"
"DP302.C69 C73 2008","4","0"
"PL2442 .W362 2007","4","0"
"PQ7298.428.E996 I58 2007","2","0"
"DF220 .C36 2008","17","5"
"D16.8 .H3893 2007","0","1"
"PQ7298.413.A728 E97 2007","1","0"
"JQ1512.Z2 H4 2007","0","0"
"PQ7298.26.A387 F86 2007","0","0"
"PL2928.K8 L5 2007","2","0"
"F209.5 .W66 2008","4","2"
"PN56.3.A74 K36 2008","2","0"
"HV4150.A5 D53 2006","1","0"
"JC574 .Z586 2007","0","0"
"PR6005.O4 Z7434 2008","2","0"
"PL3031.T3 L533 2007","0","0"
"DS799.844 .C4275 2007","0","0"
"DS799.844 .L554 2007","0","0"
"DS799.844 .L557 2007","0","0"
"DS134.66.W76 R3413 2008","6","0"
"PQ7298.36.A6 H5 2007","0","0"
"DS154.55 .A84 2008","1","0"
"DS777.488.C5 C85 2003","0","0"
"PQ7297.T737 P38 2007","0","0"
"PA3015.I62 W67 2008","2","0"
"PN1995.9.N4 D86 2008","6","0"
"BS1585.52 .G37 2008","1","2"
"PQ7298.12.A35 P37 2007","0","1"
"PQ6705.S615 C35 2007","0","0"
"PQ7236.5.D74 A536 2006","0","0"
"F1029.5.C9 K568 2007","0","0"
"PQ7298.41.G8455 O56 2007","1","0"
"F2849.22.G85 G2972 2007","1","1"
"PQ7155 .P36 2006","1","0"
"B1001 .M65 2007","0","0"
"PQ7298.32.A399 V84 2007","1","0"
"PQ6525 .M46 2007","4","0"
"E183.8.C9 E896 2008","3","0"
"G149.H37 R84 1997","1","0"
"PQ7298.16.L53 M25 2006","0","0"
"HQ76.3.I75 I75 2008","12","3"
"PN4867 .J67 2008","5","1"
"CB245 .C85 2008","7","0"
"PN5596.B24 W66 2008","0","0"
"PS3551.N4155 F54 2008","5","0"
"B741 .G76 2007","3","1"
"E477.41 .D87 2008","0","0"
"HD2741 .M247 2008","0","0"
"JZ5930 .N38 2008","5","1"
"KNW469 .I84 2008","1","0"
"DU109.5 .C53 2008","0","0"
"HQ1240 .R353 2008","4","0"
"PS3573.A4314 F67 2008","0","0"
"D228 .S36 2008","3","2"
"DR531 .B37 2008","12","1"
"HC415.254 .L42 2008","4","1"
"HC240 .M74 2008","0","0"
"RC488 .A32 2008","2","0"
"F286 .E52 2008","3","1"
"PS3573.O583 H66 2008","3","0"
"HV6252 .T718 2008","0","0"
"BM445.S92 G732 2008","0","0"
"RC488.5 .N5345 2009","1","0"
"LB1731.6 .S34 2008","2","1"
"PN1993.5.I8 G53 2008","16","1"
"DT57 .V6 no. 35","2","1"
"DK511.V916 R68 2006","1","0"
"HD53 .D58 2008","2","1"
"HM101 .S163 2008","6","0"
"PQ7298.432.I443 E5 2007","1","0"
"PS153.M4 C67 2008","7","0"
"F2081.2 .B7413 2008","0","1"
"PR468.C3 L36 2008","4","2"
"E175 .C485 2008","2","0"
"PN513 .P38 2008","1","0"
"DA722 .J66 2008","1","1"
"DF233.8.P59 W67 2008","7","1"
"PS508.C83 O54 2008","7","0"
"E91 .H46 2008","1","0"
"BL65.D7 M37 2006","0","0"
"Z473.P57 V58 2008","0","0"
"BF51 .R45 2005","0","0"
"PN1998.3.O855 R53 2008","0","0"
"BL65.P7 R45 2008","4","1"
"TR660.5 .S551 1998","1","0"
"E178.1 .G22 2007","0","1"
"BX1965 .D87 2006","2","0"
"PT2685.E5 F87 2008","0","0"
"PL2875.O17 Q53 2007","0","0"
"PN1997.H4373 R45 2004","0","0"
"CT1098.R57 A3 2004","0","0"
"JQ1749.A8 P43 2008","3","0"
"PL2919.H8224 D36 2008","3","0"
"PN5213.S7 S38 2008","1","0"
"PR1587.A7 N56 2007","1","1"
"PT2673.A653 F68 2008","1","0"
"BF611 .O78 2008","2","0"
"BF611 .O78 2008","1","0"
"DS911.74 .C4855 2005","1","0"
"HD69.T54 A46 2007","0","1"
"GF504.W2 K55 2007","3","0"
"HG5752 .P65 2007","1","0"
"HC79.E5 K87 2003","1","0"
"D811.5 .L4185 2003","0","0"
"DS686.614 .R65 2007","0","0"
"HF3590.V4 A85 2006","11","1"
"HN530.2.A8 A75 2007","0","0"
"DS686.616.E88 S2513 2006","0","0"
"D119 .Q34 2008","1","0"
"GV863.M3 F58 2008","1","0"
"PS3552.E146 B43 2008","1","0"
"PG3479.6.O213 E85 2007","0","0"
"E655 .B593 2007","2","1"
"DS686.614 .E78 2007","0","0"
"PG3476.N66 Z72 2003","0","0"
"DS592 .C18 2007","0","1"
"PL4378.5 .L4 2006","1","0"
"P35.5.R9 R47 2004","1","0"
"PS3554.U3413 B58 2008","4","0"
"PL2862.I1786 T36 2007","2","0"
"BF724 .S485 2007","0","0"
"F158.9.A1 B34 2008","0","0"
"D546 .G495 2007","1","0"
"DS799.63.C6 C48 2007","0","0"
"PN56.S87 E28 2008","2","1"
"BR65.A9 D86 2008","2","0"
"PL8424.Z9 D67 2008","4","2"
"DD879 .H35 2008","5","0"
"DK67.5.F5 R872 2007","0","0"
"PN2062 .W49 2008","5","1"
"DS799.847 .X85 2007","0","0"
"BL41 .S78 2008","1","1"
"HM651 .M345 2008","2","0"
"HD9502.J32 E54 2008","5","0"
"PG3549.D7 Z46 2008","1","0"
"HQ1743 .S66 2008","4","1"
"HE9878.A9 L5 2008","1","1"
"JQ766.C58 C47 2007","0","0"
"JK1994 .E43 2008","4","0"
"HC445.8 .S485 2007","2","0"
"RC450.R8 S5717 2008","1","0"
"DS610.34 .H66 2008","2","0"
"DS721 .Z467 2008","1","2"
"HD30.28 .K35434 2008","10","0"
"BX6248.V8 S38 2008","7","0"
"HM708 .A23 2006","1","1"
"JK1976 .N385 2008","1","0"
"DS596 .B25 2008","7","1"
"D548.9.T76 F64 2008","6","0"
"PN3433.6 .Q44 2008","6","0"
"F869.S39 F45 2007","0","0"
"Z4 .E25 2008","3","0"
"N69.R9 V45 2007","0","0"
"PN4888.H57 C43 2008","27","1"
"D769.31 442nd .M36 2008","5","0"
"GR44.E43 F65 2007","1","0"
"PN1892 .N49 2008","3","0"
"F1221.M7 L66 2005","0","0"
"DA522.C2 L44 2008","0","0"
"PG3086 .G83 2008","0","0"
"PJ7864.A355 A2 2008","1","0"
"PG3476.A324 Z8835 2008","0","0"
"DS432.L23 M63 2008","7","1"
"P130.5 .A865 2008","4","1"
"DK510.763 R677 2007","0","0"
"BR934 .K37 2008","0","0"
"E185.5.N33 R44 2008","4","1"
"DS773 . Z45 2006","0","0"
"PR9190.5 .B377 2005","0","0"
"PQ7076 .A58 2007","1","0"
"HQ1770.S47 S65 2008","1","0"
"PG3487.A592 Z865 2006","0","0"
"F1221.L2 G65 2008","2","0"
"DS432.M84 A825 2008","3","0"
"DS432.M84 A825 2008","2","0"
"PJ8167.I4 A73 2003","1","0"
"PG3487.A592 Z71 2007","0","0"
"P106 .A474 2003","0","0"
"BJ1581.2 .R364 2004","0","0"
"CJ3499 .L53 2008","0","0"
"PQ7798.32.I78 U6 2004","1","0"
"BP172 .T76613 2005","0","0"
"PG1 .S627 no. 145","0","0"
"PR9199.M494 Z55 2007","1","0"
"HQ1236.5.A78 G63 2008","0","1"
"ND1043.5 .H4 2008","0","0"
"DS135.E9 B44 2008","0","0"
"PN86 .C48 2007","0","0"
"P162 .H47 2008","0","0"
"BP188.8.P34 E64 2008","1","0"
"TX724.5.C5 S436 2007","0","1"
"BX8407 .B87 2008","1","1"
"PL519 .J37 2008","1","0"
"PT61 .J47 2007","4","0"
"HN710.Z9 C66 2008","4","1"
"PT2664.R359 I35 2008","0","0"
"PA8360.L93 O6 1959","0","0"
"P222 .K64 2007","0","0"
"PT2666.R3532 Z24 2008","0","0"
"D811.A2 .T688 2004","0","0"
"DD120.R8 K69 2007","0","0"
"K5256.A6 C65 2007","2","0"
"ND615 .T63 2007","1","0"
"PL2925.L5 L527 2007","1","2"
"HQ1625.L4 K84 2007","0","0"
"DS36.85 .F75 2008","0","0"
"PF3369 .M85 2007","2","1"
"PT2667.E46 W36 2008","1","0"
"LA91 .S25 2008","1","0"
"LB3051 .L68 2007","4","0"
"PT2667.R79 A65 2008","0","0"
"DG975.F82 G37 2007","0","0"
"PT2563.D7 S45 2008","2","0"
"PT2615.A238 D54 2008","0","0"
"PT2681.T6859 B67 2008","0","0"
"GT2910 .O6125 2006","0","0"
"DG235.2 .B75 2007","1","0"
"PT2668.O495 U34 2008","1","0"
"F294.S2 S86 2008","2","0"
"DD866.8 .R57 2008","0","0"
"BV5067 .S33 2008","0","0"
"LA1133 .Z4855 2007","0","0"
"PT2625.A44 B8956 2008","0","0"
"DK510.763 .L37613 2008","7","0"
"PT2670.A32 D87 2008","0","0"
"PJ2561 .M86 2008","2","0"
"PT2671.E424 O78 2008","0","0"
"BS2615.6.R54 P48 2008","0","0"
"DD120.F8 S56 2008","0","0"
"PF3301 .R68 2007","0","0"
"PT2673.E28 N335 2008","0","0"
"DL147.S273 R55 2006","0","0"
"RC553.A88 M87 2008","13","0"
"HC125 .T467 2007","0","0"
"PL2968.W46 Y54 2007","7","0"
"PT2718.O33 F48 2008","4","1"
"PN56.M538 W53 2008","0","1"
"E616.D7 P83 2007","7","0"
"LA1133.7 .W378 2008","0","0"
"PQ2603.E378 Z793 2008","0","0"
"P561 .W54 2007","1","0"
"DS113 P77 2007","0","0"
"HG4621 .L5 2007","5","0"
"DD120.F8 W57 2007","0","0"
"PL2843.P5 C46 2008","2","1"
"PF3066 .W578 2007","0","1"
"QH314 .C43 2007","3","0"
"PT2629.E42 Z465 2003","0","0"
"F474.S29 A265 2007","0","1"
"G1006 .T516 2008","2","0"
"DS797.84.K873 S45 2008","0","0"
"NB1280 .N368 2007","0","0"
"DD247.K526 A3 2005","0","0"
"PR9198.2.Q42 L36 2007","2","0"
"HD9525.A2 B68 2008","3","1"
"DS786 .J54 2008","0","0"
"HB3722 .B78 2008","0","1"
"HM811 .A83 2008","0","0"
"DS799.816 .Z44 2008","0","0"
"HD2891.85 .C37 2008","0","0"
"NA1547.S5  W36 2007","0","0"
"F459.L6 M67 2008","0","0"
"BP189.7.K44 W38 2008","1","1"
"GE197 .F76 2008","28","0"
"JC574 .R56 2007","0","0"
"HD45 .E74 2009","2","0"
"DS891 .B34 2007","1","1"
"D757.55.P35 P36 2008","2","0"
"RA643.8 .S556 2008","1","0"
"PN4872 .W47 2008","5","1"
"PR111 .L67 2008","1","0"
"BJ1500.T78 K65 2008","1","0"
"DS715 .L4684 2007","3","0"
"GV706.3 .B363 2007","0","0"
"R853.M48 K85 2008","4","0"
"E467 .W53 2008","1","1"
"E513.5 23rd .C65 2007","1","1"
"PD21 .J3 Bd. 94","2","1"
"BQ7935.B777 A3 1997","6","0"
"CT275.R8763 A3 2007","0","0"
"DS135.I62 K4725 2008","1","1"
"PS3602.U7636 D43 2008","0","0"
"HV1451 .R87 2008","0","0"
"F157.D4 C64 2008","0","0"
"DS79.76 .B44655 2007","0","0"
"HV8688 .W34 2008","1","0"
"PS3623.I6624 T48 2008","2","0"
"JN210 .P65 2007","1","0"
"LB1025.3 .K837 2006","1","0"
"F1089.G8 S73 2007","0","0"
"DS135.C5 B328 2007","2","0"
"HT135 .D69 2007","0","1"
"D810.D5 D43 2005","1","1"
"D805.G3 C627 2003","1","0"
"D804.65 .G78 2005","0","0"
"LB3063 .E95 1997","7","0"
"D802.F8 E54 2003","1","0"
"PS3608.A5454 F36 2007","2","1"
"HV6791 .F47 1995","0","1"
"D805.5.B83 R47 2006","0","2"
"DC637 .A47 2004","1","0"
"D805.G3 M422 2004","0","0"
"D802.F8 A3 2007","0","0"
"Z659 .F57 2008","4","0"
"PQ1711.A85 C66 2007","4","0"
"PQ3989.2.L23 Z54 2008","0","0"
"PQ1915.Z5 L68 2008","2","1"
"PL2857.A635 S59 2007","3","0"
"PL2852.L54 N8 2008","3","0"
"DA745.S9 M57 2006","0","0"
"HQ767.5.I5 A154 2007","3","0"
"HM791 .L66 2008","1","0"
"LB14.7 .M394 2008","1","0"
"HD9000.5 .S678 2008","11","1"
"RJ505.C55 F33 2008","3","0"
"LD2149.G73 A3 2008","3","0"
"PQ2643.I9 E84 2007","1","0"
"PQ2683.A772 E87 2008","1","0"
"PQ2607.U8245 Z6423 2008","0","0"
"PQ2668.O77 Z623 2008","0","0"
"PN2621 .M55 2008","1","0"
"PQ2631.E25 Z84 2008","0","0"
"PN1993.5.A1 C55 2008","3","2"
"PN1995 .D3938 2008","5","0"
"PQ3979.2.S8 D43 2007","1","0"
"PQ2613.H2 Z55 2008","0","0"
"PQ2704.A38 L36 2005","0","0"
"PN2635 .R38 2008","1","0"
"F1219.7 .C63 2008","7","1"
"JX1569 .O25 no. 191","0","0"
"PQ2130 .J66 2007","0","0"
"P295 .U75 2008","0","0"
"P240.5 .M896 2008","2","0"
"PL2264 .C441765 2007","0","0"
"LA2383.C5 Z384 2007","0","0"
"GT2853.C6 G16 2006","0","0"
"PL2875.O17 M53 2007","0","0"
"PQ201 .C68 2008","0","0"
"PN2871.5 .R65 2007","0","0"
"PQ1445.P7 L44 2008","0","0"
"Z1035.8.C5 Z436 2008","0","0"
"PA3265 .C67 2008","3","0"
"HV9713.5.D82 B35 2006","0","0"
"ND1040 .X84 2008","0","0"
"PA3055 .S28 2008","0","0"
"HV6150 .E58 2008","5","0"
"PA4496.F7 C66 2008","1","0"
"NK2668 .X524 2007","1","0"
"HD82 .W536 2008","1","0"
"PL2646 .L86 2008","0","0"
"PQ2466 .B78 2007","0","0"
"QH366.2 .F85 2008","2","0"
"PL2947.Z66 A6 2007","0","0"
"DT279 .V69 2008","1","0"
"NX90 .Z438 2008","0","0"
"D802.F8 V468 2003","0","0"
"JF1081 .S46 2006","1","1"
"E558 .F66 2007","3","0"
"D810.W7 G86 2006","2","0"
"PL2919.A58 L83 2008","6","0"
"PN1993.5.S7 B87 2008","5","3"
"PL2919.A58 S53 2008","10","1"
"D762.D86 S86 2005","0","0"
"DA358.B9 A66 2008","7","1"
"GT4049.A2 F74 2007","10","0"
"D761 .N68 2005","1","0"
"D802.F8 R5935 2005","0","0"
"D802.F8 A5925 2007","0","0"
"D805.G3 H77 2004","3","0"
"PQ1485.H8 Z6 2007","0","0"
"HC340.12 .P75245 2006","1","0"
"DS773.23.P84 Z46 2008","0","3"
"PQ283 .N57 2008","1","0"
"PQ2633.U74 Z463 2008","1","0"
"PR9639.3.S7 Z47 2008","0","0"
